-2.793	0.630
-2.771	0.479
-2.742	0.134
-2.739	0.432
-2.734	0.500
-2.712	0.259
-2.704	0.541
-2.696	0.615
-2.650	0.317
-2.631	0.176
-2.620	0.620
-2.580	0.437
-2.580	0.635
-2.553	0.264
-2.550	0.520
-2.512	0.510
-2.512	0.473
-2.491	0.520
-2.483	0.416
-2.442	0.557
-2.412	0.510
-2.412	0.557
-2.410	0.578
-2.364	0.322
-2.353	0.489
-2.350	0.087
-2.323	0.379
-2.321	0.515
-2.280	0.264
-2.253	0.317
-2.253	0.343
-2.232	0.400
-2.202	0.270
-2.191	0.322
-2.183	0.270
-2.175	0.536
-2.143	0.165
-2.134	0.520
-2.129	0.249
-2.121	0.369
-2.110	0.458
-2.102	0.306
-2.083	0.421
-2.083	0.259
-2.080	0.348
-2.072	0.191
-2.059	0.547
-2.053	-0.080
-1.991	0.437
-1.981	0.379
-1.970	0.076
-1.964	0.285
-1.962	0.249
-1.954	0.447
-1.932	0.296
-1.929	-0.190
-1.929	0.364
-1.913	-0.655
-1.910	0.437
-1.902	0.338
-1.881	0.709
-1.848	0.379
-1.832	0.541
-1.832	0.484
-1.832	0.385
-1.824	0.108
-1.813	0.291
-1.792	0.291
-1.781	0.453
-1.762	0.400
-1.759	-0.112
-1.751	0.280
-1.743	0.609
-1.732	0.453
-1.730	0.311
-1.713	0.332
-1.711	0.500
-1.711	0.567
-1.703	0.416
-1.694	0.087
-1.692	0.118
-1.684	0.338
-1.673	0.322
-1.673	0.254
-1.654	0.432
-1.643	0.541
-1.643	0.181
-1.632	0.233
-1.632	0.400
-1.589	0.557
-1.589	0.358
-1.584	0.275
-1.581	0.520
-1.581	0.306
-1.581	0.254
-1.573	0.134
-1.570	0.108
-1.570	0.071
-1.551	0.531
-1.543	0.557
-1.541	0.285
-1.505	0.411
-1.503	0.244
-1.492	0.557
-1.492	0.400
-1.481	0.411
-1.473	0.489
-1.473	0.353
-1.470	0.144
-1.462	0.541
-1.460	0.285
-1.452	0.207
-1.441	0.129
-1.411	0.390
-1.392	0.327
-1.373	0.264
-1.338	0.505
-1.322	0.264
-1.300	0.358
-1.290	0.055
-1.263	0.630
-1.263	0.500
-1.260	0.583
-1.260	0.479
-1.260	0.411
-1.260	0.358
-1.252	0.306
-1.230	0.500
-1.230	0.280
-1.211	0.306
-1.192	0.228
-1.173	0.207
-1.171	0.181
-1.171	0.327
-1.163	0.196
-1.163	0.087
-1.152	0.181
-1.141	0.406
-1.122	0.233
-1.122	0.317
-1.122	0.379
-1.120	0.076
-1.120	0.285
-1.103	0.186
-1.101	0.453
-1.082	0.358
-1.079	0.202
-1.041	0.453
-1.041	0.280
-1.030	0.400
-1.020	0.348
-1.001	0.552
-0.985	0.416
-0.982	0.473
-0.971	0.364
-0.968	0.489
-0.968	0.547
-0.963	0.416
-0.960	0.494
-0.941	0.181
-0.939	0.458
-0.931	0.139
-0.931	0.296
-0.931	0.348
-0.912	0.139
-0.912	0.411
-0.912	0.395
-0.909	0.306
-0.901	0.379
-0.901	0.395
-0.893	0.322
-0.879	0.301
-0.879	0.238
-0.879	0.531
-0.860	0.285
-0.858	0.343
-0.850	0.238
-0.844	0.270
-0.836	0.395
-0.833	0.338
-0.833	0.275
-0.831	0.400
-0.825	0.395
-0.823	0.348
-0.820	0.426
-0.820	0.311
-0.812	0.416
-0.801	0.207
-0.782	0.343
-0.782	0.379
-0.782	0.390
-0.771	0.364
-0.761	0.447
-0.761	0.254
-0.755	0.369
-0.752	0.447
-0.752	0.285
-0.752	0.264
-0.742	0.463
-0.736	0.437
-0.734	0.217
-0.720	0.379
-0.720	0.087
-0.712	0.244
-0.712	0.426
-0.712	0.066
-0.701	0.259
-0.701	0.338
-0.690	0.301
-0.680	0.317
-0.677	0.358
-0.674	0.160
-0.669	0.270
-0.669	0.139
-0.661	0.249
-0.661	0.134
-0.658	0.432
-0.655	0.332
-0.655	0.228
-0.653	0.301
-0.653	0.066
-0.650	0.463
-0.650	0.317
-0.650	0.196
-0.650	0.087
-0.642	0.432
-0.642	0.343
-0.642	0.212
-0.642	0.134
-0.639	0.395
-0.639	0.317
-0.639	0.155
-0.634	0.264
-0.631	0.505
-0.631	0.369
-0.631	0.196
-0.631	0.244
-0.631	0.306
-0.628	0.118
-0.623	0.348
-0.623	0.196
-0.623	0.233
-0.623	0.092
-0.620	0.291
-0.620	0.176
-0.620	0.035
-0.615	0.160
-0.599	0.118
-0.593	0.306
-0.593	0.181
-0.593	0.259
-0.590	0.369
-0.590	0.144
-0.590	0.212
-0.585	0.113
-0.582	0.348
-0.582	0.379
-0.580	0.395
-0.580	0.160
-0.580	0.092
-0.577	0.191
-0.572	0.348
-0.569	0.076
-0.561	0.270
-0.561	0.238
-0.561	0.212
-0.561	0.191
