-1.522	0.217
-1.373	0.348
-1.101	0.035
-0.971	0.217
-0.890	-0.049
-0.841	0.306
-0.823	0.238
-0.812	0.155
-0.812	0.045
-0.806	0.155
-0.763	-0.065
-0.742	-0.044
-0.731	-0.195
-0.712	0.019
-0.569	0.139
-0.550	0.050
-0.534	-0.222
-0.509	-0.222
-0.507	-0.253
-0.499	0.432
-0.491	-0.295
-0.491	-0.133
-0.491	-0.065
-0.420	-0.357
-0.369	-0.227
-0.369	0.055
-0.361	-0.122
-0.353	-0.018
-0.321	-0.284
-0.310	-0.242
-0.291	-0.185
-0.280	-0.143
-0.264	-0.232
-0.240	-0.263
-0.231	-0.321
-0.169	-0.169
-0.148	-0.305
-0.061	-0.190
0.017	-0.399
