# [FeI/H] - [CaI/Fe] - [Na/Fe] - [Mg/Fe] - [O/Fe]
-1.38	0.18	-0.31	0.05	0.39
-1.48	-0.02	-0.86	-0.24	-0.21
-1.37	0.06	-0.12	0.12	0.26
-1.49	0.21	-0.30	0.08	0.65
-1.29	0.08	-0.55	-0.28	0.00
-1.43	-0.16	-0.48	-0.90	-10.00
-1.36	0.33	-0.32	-0.03	0.30
-1.79	0.13	-10.00	-0.06	0.10
-2.72	0.71	-10.00	0.31	-10.00
-2.50	0.09	0.02	0.41	0.58
