# From Trujillo et al. 2020.
# Assumes a standard Lamda CDM Cosmology, Omega_L = 0.7 and H = 70 km/s/Mpc
# Galaxy Stellar Mass [M_odot], Half-Mass Radius [kpc]
2808405787.3564014, 2.804687995594659
2827290027.868332, 5.495826874178693
2904105368.4056454, 1.8842072096605036
2923633110.620058, 2.5471161063913317
2953171202.418528, 5.480324507106199
2983007723.887906, 2.121485552935707
3003066020.1499543, 3.904029440015819
3043588146.6972804, 4.949363213490373
3043588146.6972804, 3.2155678693888015
3084657062.0027823, 2.3293731678597873
3105398867.235465, 5.518488288307951
3254549675.060148, 4.162630610876285
3388082033.2308054, 2.2905212373255335
3410864124.1514864, 4.935135656976427
3503534733.3357673, 5.502596399130829
3598723133.171918, 4.839444493324185
3598723133.171918, 4.2444366990413585
3796928789.254673, 3.139640113300392
3822460041.463939, 4.614952760119833
3822460041.463939, 2.9899461772190583
3900088484.6052165, 3.02346984552263
3926313401.7068233, 4.705914444501522
3926313401.7068233, 4.36428846619579
3926313401.7068233, 2.1902276845076023
3939491914.283828, 4.9552938998254525
3992649783.2123156, 5.124032463134487
4101127070.5512877, 2.6664774647220546
4142561636.1426735, 3.3243122890201864
4255111915.6118894, 5.17408426233341
4255111915.6118894, 4.092653994394745
4400109632.63519, 2.784224377387981
4414878423.152185, 5.448133172839366
4459482885.890139, 3.2056644971888293
4459482885.890139, 2.935840059258947
4489469274.522143, 3.0570862423624456
4611444773.23468, 1.9449806245632901
4705096315.564738, 2.521431860151581
4784590495.543776, 4.261313226465829
4832930238.5717325, 5.555245471505556
4964237312.982089, 3.1084768283214315
4964237312.982089, 3.0060812198468767
4964237312.982089, 2.776206495870784
5031222671.032117, 4.315009889415003
5065053543.841378, 5.470414971397828
5099111901.703453, 4.899304279378196
5416129768.792523, 5.981219267847387
5416129768.792523, 5.470133512509961
5416129768.792523, 4.665519810498402
5416129768.792523, 2.3057303356116345
5452548828.195633, 2.48967684136462
5526123259.173515, 3.8804782411025487
5638350552.739192, 6.915331229922402
5638350552.739192, 5.072872422226288
5676263865.839408, 5.009525704298175
5752857014.68933, 2.6361862970146435
5810979361.842272, 2.4791533193298276
5869688931.523071, 4.568581699721443
5869688931.523071, 3.3187878891369595
5948892077.934331, 4.314454880779499
5988893529.749091, 4.919252886736779
6029163958.732428, 4.149063210237364
6029163958.732428, 2.7991340360520556
6151607256.107133, 5.348814305463752
6276537193.615463, 15.666234630161362
6447065981.667036, 3.086241293092105
6534060014.370634, 3.3651541426243194
6622227908.447384, 4.0855584436661445
6600075022.827075, 3.7678836063533936
6756715447.122215, 6.771124924386881
6756715447.122215, 2.661738104340412
6756715447.122215, 2.531307675002253
6756715447.122215, 2.390528583300443
6847887761.202373, 4.664679703028838
6847887761.202373, 4.212839705498718
6824979991.12679, 3.3886057751958045
6870872420.284242, 4.177698427710443
6986958113.7873125, 5.252130161705839
7033939713.833019, 2.50662101168158
7200877104.306696, 3.350843892654907
7225046557.88198, 3.2585969129085393
7471248133.082921, 3.6689333682729326
7471248133.082921, 2.7330534067317336
7521486188.888331, 4.7298978679518235
7572062054.682968, 3.9505704643339885
7777789277.418119, 3.222234082816054
7777789277.418119, 2.4137365574604615
7830088572.636502, 4.034042480104381
7989105953.840875, 3.6687445976018065
7989105953.840875, 2.4544511441636447
8096907633.953578, 4.229971455335928
8261343710.999313, 4.447860101491267
8372818854.423316, 4.696619762644546
8372818854.423316, 1.9144721993885268
8429119238.691713, 2.1828419009258
8542858275.456449, 4.938545773823213
8893366986.317719, 3.6429324400303447
8953167632.608467, 4.3920695413176185
8983218578.668724, 3.6429043244813433
9013370389.51742, 3.0426845683625157
9104434401.96548, 6.295685919783351
9289331839.908518, 1.4500940962505946
9446278216.271496, 3.2082922306698975
9509796740.048187, 6.028909329198112
9509796740.048187, 5.361971714397916
9638117990.514807, 2.8693099839723977
9768170754.679504, 3.7667496564884164
9768170754.679504, 3.115546147340496
9768170754.679504, 2.853307073729409
9966547684.66655, 4.676370771631959
10033564596.68059, 5.091903148963236
10101032142.819702, 2.426762123787937
10237331278.437525, 5.077631589666063
10306168989.47373, 2.2821865618149415
10375469578.024769, 4.067085917998423
10375469578.024769, 3.9551313449584016
10375469578.024769, 2.188594252206458
10410294423.20058, 4.78848888802189
10480295170.447617, 3.8948453533655534
10586179838.292948, 3.7039616442034626
10657363271.63759, 3.1196887087471743
10873798370.969913, 5.886945161837708
10873798370.969913, 5.376406175965408
10873798370.969913, 4.815134766318748
10837422997.772198, 4.027411164641343
10946915804.583044, 4.478039055210891
11094628943.275196, 5.383831876201862
11319944254.031658, 3.420544075603605
11511198508.042486, 3.0634160255392477
11627498613.211584, 4.348497328112807
11666525843.34724, 2.9624742689791614
11705684066.806849, 1.6577032470167579
11784395253.868721, 2.3075728863624354
12023718686.159966, 5.8782810994112396
11983496563.263002, 3.703609092020832
12601212087.738358, 5.8046977616611715
12771247613.911442, 2.929378203694509
12857123847.561314, 3.9544801950190793
12857123847.561314, 1.6973819343238996
12943577528.906887, 2.4880249007255055
13030612540.813387, 6.086625502774523
13206442218.491043, 4.623449428358016
13206442218.491043, 2.1518467994551966
13295244781.241709, 4.96450657770561
13339869734.126917, 7.6093621406925624
13565251306.451714, 3.4584685657480465
13565251306.451714, 1.9515239351231963
13656466567.946068, 2.4637350009584744
14027502478.522295, 4.335751634494579
14027502478.522295, 3.7395167466000507
14121826002.486982, 3.976331727240319
14216783775.29147, 4.57185614741597
14312380061.74245, 5.176487448490359
14408619155.323969, 3.0886439962979697
14505505378.390131, 5.481276258735389
14505505378.390131, 3.739420544230684
14800090485.176588, 4.984925855733225
14800090485.176588, 2.365863290448431
14999796763.869078, 4.9226520287885185
14999796763.869078, 1.9595607386351603
15050142976.736147, 3.5019044622946773
15050142976.736147, 3.3676960101367697
15304420188.988985, 10.53243606524072
15407329944.069906, 3.9871796397138604
15407329944.069906, 2.5796203352444276
15510931683.398455, 4.720677259870779
15825935493.822012, 4.590660433464374
15932352014.375105, 6.700881705271044
16039484099.316225, 3.697616080212586
16147336560.232878, 6.766597358187656
16255914241.06644, 4.192454060429296
16255914241.06644, 3.12739493195756
16365222018.329847, 3.306932777016869
16475264801.326742, 3.2293793288341894
16697575187.012743, 8.626296085307406
16697575187.012743, 8.011242971786615
16697575187.012743, 5.3298173849127775
16697575187.012743, 2.365644187658361
16809852774.253586, 4.571268102496694
16809852774.253586, 3.506497595190078
16922885336.780087, 4.99137424708991
16866274367.116444, 3.6411428495484763
17093860873.606857, 6.434739283485589
17151235728.2006, 5.667254962435566
17151235728.2006, 5.226580998870251
17208803159.179676, 8.895062120133407
17266563812.919098, 5.434841236954388
17324518337.963196, 6.7662318023105215
17499551659.06356, 3.7128818812367417
17735683346.509583, 4.01466661509495
17854941365.228523, 12.538415737001174
17854941365.228523, 4.532938754405362
17975001296.946934, 4.186283851143989
18340046673.748318, 7.346645198709781
18401604300.719147, 5.67486337928353
18587519652.101337, 4.520164085003199
18587519652.101337, 2.382013837750669
18649907912.142868, 5.534020306756193
18775313346.11685, 3.6510199697550614
19028659632.302998, 3.8284050596510992
19220910258.066914, 4.0144187455363864
19220910258.066914, 2.5900038947814643
19480269244.05178, 6.336071090885403
19415103233.098686, 4.83993629561498
19545653982.092445, 5.6904622049685925
19611258181.369255, 3.575261863077451
19875884360.22955, 6.362557251756601
20009533486.83928, 5.284638266940027
20144081294.922573, 3.9366003291666556
20279533827.379967, 2.7044086571895916
20415897167.745594, 3.6406089536265798
20830513486.888992, 2.9860565577105556
20970581716.503242, 3.1355234907992813
21253550043.001934, 5.225720524816811
21540336626.661247, 5.03944306483129
21540336626.661247, 2.8120537513476993
21757963263.30627, 6.469563781134409
21757963263.30627, 4.0477908442945045
21830992989.458664, 3.3855821179371266
21977788628.49469, 5.818437690539325
22125571348.58793, 4.873339649904402
22125571348.58793, 4.256306195721848
22274347787.05408, 3.525365755653549
22424124625.83957, 3.4187493945683376
22574908591.821472, 4.098839097799503
22574908591.821472, 2.3258162847160313
22726706457.109436, 5.254704779447565
22726706457.109436, 3.0235981892581725
22802987730.720535, 5.088694773161306
22879525039.350033, 4.8528530722705945
22879525039.350033, 2.651834338464138
23033371202.033146, 3.192701812992057
23188251854.800022, 4.839276420455685
23188251854.800022, 3.8118306412594616
23344173953.753437, 8.56410580088315
23344173953.753437, 2.7421209716353427
23501144501.770287, 7.659316976653273
23501144501.770287, 5.441143684214885
23501144501.770287, 4.041906329297301
23501144501.770287, 3.9636978303281434
23659170548.816296, 4.469148461555586
23818259192.262466, 5.634284480158469
23818259192.262466, 3.1004064212060456
23818259192.262466, 2.255396230897911
23978417577.203644, 3.655432502934942
23978417577.203644, 2.421769632635869
24301972392.498363, 2.99823037789913
24465383354.56112, 6.423996342293324
24465383354.56112, 4.907087156508636
24629893122.18957, 3.5448278628476135
24795509083.955692, 7.212883668546353
24795509083.955692, 5.433331413532525
24962238678.113785, 3.287457164644697
25130089392.93436, 4.845735858672465
25130089392.93436, 4.075685178366695
25299068767.040226, 5.088288959511639
25640443901.39564, 4.60178713527679
25640443901.39564, 4.179305508355457
25640443901.39564, 3.7534681792236126
25986425410.137188, 2.8471880149265654
26161162946.179874, 5.217600063451312
26337075449.76879, 7.072991094015413
26337075449.76879, 5.003626653598505
26514170821.603382, 5.720979063900236
26692457015.508854, 6.541175774184986
26692457015.508854, 5.990597546732367
26692457015.508854, 5.899331542022414
26871942038.793198, 5.210215981829307
26962136628.448822, 5.116524118199617
27052633952.607014, 4.267544617583138
27052633952.607014, 4.196667952318365
27234540872.3058, 11.511408275470073
27234540872.3058, 7.313728971249581
27234540872.3058, 4.382199557128835
27417670967.81421, 4.8454117471784075
27417670967.81421, 4.150029316862855
27417670967.81421, 4.0925118573999795
27417670967.81421, 3.4182217264297083
27787633641.007416, 6.568417928328079
27787633641.007416, 6.387609251171759
27787633641.007416, 5.501527717592078
28162588436.97126, 6.763708264904049
28351958896.139565, 5.486108064713832
28638404812.180878, 5.144929191070711
29024839561.24258, 3.5197336078960997
29318083734.829624, 5.657021971993553
29318083734.829624, 5.478315796334852
29318083734.829624, 3.81114425527794
29515223958.32938, 2.8990337689589847
30317130362.358093, 6.440892089120568
30215712541.869644, 4.52478884588532
30623430826.823547, 7.907561536840319
30726217137.2915, 6.159502776995139
30726217137.2915, 2.5746577795294048
30932825910.51617, 5.5628394666961976
30932825910.51617, 4.437156948979313
31350220625.650993, 6.906228475444879
31350220625.650993, 3.9794478595832525
31773247491.84549, 7.896309609770841
31986896691.039707, 3.408290404923281
32201982507.008087, 4.351166255173829
32418514599.82795, 6.734720491944554
32855956581.54787, 6.458496849920935
32746045799.533195, 3.460956263798442
33523211890.871166, 5.735937266583057
33748628174.703686, 6.613427318348265
33975560199.366238, 6.458330699388228
33975560199.366238, 5.394243702238643
33861904084.024532, 5.36422756060622
33975560199.366238, 5.245756489837888
34204018156.980957, 4.029478715469645
34204018156.980957, 3.480214994799488
34434012308.203415, 5.735819216639695
34665552982.683716, 4.784068419835336
34898650579.53075, 6.368690190461322
34898650579.53075, 4.9332125520989445
35369558486.858086, 6.073478682644563
35369558486.858086, 5.439436195879741
35251239124.487495, 3.979089559273799
35369558486.858086, 2.334769748859308
35488274983.39627, 5.816297569113956
35846820630.05101, 3.460715871436556
36087861289.2798, 6.781323027734921
36330522750.53176, 4.953757992460802
36330522750.53176, 4.53679453071097
36820751746.680695, 6.696573383017162
36820751746.680695, 5.695639588369503
36820751746.680695, 5.016322082404074
37068341299.06833, 4.455155051571569
37317595689.44946, 6.412957864884455
37317595689.44946, 3.200440185621443
37568526112.50287, 6.771656241221521
37568526112.50287, 4.9191832826662445
37442850694.29002, 3.679770900237897
37821143838.18241, 8.803260895447744
37821143838.18241, 6.341689037459908
37821143838.18241, 5.348821185705161
38075460212.223526, 6.056206678259443
38331486656.652466, 8.71758621173227
38331486656.652466, 6.828493976485874
38331486656.652466, 6.566795915610371
38203258958.76879, 5.333870703819654
38589234670.29899, 5.930678629699007
38589234670.29899, 4.844140442186913
38848715829.31313, 8.889503136576415
38848715829.31313, 4.381004703590593
39109941787.685394, 4.790306280717543
39109941787.685394, 4.658443638717445
39109941787.685394, 3.6337174929131932
39372924277.7699, 7.321871184631812
39372924277.7699, 7.0216378927553205
39637675110.810936, 6.743085422437928
39637675110.810936, 4.102790013752422
40172529448.3792, 5.065230544083176
40442656974.64042, 6.306060164234334
40714600888.40439, 7.28092276086977
40714600888.40439, 6.236011403781953
40988373403.396835, 4.000902095551364
40851257804.18744, 2.7678520884321425
41263986815.47115, 7.817973034584252
41263986815.47115, 5.530647180661487
41541453503.160355, 5.0792581716704355
41820785928.23265, 10.248901852154814
42101996636.251495, 5.179424711370141
42385098257.13936, 6.218437157054266
42243310289.906, 5.623951868814934
42670103505.744675, 4.9669913135664645
42670103505.744675, 4.0513485943391965
42813323987.19378, 3.2906852399314266
43245876173.55982, 8.095274357770949
43245876173.55982, 5.266790557419863
43536669452.254745, 9.624727546340397
43391029212.74642, 4.836948900315737
44124135201.31101, 6.972199936388746
44420834056.3249, 3.445688977320608
44719527969.37577, 7.719910351615492
45020230355.60345, 6.630446008994642
45322954720.353645, 4.783083913418382
45934523861.47583, 6.89457421147797
45934523861.47583, 4.504434667727849
45780862243.785416, 4.00056244736388
46243396105.047745, 8.51196075185984
46243396105.047745, 6.3851119386698745
46088701238.18855, 5.815130561957011
46243396105.047745, 4.090869743518084
46398610198.9886, 6.913792520386518
46398610198.9886, 5.59224029116415
46554345262.77568, 4.8502070685531
46554345262.77568, 4.259817074422873
46867385300.21479, 4.3681637290012825
46710603045.02308, 4.09083817086319
47499794346.61383, 7.149167056115087
47819191758.74978, 4.236015342850395
47819191758.74978, 3.9066315965339715
48302319299.87906, 5.946231009687541
48464444086.483, 5.5842541777493295
48790327982.08189, 6.029754688961984
49118403181.33486, 6.105939626702907
49781186528.807396, 7.527769478643267
49781186528.807396, 6.574647813136454
49781186528.807396, 6.501648989083878
49781186528.807396, 5.929519181367238
50452913199.70323, 3.8955818902330135
50452913199.70323, 3.7254302756185633
50622256367.99432, 6.798511418504026
51133703871.517006, 6.648329418519094
50962649792.909485, 5.258782147825078
51133703871.517006, 4.6186465932233745
51650318638.76196, 7.517057970073277
52522968091.709785, 7.020084559247844
52522968091.709785, 5.00796010403055
52876142254.18648, 6.620381127090176
52876142254.18648, 4.696529143836134
52876142254.18648, 3.939178591859527
53231691225.12456, 4.809266661087301
53949977574.368706, 7.02974427954322
54312747212.82848, 9.01212025713356
54677956181.506836, 5.622837920147449
55045620882.912025, 2.7061102813660303
55477688843.83391, 7.565761258549315
55415757829.84539, 6.53750830555096
55230379289.308784, 6.483009229968998
55230379289.308784, 6.113916780481289
55415757829.84539, 6.037585712871815
55788383646.143394, 6.7037870780451945
55788383646.143394, 6.23450355386733
55975635105.798096, 7.600988220459189
56163515067.42469, 5.049812416953649
57689435469.347336, 7.422597874062966
58077349915.08234, 4.447408139388167
57883067732.77376, 3.69913364584333
58467872769.37578, 5.685677132643006
58467872769.37578, 4.689617066252378
58272284197.70029, 3.6275389311263906
58467872769.37578, 3.317562914468405
58861021571.64953, 7.611310202769499
58861021571.64953, 5.099204822313408
58861021571.64953, 2.9341222988790383
59256813979.26427, 9.176509381224069
59256813979.26427, 7.804900674618645
59256813979.26427, 6.883612520483895
59655267768.312035, 10.849504343899813
60056400834.41412, 5.903893917604656
60056400834.41412, 5.41450790245246
60056400834.41412, 4.715773424551647
60460231193.525276, 7.422330541402795
60460231193.525276, 5.66968300266451
62520481468.40025, 5.749218618026944
62940880761.93765, 7.600303845006201
62730328942.87682, 5.978319443769454
62730328942.87682, 3.7613753106996555
63364106898.16519, 9.475365460946481
64219115859.35903, 4.361016829677928
64650937085.05634, 8.115396487960876
65085661956.63051, 4.862513234219318
65085661956.63051, 4.663125902990807
65963900867.30572, 5.141634493709499
66407454350.45671, 4.55372045657551
66853990369.355995, 5.309303273703593
66853990369.355995, 4.768328338728199
67303528979.125916, 8.75038001668965
67303528979.125916, 8.092525782483024
67303528979.125916, 5.228389800667399
67529430559.66238, 6.18160799827318
67756090369.74315, 5.063198128373397
68211694866.94608, 6.921400462040222
68211694866.94608, 4.0273438186783315
67983510954.334816, 3.497852724644553
68900852236.7235, 10.3311244021812
69132115168.35123, 4.768205669272443
69596972311.08148, 5.543881043167789
70064955239.31131, 5.206383872670599
70300125435.71698, 6.356389337376943
70536084971.40144, 5.613898164058116
71010382667.04343, 8.532943006264379
71248726152.47878, 5.813186070346398
71487869628.21043, 4.94427905798642
71968567300.1147, 6.027955533444159
72452497272.16997, 8.652734130961624
72452497272.16997, 6.554432801352965
72939681278.96068, 4.409550095552517
73430141201.21887, 6.758733563571287
73184500377.37457, 5.6215795683048375
73923899066.80643, 3.8190844617862707
74670768059.63712, 7.946389935222674
74921397481.01257, 6.303075819286583
74670768059.63712, 6.010983091044446
74921397481.01257, 4.7679112754540505
75425182829.94325, 4.9926135493144495
75932355724.83952, 5.590125843626799
76442938944.188, 6.4273438324904255
76187219614.33095, 6.010890307859325
76442938944.188, 5.301352965413208
76442938944.188, 4.957844174851359
76442938944.188, 4.540536774467967
76187219614.33095, 3.5171267504823884
76699516585.66237, 5.141039291618714
77215258336.68471, 5.271799462436263
77561011369.48135, 4.546827497134042
77995380637.49825, 4.747843469452022
78519836018.34424, 7.946083295351193
78257168986.90323, 4.546796304532852
78257168986.90323, 4.508880937280636
79047817934.27827, 7.483204952766282
79047817934.27827, 6.086695966805084
79047817934.27827, 4.299889284369557
79846454977.39046, 7.49359832259669
79846454977.39046, 5.7803182404147915
80383357324.83875, 8.080137556940405
80653160821.68272, 5.162410428860252
81195487608.59578, 8.603811459225618
81468016987.98273, 7.641338029684989
82291105820.73952, 6.720519595769068
82291105820.73952, 6.052624263085373
82844446453.1039, 5.985390710586497
83401507850.33588, 5.60534754011579
83401507850.33588, 5.383007830897482
83962315031.54701, 7.106258824239805
83962315031.54701, 4.043596405411705
84526893184.08199, 6.959001967983042
84526893184.08199, 6.758003321203531
84526893184.08199, 6.399995217977315
85095267664.65056, 6.328903011394334
85667464000.4657, 5.147782330139928
86243507890.38936, 6.47175280293541
86243507890.38936, 4.305606598304268
