# log_{10}(Mstar/Msun)   log_{10}(med(R50)/kpc)
9.18278366505 -0.169461528844
8.9416009379 0.136138429216
9.8303494957 0.342977159891
9.22058074686 0.50966075867
10.6728907722 0.414367951348
9.92798944046 0.592552912274
8.81589864694 0.474376283497
10.0788175267 0.49113696238
10.7018549494 0.408980560239
9.55769790683 0.289787207924
10.7073472171 0.647166044551
9.57067985674 0.438771395389
10.2191515776 -0.193513359566
8.90226821121 0.50220609417
9.52289653476 0.299857074429
10.1794167139 0.543199410268
9.71876127973 0.140326702789
10.3719419089 -0.0360853178005
10.5646901991 0.49826896123
9.94285009105 0.0454629017884
7.96388754304 0.0390880521612
8.016848172 -0.386773160065
9.10420163888 0.1498336955
10.1208318766 0.15060666738
9.37917453527 0.354742338056
9.36064609035 0.543968150762
9.65970355315 -0.823817731105
9.33749817628 0.176907230475
9.79116802024 0.0693280745899
10.2958465767 0.127016688603
9.12917691059 0.221955940316
10.5742319345 0.369792566143
10.5652732146 0.602761393897
9.84663108743 -0.530042430748
10.9786698641 0.679434123815
9.34668464819 0.237684838408
9.27539401713 0.130536664458
9.26592257089 0.565087431627
9.44298771277 0.25673240847
8.94949728231 0.62602598321
8.86691006371 0.161590703386
11.1711091948 0.761806212965
9.68704827412 0.112568140103
9.31008654925 0.359543309599
9.16877974371 0.134619078114
9.32956112259 0.200155010221
9.38580730945 -0.174178027168
10.3386477462 0.323994814358
8.80801710019 -0.0880845357834
9.36531428867 0.33948777665
9.83028590487 0.462863720443
8.85195375538 1.27117088448
8.73702393261 0.0179430132318
9.21204650358 0.014507969582
9.15242503631 -0.354899616944
10.900731463 0.649214342454
10.8833111105 0.343019132682
10.5186213861 0.0825769712318
8.66637890923 0.0634718983587
8.94539570996 0.304532758316
7.73856296377 -0.20102873468
9.45651729546 0.488004149844
9.16952966982 -0.112696739352
8.59091255576 0.199821730833
10.9375374779 0.437485731406
9.32229245778 0.234775407296
11.1515808737 0.607989119954
9.69266830347 0.0262469944935
10.2756056987 0.289445089148
9.79444439168 0.158261679431
10.2884206631 0.715664562509
10.7299797037 0.551128852564
8.6315802506 -0.134370010726
9.89066065281 -0.212772310965
9.33735883787 0.128102658317
9.84311255494 0.626340640904
8.97162731716 -0.102307688769
8.93402982693 0.141597382207
11.0994256923 0.613495854426
10.9614470791 0.924327156066
10.9853724461 0.400615851255
9.36910788316 -0.418672589761
10.726270777 0.0757820846481
