# log_{10}(Mstar/Msun)   log_{10}(med(R50)/kpc)
9.18278366505 -0.146822297357
8.9416009379 -0.0149985613128
9.8303494957 0.398395092241
9.22058074686 0.503020361886
10.6728907722 0.462030757177
9.92798944046 0.617285101867
8.81589864694 0.356096268805
10.0788175267 0.516979810776
10.7018549494 0.489181553425
9.55769790683 0.379812595014
10.7073472171 0.630132931603
9.57067985674 0.484233116338
10.2191515776 -0.150857959674
8.90226821121 0.502691833258
9.52289653476 0.334793098826
10.1794167139 0.692416774279
9.71876127973 0.164056661425
10.3719419089 -0.00295025304898
10.5646901991 0.701888176371
9.94285009105 0.201535157183
7.96388754304 0.0408426882758
8.016848172 -0.207721430194
9.10420163888 0.258658264524
10.1208318766 0.290564831816
9.37917453527 0.356628557739
9.36064609035 0.45612201686
9.65970355315 -0.120241064394
9.33749817628 0.273091112908
9.79116802024 0.028256118205
10.2958465767 0.11545333781
9.12917691059 0.0861480367969
10.5742319345 0.613794222029
10.5652732146 0.654517753139
9.84663108743 -0.0156187783482
10.9786698641 0.790237324745
9.34668464819 0.26663926823
9.27539401713 0.124909355205
9.26592257089 0.580675633009
9.44298771277 0.370131070517
8.94949728231 0.488088308334
8.86691006371 0.233485365092
11.1711091948 0.797347399786
9.68704827412 0.222541003686
9.31008654925 0.354433559804
9.16877974371 0.16737610223
9.32956112259 0.232411604171
9.38580730945 0.129241769126
10.3386477462 0.528917716449
8.80801710019 -0.0108203236878
9.36531428867 0.364793913981
9.83028590487 0.518389042678
8.85195375538 0.321301485247
8.73702393261 0.127944826894
9.21204650358 0.0632967401318
9.15242503631 -0.349979101311
10.900731463 0.596489507024
10.8833111105 0.466988013395
10.5186213861 0.471084393492
8.66637890923 0.0721274542558
8.94539570996 0.355569009286
7.73856296377 -0.105524799505
9.45651729546 0.549519995264
9.16952966982 0.268434822997
8.59091255576 0.16959879537
10.9375374779 0.458788114828
9.32229245778 0.241057791865
11.1515808737 0.766973557398
9.69266830347 0.0775502164726
10.2756056987 0.330272524957
9.79444439168 0.18596011998
10.2884206631 0.750439748386
10.7299797037 0.53208939391
8.6315802506 -0.156455612512
9.89066065281 -0.0316865195833
9.33735883787 0.171938083388
9.84311255494 0.645834293175
8.97162731716 0.0239861493118
8.93402982693 0.175791435791
11.0994256923 0.775931295188
10.9614470791 1.18289447821
10.9853724461 0.398725519229
9.36910788316 -0.424220782088
10.726270777 0.189331318124
8.58245809276 -0.286233609595
10.6482018158 0.569861733473
9.68055859397 0.312532708732
9.33327269658 0.0868310791602
9.93888316261 0.511194290128
9.16277776476 -0.234047779974
9.99163425639 0.539097734506
8.97606627732 0.222713153712
8.66769831362 0.141744371289
10.5855302815 0.615551526364
10.2541038498 0.111238468509
8.88779414911 0.325638624348
10.3846057953 0.61881913075
9.67284295388 0.120490425555
10.2864521595 0.372351450821
10.313369176 0.169241329541
11.0760591383 0.809831767827
10.6623667179 0.175397530306
10.4527181128 0.602643192956
10.0563449929 -0.143803400757
9.46717553258 0.120008375917
9.48564903134 0.211635112865
10.9880542781 0.577342281104
9.93702270732 0.394035619131
9.7416410413 0.181787745647
9.42110128518 0.575959209567
10.5648120127 0.452433556449
10.543951295 0.248240577478
8.49087788102 0.321627731402
9.18949668512 0.231867733707
8.99002271309 0.361784024096
7.71802724501 -0.00805369146938
10.3494378355 0.491983047741
10.0254335055 0.437616640274
9.92187429206 0.539557619183
10.9625137682 0.498045476637
9.98348347032 0.624359446053
8.90846661987 0.0391122520229
9.5061916286 0.261663718999
10.8736564277 0.326762244795
10.1315634421 0.409273819382
7.85971683387 -0.300499280834
8.83335484945 0.559660239381
9.78468746932 0.549535634811
9.9119726923 0.420802237702
9.47599132341 0.428245317127
9.55468896906 0.40196049955
10.4681907665 0.315240346109
10.9791340141 0.928643161001
10.1307147692 -0.00776703534013
9.22453638135 0.156862310728
9.20169696254 0.184297559218
9.86068291805 0.519788877101
8.9470807922 0.633989803564
9.50224353438 0.483801799852
9.09601972385 -0.0985419693335
9.33083834934 0.499105386924
8.54108436627 -0.0591657997901
10.4786746667 0.22138484197
9.27534207573 0.522018975043
10.5980804638 0.473683678584
10.9149055053 0.391445891034
10.451818723 0.530054846999
10.2517881559 -2.93307493618
8.83035331935 -0.363978853411
9.58520056117 -0.063890693319
9.48488110563 0.339054328208
10.7807687627 0.369302743749
9.34966698143 0.550056599162
9.53593790029 0.301739682905
10.4035106358 0.0720890533521
8.67145907784 -0.188842750893
9.57753818583 0.0890724003983
9.47467676586 0.264930035018
8.70512462382 0.14318499336
9.61247925647 -0.301483612457
9.49409981427 0.214968064741
10.1378449779 0.646010216332
9.01860418926 -0.0326221508996
7.60998550973 0.616918474996
9.08550070811 0.134707633829
10.6661736532 0.726472538153
9.57802046723 -0.397497559331
8.63625485323 -0.0787095018719
9.88217572368 0.247517080989
9.69234059489 0.118710560782
10.1495697562 0.0935846969099
8.40320903933 0.215537874521
9.16177856945 -0.0167606052881
8.93841048279 0.366489597028
10.134898759 0.480017673299
10.928928695 0.518530275737
10.3836604437 0.439561514218
10.7192531595 0.680612146645
8.71856870041 0.277596022827
