# downloaded from http://dustpedia.astro.noa.gr
# name,RA,DEC,dist_best,vhelio,HIflux,HIfluxerr,MHI,MHIerr,logMHI,logMHI_err,HI_ref,Flag
NGC1566,65.0016,-54.93781,6.13762156115,1500.52701873,154.0,3.05,1.3690929604633563E9,2.7115152788397644E7,9.136432937429547,0.008602411687704148,Meyer2004,0.0
NGC1569,67.7049,64.84816,3.2062696343,-94.9068354059,84.0,4.2,2.0379399032234627E8,1.018969951611734E7,8.309191372956347,0.021732846890545332,Wong2006,0.0
NGC1617,67.9149,-54.60201,13.4,1064.95459519,6.3,0.0,2.66969808E8,0.0,8.426462149153304,0.0,Huchtmeier1989_u...,1.0
NGC1705,73.5564,-53.36097,5.72796524048,627.384132999,14.8,0.719973286,1.145973212687826E8,5574797.970316432,8.059174466045132,0.02114374529691343,Meyer2004,0.0
NGC1800,76.6071,-31.95411,7.71,800.21447537,12.300000000000002,0.36700000000000005,1.7255433348000002E8,5148572.389200018,8.236925870511417,0.012962064962462883,Meyer2004,0.0
NGC1808,76.9263,-37.51296,12.3026920306,1001.0173587,57.20000000000001,5.200000000000001,2.0431880362121885E9,1.857443669283819E8,9.310308336936643,0.039590623023812554,Huchtmeier1989,0.0
NGC1924,82.0083,-5.31064,30.4789308884,2538.50809228,10.61,1.11,2.3260917725529346E9,2.4335173115304118E8,9.366626845184811,0.04560200319661156,Springob2005,0.0
NGC2110,88.04745,-7.45607,35.6,2309.73266798,nan,nan,nan,nan,nan,nan,nan,
NGC2146,94.6569,78.35693,26.6685939069,895.121310775,73.3656735973,nan,1.2314170112296686E10,nan,10.090405148794316,nan,Bettoni2003,0.0
NGC2207,94.09185,-21.37271,26.5,2745.30509153,45.0,4.3,7.457895E9,7.126433000000043E8,9.872616264619063,0.04162625502600559,Huchtmeier1989,0.0
NGC2273,102.53655,60.84584,30.4789308884,1846.18770347,10.6,0.6,2.323899414614619E9,1.3154147629894087E8,9.366217326548242,0.02460901133509097,Huchtmeier1989,0.0
NGC2403,114.2142,65.60242,3.2062696343,140.861724129,1050.0,52.7,2.5474248790293283E9,1.278564677379486E8,9.406101385964403,0.02181577776701804,Wong2006,0.0
NGC2480,119.2935,23.77976,35.0491534681,2339.70324758,1.3,nan,3.768863611291749E8,nan,8.576210421361745,nan,Huchtmeier1989,0.0
NGC2481,119.30715,23.76767,32.4959038777,2179.86015638,1.25,nan,3.115152118044718E8,nan,8.49347925883287,nan,Huchtmeier1989,0.0
NGC2549,124.74315,57.80308,12.5314131803,1074.94478839,5.2,0.0,1.9271496735771063E8,0.0,8.2849154457838,0.0,Huchtmeier1989_u...,1.0
NGC2577,125.6811,22.55303,36.9,2109.92880397,0.285168352255,nan,9.16359869068876E7,nan,7.962066061504299,nan,Bettoni2003,0.0
NGC2592,126.7836,25.97033,25.4682826161,2043.99352885,3.794999957084656,0.0,5.809290565257831E8,0.0,8.764123099273988,0.0,Springob2005_uplim,1.0
NGC2655,133.9101,78.22342,9.41889546883,1383.64175829,33.099999999999994,3.599999999999999,6.930107173169129E8,7.537276683809356E7,8.8407399509691,0.047422024136963614,Huchtmeier1989,0.0
NGC2679,132.88725,30.86535,30.5,2033.00431633,4.6499998569488525,0.0,1.0208563185946941E9,0.0,9.008964621193131,0.0,Springob2005_uplim,1.0
NGC2685,133.89465,58.7341,13.27,876.139943694,38.366960129481825,0.0,1.5944512285188198E9,0.0,9.202611239471674,0.0,Huchtmeier1989_u...,1.0
NGC2764,137.0727,21.44324,37.4,2716.33353125,4.6000000000000005,nan,1.518493856E9,nan,9.18141303905264,nan,Huchtmeier1989,0.0
NGC2768,137.9061,60.03725,22.1819497799,1396.62900945,0.17600036621093695,nan,2.043737011068053E7,nan,7.310425009862761,nan,Huchtmeier1995,0.0
NGC2778,138.1017,35.02742,22.6986457276,2028.00921973,nan,nan,nan,nan,nan,nan,nan,
NGC2787,139.82685,69.20331,7.41310045958,696.316466083,15.100000000000001,1.8000000000000003,1.958342825991435E8,2.3344484018441014E7,8.291888721381067,0.05201753182329316,Huchtmeier1989,0.0
NGC2798,139.34505,41.99907,26.37,1738.29361691,8.5,1.2,1.3949260614E9,1.9693073808000052E8,9.144551188271267,0.0617244370728951,Huchtmeier1989,0.0
NGC2799,139.3791,41.99416,27.4,1857.176916,15.910719266200003,nan,2.8190510567249856E9,nan,9.450102941587502,nan,Casasola2004,0.0
NGC2841,140.51025,50.97683,16.3681557253,635.376287559,183.0,9.15,1.1570778745557222E10,5.785389372778615E8,10.06336258916065,0.02173284689054622,Wong2006,0.0
NGC2853,140.82225,40.20008,28.2,1781.25144767,0.6120000457763667,nan,1.1485811227115469E8,nan,8.060161674238739,nan,vanDriel2016,0.0
NGC2859,141.07725,34.51336,21.76,1684.34657362,2.5199999809265137,0.159999996,2.8159849054062504E8,1.7879268976367258E7,8.449630322516827,0.027611395120063165,Haynes2018,0.0
NGC2907,142.9026,-16.73466,28.2,2067.96999253,6.1000000000000005,0.7500000000000001,1.144827504E9,1.4075748000000045E8,9.058740054619594,0.05366839473559892,Huchtmeier1989,0.0
NGC2915,141.5493,-76.62644,4.28548490284,464.543983829,86.19999999999999,5.999999999999999,3.736106157579589E8,2.600537928709701E7,8.572419207760417,0.030278276384732017,Huchtmeier1989,0.0
NGC2950,145.64625,58.85119,14.7910864801,1327.69667636,1.7909098450599998,0.0,9.246681089916043E7,0.0,7.965985879443638,0.0,Bettoni2003_uplim,1.0
NGC2974,145.6386,-3.69876,21.2813938245,1889.14553424,6.000000000000001,1.0000000000000002,6.41303175928669E8,1.0688386265477856E8,8.807063390681124,0.0730640178391182,Huchtmeier1989,0.0
NGC2976,146.8146,67.91626,3.58096355322,4.99509660031,45.39999999999999,2.2699999999999996,1.3739396519310373E8,6869698.259655214,8.137967657462303,0.021732846890544444,Wong2006,0.0
NGC2992,146.4252,-14.32638,31.6,2307.73462934,27.099999999999994,3.799999999999999,6.386390336E9,8.955086080000046E8,9.805255459081318,0.061301279199408754,Huchtmeier1989,0.0
NGC2993,146.4513,-14.36838,30.5,2419.62479319,50.87783085310001,nan,1.1169668107658722E10,nan,10.04804026880461,nan,Casasola2004,0.0
NGC3031,148.88805,69.06544,3.59749527911,-37.9627341624,1170.0,58.5,3.573537386842357E9,1.7867686934211853E8,9.553098330109885,0.021732846890545332,Wong2006,0.0
NGC3034,148.968,69.67977,3.61409935653,230.773462934,325.99999999999994,0.9899999999999999,1.0049160405268654E9,3051738.896078532,9.002129778513652,0.0013188737999794142,Lang2003,0.0
NGC3049,148.70685,9.27136,17.8648697856,1476.55055505,13.59000015258789,0.100000001,1.0236021152181617E9,7532024.4222080065,9.010131174662027,0.0031957492427823198,Haynes2018,0.0
NGC3073,150.2169,55.61892,33.4194802254,1200.82122271,1.8,0.2,4.74442832546051E8,5.271587028289487E7,8.676183890092043,0.04845500650402901,Huchtmeier1989,0.0
NGC3077,150.82845,68.734,3.85478327193,-7.9921545605,256.0,12.8,8.977427357076788E8,4.4887136785383955E7,8.953151899618401,0.021732846890545332,Wong2006,0.0
NGC3079,150.49095,55.67982,16.5196155155,1121.89869643,97.50000000000001,0.5000000000000001,6.279376002906611E9,3.2201928220033932E7,9.797916488966681,0.0022271707131249485,Huchtmeier1989,0.0
NGC3081,149.87295,-22.82636,26.5,2360.68265331,17.7,2.2,2.9334387E9,3.6460820000000185E8,9.467377017205527,0.05426068911970727,Huchtmeier1989,0.0
NGC3147,154.2237,73.40073,49.659243486,2811.24036665,23.0,0.95,1.3385667636430754E10,5.528862719395329E8,10.126640037352367,0.017948461973362306,Lang2003,0.0
NGC3155,154.41615,74.34739,48.5288355233,2941.11287826,11.5,0.79,6.391599938849727E9,4.3907512623402494E8,9.805609583923683,0.029881206027298823,Lang2003,0.0
NGC3182,154.8876,58.20579,34.3801201529,2098.93959145,1.6,0.9,4.463204290684326E8,2.5105524135099426E8,8.649646765909846,0.2764209843288903,Theureau1998,0.0
NGC3184,154.5708,41.42436,11.6412598851,591.419437477,105.00000000000003,5.250000000000001,3.3581591278342257E9,1.6790795639171156E8,9.526101271522974,0.021732846890545332,Wong2006,0.0
NGC3185,154.41075,21.68832,24.2102806852,1235.78689892,3.5799999237060547,0.079999998,4.9521600169693273E8,1.1066279356013866E7,8.694794669405438,0.009706520511963745,Haynes2018,0.0
NGC3187,154.4493,21.87333,35.17,1580.44856434,11.1899995803833,0.090000003,3.2665311937834992E9,2.627237087997029E7,9.514086809846619,0.0034930607001335545,Haynes2018,0.0
NGC3190,154.52625,21.83272,24.3220488498,1321.70256044,4.530000209808349,0.11999999699999998,6.324271966653293E8,1.6753037171878768E7,8.801010537901076,0.01150718092052383,Haynes2018,0.0
NGC3193,154.60365,21.894,33.7287213855,1368.65646848,1.5342072226899999,nan,4.119037841250707E8,nan,8.614795781801252,nan,Casasola2004,0.0
NGC3198,154.9788,45.54971,13.9958702753,661.350789881,227.00000000000003,11.4,1.0493918260524834E10,5.27007348766448E8,10.02093767705869,0.021828747276748217,Wong2006,0.0
NGC3226,155.86245,19.89836,23.3345822625,1311.71236724,6.789999961853028,nan,8.725329487422721E8,nan,8.940781835845284,nan,Boselli2014,0.0
NGC3227,155.8776,19.86498,20.3235742152,1146.87417943,17.703733506455137,0.1010487055989053,1.7257466618572156E9,9850152.068963671,9.236977041997532,0.00247887667436153,Haynes2018,3.0
NGC3245A,156.7548,28.63939,26.5460425621,1322.70157976,7.929999828338622,0.05999999799999999,1.3188176587429936E9,9978443.817001376,9.120184753638915,0.0032860234751472817,Haynes2018,0.0
NGC3252,158.59635,73.76502,20.2302026262,1140.88006351,9.18,0.98,8.866559842387216E8,9.465390681415564E7,8.947755149564648,0.04653992778209126,Lang2003,0.0
NGC3254,157.33425,29.49219,36.3078006933,1370.65450712,41.598422955973845,0.12740711054211404,1.2941623314277397E10,3.96374362150272E7,10.11198875486561,0.001330155671702471,Haynes2018,3.0
NGC3256,156.96375,-43.90376,37.4,2797.25409617,24.770000000000003,nan,8.1767593072E9,nan,9.912581213956903,nan,Courtois2009,0.0
NGC3277,158.2311,28.51167,25.0,1412.61331857,3.2200000286102295,0.079999998,4.7495000422000885E8,1.1799999736249467E7,8.67664789586879,0.010792145565084788,Haynes2018,0.0
NGC3283,157.79835,-46.2513,37.8,2842.20996558,nan,nan,nan,nan,nan,nan,nan,
NGC3287,158.697,21.64829,13.9958702753,1286.73688424,8.069999694824219,0.079999998,3.7306571436099434E8,3698297.1016625524,8.571785338164323,0.004305414779576466,Haynes2018,0.0
NGC3294,159.06765,37.32462,30.0607413747,1567.46131318,17.700000000000003,1.8285122950000003,3.7747191440641994E9,3.8995030318417E8,9.576884643721305,0.045025761244216866,Springob2005,0.0
NGC3301,159.2334,21.88214,25.15,1336.68785024,0.7200000000000001,0.11414633900000001,1.074782232E8,1.703923027294389E7,8.031320478185267,0.06943725630433173,Springob2005,0.0
NGC3338,160.5315,13.7469,23.3345822625,1295.72805812,145.68332135256605,0.16549135480064098,1.8720691999478672E10,2.1266076710467402E7,10.272321898141428,4.933441424066487E-4,Haynes2018,3.0
NGC3346,160.91205,14.87179,22.4,1255.76728532,18.09000015258789,0.100000001,2.1421338804687498E9,1.1841536176452661E7,9.330846610161489,0.002400767874490839,Haynes2018,0.0
NGC3348,161.79165,72.83967,32.39,2825.22663714,3.00174150894,0.0,7.432025477918861E8,0.0,8.871107189804288,0.0,Bettoni2003_uplim,1.0
NGC3351,160.99035,11.70355,9.90831518439,777.237031008,56.09024999663865,0.12966345311329147,1.2995679876931145E9,3004202.5716791805,9.113799004812476,0.0010039574195825907,Haynes2018,3.0
NGC3353,161.3433,55.96036,18.94,941.076199498,11.7294239912,nan,9.929986032117133E8,nan,8.99694863760125,nan,Bettoni2003,0.0
NGC3364,162.1242,72.42506,42.1764063353,2727.32274377,9.08,0.66,3.8118604837550325E9,2.770735593918866E8,9.581136996834035,0.0316234326894822,Lang2003,0.0
NGC3370,161.76675,17.27369,29.7851627246,1279.743749,30.040000915527344,0.090000003,6.289438846752571E9,1.8843192458357595E7,9.798611898763163,0.0013011524860608858,Haynes2018,0.0
NGC3380,162.0507,28.60181,6.98232183288,1593.4358155,1.9600000381469727,0.05,2.2551104015281603E7,575283.2630717603,7.353167808121211,0.01108134503581093,Haynes2018,0.0
NGC3381,162.10335,34.7114,28.7411250683,1626.40345306,14.960000038146973,0.090000003,2.9164271104845657E9,1.7545350916060597E7,9.46485112669097,0.0026127658011159127,Haynes2018,0.0
NGC3395,162.45885,32.98283,25.76,1619.41031782,34.33603964752542,0.09384280724709548,5.377171920743105E9,1.4696188509329619E7,9.73055392210785,0.001186960275851412,Haynes2018,3.0
NGC3396,162.4806,32.99078,24.9,1627.40247238,24.53,4.43,3.5892874908E9,6.482080548E8,9.555008245367965,0.07930125005231048,Springob2005,0.0
NGC3403,163.47855,73.69036,26.4240833954,1260.76238192,40.599999999999994,0.9299999999999998,6.690181487383237E9,1.5324799958784327E8,9.825437899217745,0.009949865317864237,Lang2003,0.0
NGC3413,162.8364,32.76639,16.2181023981,634.377268239,15.229999542236328,0.07,9.453921014518886E8,4345203.504429254,8.975611969544861,0.001996114829277751,Haynes2018,0.0
NGC3414,162.81735,27.97483,25.0034400004,1419.60645381,1.3700000047683716,0.090000003,2.0213061557603526E8,1.3278654059416842E7,8.305632098615419,0.028571444107158506,Haynes2018,0.0
NGC3424,162.94335,32.90041,29.23,1501.52603805,16.450000762939453,0.189999997,3.3169242702166123E9,3.831097715526065E7,9.520735556113245,0.00501639005269805,Haynes2018,0.0
NGC3430,163.04775,32.95066,30.1995516882,1581.44758366,44.630001068115234,0.129999995,9.60594049495906E9,2.7980555425801694E7,9.982539892026972,0.0012650333610126907,Haynes2018,0.0
NGC3437,163.14885,22.93414,30.3389030479,1262.76042056,17.450000762939453,0.109999999,3.790593394639084E9,2.38948569008941E7,9.578707201483894,0.002737709080411932,Haynes2018,0.0
NGC3440,163.45605,57.11866,39.8107083133,1907.127882,13.500000000000002,1.8000000000000003,5.049467493551599E9,6.732623324735504E8,9.703245580731325,0.05825278453571858,Theureau1998,0.0
NGC3445,163.6488,56.98981,21.05,2012.0249106,18.299999999999997,0.29999999999999993,1.913671077E9,3.1371657000000075E7,9.28186729304391,0.007120219557305241,Huchtmeier1989,0.0
NGC3448,163.66425,54.30515,24.5,1370.65450712,55.4,0.4,7.8479086E9,5.666360000000016E7,9.8947539364276,0.003135754721666828,Huchtmeier1989,0.0
NGC3454,163.62165,17.34446,20.6063052867,1102.91732935,5.96,0.802944507,5.97253250599403E8,8.046329147892067E7,8.776158522111395,0.05886700962364255,Springob2005,0.0
NGC3455,163.62945,17.28472,27.16,1103.91634867,17.549999237060547,0.090000003,3.055263249260571E9,1.5668017966591133E7,9.485048636109081,0.0022271708984478167,Haynes2018,0.0
NGC3458,164.00625,57.11693,29.5,1768.26419651,3.5718804988999997,0.0,7.335892449835831E8,0.0,8.865452955597457,0.0,Bettoni2003_uplim,1.0
NGC3485,165.01005,14.84132,26.1742217368,1432.59370497,26.139999389648438,0.07999999799999999,4.226346796392094E9,1.2934496711884547E7,9.625965130572416,0.0013291379900755018,Haynes2018,0.0
NGC3488,165.34815,57.67763,37.8442644551,2992.06286359,8.399999999999999,1.1999999999999997,2.839170189297294E9,4.055957413281866E8,9.453191426360789,0.06246936830414995,Theureau1998,0.0
NGC3501,165.69705,17.98949,22.5943624653,1124.89575439,18.1299991607666,0.109999999,2.1842883531188946E9,1.3252715315127598E7,9.339309970068433,0.0026350237823766776,Haynes2018,0.0
NGC3504,165.79635,27.97246,33.1130743372,1537.49073358,5.010000228881836,0.059999998,1.2964290584925199E9,1.5526095452547595E7,9.112748756856869,0.005201379845964027,Haynes2018,0.0
NGC3512,166.0134,28.03625,25.0,1372.65254577,7.46999979019165,0.05,1.1018249690532684E9,7375000.1098960675,9.04211260993164,0.00290696778127586,Haynes2018,0.0
NGC3516,166.69785,72.56854,56.0,2596.45121284,1.4,0.0,1.0361343999999999E9,0.0,9.015416092660743,0.0,Huchtmeier1989_u...,1.0
NGC3521,166.45245,-0.03578,12.4165191497,799.21545605,364.68488709338027,0.3307299384360934,1.3268734201124147E10,1.2033313718335133E7,10.122829494402682,3.9385845705997014E-4,Haynes2018,3.0
NGC3526,166.7361,7.1739,19.3196943702,1416.60939585,10.4399995803833,0.090000003,9.196296980774343E8,7927842.858474778,8.963612987720005,0.003744010995546887,Haynes2018,0.0
NGC3547,167.48295,10.72052,18.9670538809,1578.4505257,8.579999923706055,0.109999999,7.284488177915844E8,9339087.440023411,8.862399042816284,0.0055681830783225195,Haynes2018,0.0
NGC3564,167.65155,-37.54751,36.05,2774.27665181,7.943285138088559,0.22253943600000003,2.4362547207867656E9,6.825422254030918E7,9.38672269366889,0.012170398708179597,Masters2014,0.0
NGC3592,168.61395,17.25999,20.5116122394,1299.7241354,3.9400000572204585,0.079999998,3.912080895769721E8,7943311.170584602,8.592407826745204,0.008819373881056691,Haynes2018,0.0
NGC3596,168.77595,14.78694,27.6694108642,1190.83102951,35.70000076293945,0.07,6.450302064151302E9,1.2647650889735026E7,9.8095800528868,8.515588844044686E-4,Haynes2018,0.0
NGC3608,169.2456,18.14854,22.6986457276,1209.81239659,0.2099999934434891,nan,2.5534724548261233E7,nan,7.4071311773348745,nan,Boselli2014,0.0
NGC3610,169.6053,58.78622,32.5087360206,1730.30146235,2.4,0.0,5.985816685609564E8,0.0,8.777123412529686,0.0,Huchtmeier1989_u...,1.0
NGC3613,169.6506,57.99992,28.8403175645,2019.01804585,9.0174819088,0.0,1.7700981939206266E9,0.0,9.247997358957864,0.0,Bettoni2003_uplim,1.0
NGC3619,169.8399,57.7578,31.97,1542.48583018,6.790000000000001,0.7050782090000001,1.6378233173960001E9,1.700726852462486E8,9.214267049793984,0.04526058420863244,Springob2005,0.0
NGC3620,169.01955,-76.21625,17.97,1772.26027379,4.83058988732984,nan,3.681360304115982E8,nan,8.566008325034732,nan,Kilborn2002,0.0
NGC3621,169.5687,-32.81398,6.69884203418,729.284103645,679.0,34.0,7.190866910065626E9,3.600728644215494E8,9.85678125082271,0.021764907608298856,Wong2006,0.0
NGC3622,170.05155,67.24166,20.6063052867,1300.72315472,10.5,0.52,1.05220790793519E9,5.210934401202864E7,9.022101561441096,0.021525526614197155,Lang2003,0.0
NGC3626,170.0157,18.35704,19.8609427189,1478.54859369,7.789999961853026,0.12999999499999998,7.251856075150665E8,1.2101941717670955E7,8.860449176230402,0.0072482057480334205,Haynes2018,0.0
NGC3627,170.0625,12.99099,11.4815347022,719.293910445,42.683903558988725,0.11596021620571706,1.3279325565428994E9,3607621.002048354,9.123176018507111,0.0011798594294845088,Haynes2018,3.0
NGC3628,170.0706,13.58876,10.8143375182,845.170344772,377.2960627337648,0.2693500597440484,1.04134375265299E10,7434108.939786704,10.017594115905311,3.1004104366871843E-4,Haynes2018,3.0
NGC3629,170.1324,26.96329,35.4813545062,1507.52015397,18.989999771118164,0.079999998,5.64205537031052E9,2.3768532120918743E7,9.751437343943119,0.0018295820816396358,Haynes2018,0.0
NGC3631,170.262,53.16994,8.74983598459,1143.87712147,50.70000076293945,nan,9.160512957560066E8,nan,8.961919793362211,nan,Boselli2014,0.0
NGC3640,170.2788,3.23479,26.7916816009,1313.71040588,12.180000305175781,0.0,2.0632851323475523E9,0.0,9.314559248743107,0.0,Boselli2014,1.0
NGC3655,170.7279,16.59003,23.1206395753,1490.53682553,14.499999999999998,0.09000000299999998,1.8292779202973175E9,1.1354139266811468E7,9.262279692399442,0.002695655646850703,Haynes2018,0.0
NGC3659,170.9391,17.81839,21.5774495879,1283.73982628,23.17000007629395,0.09000000300000001,2.5458819351107655E9,9889054.057413789,9.405838259443788,0.0016869530158478696,Haynes2018,0.0
NGC3665,171.1818,38.76279,26.26,1989.04746624,4.740000128746034,0.0,7.714002938164737E8,0.0,8.88727979994725,0.0,Springob2005_uplim,1.0
NGC3666,171.10875,11.34198,16.9043971409,1058.96047927,44.959999084472656,0.10000000099999999,3.0320591621156397E9,6743904.06814757,9.481737671079303,9.65959104495262E-4,Haynes2018,0.0
NGC3674,171.6108,57.04828,34.2572364828,2116.92193921,5.399999856948853,0.0,1.495582596013794E9,0.0,9.174810402658196,0.0,Springob2005_uplim,1.0
NGC3681,171.62415,16.8633,25.6,1232.78984096,29.82999992370605,0.10000000099999999,4.613655745E9,1.5466496230468811E7,9.664045185845104,0.001455903843045725,Haynes2018,0.0
NGC3683,171.8826,56.87699,32.2107156398,1702.32892139,8.27,0.900075467,2.024968445902198E9,2.203898935814168E8,9.306418260203857,0.047454934524497006,Springob2005,0.0
NGC3684,171.79665,17.03018,20.6063052867,1157.86339195,34.979999542236335,0.10999999900000003,3.5053554417057514E9,1.1023130404353008E7,9.544732061830446,0.0013657104301874057,Haynes2018,0.0
NGC3686,171.933,17.22409,15.9220924451,1155.86535331,13.329999923706055,0.07,7.975215594262211E8,4188035.237587203,8.901742432184744,0.0022806371707906337,Haynes2018,0.0
NGC3691,172.0392,16.92044,28.28,1076.94282703,3.4200000762939453,0.07,6.455010142079468E8,1.3212008824249871E7,8.809896928964278,0.008890309800646534,Haynes2018,0.0
NGC3692,172.10115,9.40754,40.3645343331,1707.32401799,12.369999885559084,0.10999999900000003,4.756435280195967E9,4.229651437566322E7,9.677281591770251,0.0038620575968071336,Haynes2018,0.0
NGC3718,173.14515,53.06787,38.0189746964,992.026184821,93.29999999999998,nan,3.1826907931056026E10,nan,10.502794447803863,nan,Huchtmeier1989,0.0
NGC3729,173.45535,53.12568,21.0862989095,1018.00068714,54.809999999999995,2.0715590469999996,5.751386083119873E9,2.1737522122939053E8,9.759772522203972,0.016422102114491466,Springob2005,0.0
NGC3755,174.13905,36.41031,34.3558147068,1569.45935182,37.900000000000006,2.0266902150000004,1.0557272134080036E10,5.64546705377773E8,10.023551716478226,0.02324593113483786,Springob2005,0.0
NGC3756,174.2007,54.29333,20.5116122394,1285.73786492,27.24,1.269972946,2.704697514038753E9,1.260973814861986E8,9.432118701853135,0.0202622015817413,Springob2005,0.0
NGC3757,174.26205,58.41542,23.4025122884,1265.75747852,4.500000000000001,0.0,5.816335914560533E8,0.0,8.764649480661715,0.0,Springob2005_uplim,1.0
NGC3773,174.55425,12.11216,17.0,984.034030261,3.380000114440918,0.059999998,2.3052952780532837E8,4092239.9085313175,8.362726560708763,0.007710179000266493,Haynes2018,0.0
NGC3786,174.92685,31.90768,43.6516177319,2699.35020281,11.469999999999999,1.4999999999999998,5.1579378816680355E9,6.745341606366229E8,9.712476107516682,0.05712240888621256,Springob2005,0.0
NGC3788,174.9369,31.92973,50.08,2749.30116881,12.680000305175781,0.129999995,7.505159172502343E9,7.694563352965105E7,9.875359907372944,0.004452701693306693,Haynes2018,0.0
NGC3794,175.2252,56.20218,20.7014127606,1381.64371965,20.32,0.8593984719999999,2.0551128561302404E9,8.691736467549677E7,9.312835676065529,0.018378680571730754,Springob2005,0.0
NGC3795,175.02825,58.61319,24.4343061708,1206.81533863,8.15,0.995354877,1.148337730734283E9,1.402458357829153E8,9.06006963459798,0.05330623269763457,Springob2005,0.0
NGC3796,175.1298,60.29894,23.4298197706,1264.7584592,0.7999999999999999,nan,1.036429786063524E8,nan,8.015539885727469,nan,Courtois2009,0.0
NGC3813,175.32765,36.54669,21.4782937991,1464.56232321,24.279999999999998,2.8608702699999995,2.6433839142705836E9,3.1146533990463686E8,9.422160242867209,0.051410973960468453,Springob2005,0.0
NGC3838,176.0571,57.94808,24.3719279082,1297.72609676,nan,nan,nan,nan,nan,nan,nan,
NGC3846A,176.06175,55.035,25.3,1427.59860837,9.27999973297119,nan,1.401848266862297E9,nan,9.146701009043928,nan,Boselli2014,0.0
NGC3870,176.4858,50.19983,15.63,745.268412766,6.190000000000001,0.6500000000000001,3.568786833960001E8,3.747514446000008E7,8.552520608028598,0.045773168495843564,Springob2005,0.0
NGC3898,177.31365,56.08403,36.1409935653,1171.84966243,46.81999969482422,nan,1.443256708919994E10,nan,10.15934358497556,nan,Boselli2014,0.0
NGC3938,178.2057,44.1208,19.4088635494,807.20761061,81.6,8.8,7.254414647655659E9,7.823388345511037E8,9.860602375347282,0.04701852558116393,Huchtmeier1989,0.0
NGC3941,178.2306,36.98636,12.0781321978,913.103658537,15.700000000000001,3.0000000000000004,5.405193089762875E8,1.0328394439037381E8,8.732811212872248,0.084018942790272,Huchtmeier1989,0.0
NGC3945,178.3071,60.67556,23.18,1185.83593291,3.9183826528599996,nan,4.968733586090713E8,nan,8.6962457113375,nan,Bettoni2003,0.0
NGC3952,178.41915,-3.99634,27.0,1576.45248706,14.3100004196167,nan,2.4619497121925354E9,nan,9.391279177782812,nan,Boselli2014,0.0
NGC3953,178.45425,52.32653,12.4738270345,1049.96930539,47.79,2.276154778,1.7548842204781249E9,8.358209047652154E7,9.244248468912303,0.020700354681671307,Springob2005,0.0
NGC3972,178.93785,55.32072,20.0447223864,853.162499333,9.99,0.94,9.47278286979422E8,8.913329226833431E7,8.97647758274687,0.04098579137224956,Springob2005,0.0
NGC3982,179.11725,55.12493,23.4422819759,1110.90948391,22.540000915527344,nan,2.923248284153076E9,nan,9.4658657034376,nan,Boselli2014,0.0
NGC3990,179.3985,55.45854,10.1859226486,693.319408123,nan,nan,nan,nan,nan,nan,nan,
NGC3998,179.484,55.45356,13.9958702753,1042.97617014,6.457722224780002,nan,2.9853219901328593E8,nan,8.474991180020268,nan,Bettoni2003,0.0
NGC4013,179.6307,43.94673,18.7931754312,835.180151572,40.3,4.3,3.359057087666773E9,3.5841055774112105E8,9.526217384802658,0.046516178972427547,Huchtmeier1989,0.0
NGC4030,180.09825,-1.1,27.1643638175,1461.56526525,64.15000000000002,12.320903820000003,1.1171403555170914E10,2.1456241435750074E9,10.048107740525849,0.08446129391037704,Springob2005,0.0
NGC4032,180.1368,20.07392,28.4134352813,1268.75453648,15.960000038146976,0.05999999800000001,3.0408316730076823E9,1.1431697735983968E7,9.482992380187792,0.0016326936734873954,Haynes2018,0.0
NGC4036,180.3621,61.89569,20.8929695668,1368.65646848,8.07310114747,0.0,8.31673263473204E8,0.0,8.91995274006377,0.0,Bettoni2003_uplim,1.0
NGC4037,180.34875,13.40086,13.8038535584,928.088948338,5.03000020980835,0.05999999799999999,2.2619379796900493E8,2698136.5822463683,8.354480692787648,0.005180696469790469,Haynes2018,0.0
NGC4038,180.47085,-18.86799,24.5471085621,1630.39953034,37.124308787100006,nan,5.279235866903851E9,nan,9.72257106594232,nan,Casasola2004,0.0
NGC4039,180.4734,-18.88642,13.3045464002,1626.40345306,446.505256261,nan,1.8652571941344906E10,nan,10.270738723700845,nan,Casasola2004,0.0
NGC4045,180.6762,1.9767,32.5087360206,1966.07002188,21.45000076293945,0.13999999999999999,5.349823853047535E9,3.491726414804869E7,9.728339482785927,0.0028345962212590337,Haynes2018,0.0
NGC4051,180.79035,44.53121,11.2201894707,703.309601324,39.5,3.6000000000000005,1.1735712996918714E9,1.0695839693394335E8,9.06950948006336,0.03969141079120586,Huchtmeier1989,0.0
NGC4067,181.04805,10.85433,42.4619351353,2414.62969659,4.860000133514404,0.100000001,2.0679872141178172E9,4.255117671031448E7,9.315547849288807,0.008937361772470176,Haynes2018,0.0
NGC4100,181.53585,49.5828,19.9526319125,1118.90163847,43.739999999999995,2.5119757769999995,4.109520612685984E9,2.3600860164579982E8,9.613791163139332,0.02496888349687776,Springob2005,0.0
NGC4102,181.5978,52.71097,18.2810056941,846.169364092,9.99925736014,nan,7.886420272327478E8,nan,8.896879917181698,nan,Bettoni2003,0.0
NGC4111,181.7628,43.06556,14.8593540735,783.231146929,9.78,1.34,5.0962499526790607E8,6.98259195970344E7,8.707250720427595,0.059881170310192466,Springob2005,0.0
