# downloaded from http://dustpedia.astro.noa.gr
# name,RA,DEC,dist_best,vhelio,HIflux,HIfluxerr,MHI,MHIerr,logMHI,logMHI_err,HI_ref,Flag
ESO358-043,54.5568,-33.12725,20.7969591987,1379.64568101,nan,nan,nan,nan,nan,nan,nan,
ESO358-050,55.2651,-33.77946,19.6788480318,1297.72609676,nan,nan,nan,nan,nan,nan,nan,
ESO358-051,55.38585,-34.88838,14.3,1711.32009527,2.8,0.7999999999999999,1.35126992E8,3.8607712E7,8.13074210924245,0.12763625255165412,Theureau1998,0.0
ESO358-054,55.75965,-36.27269,16.9,891.125233495,7.299999999999999,0.6199999999999999,4.920489079999999E8,4.1790455200000115E7,8.692008272317908,0.03697435955697426,Meyer2004,0.0
ESO358-056,55.84425,-33.94002,21.3796171392,1103.91634867,nan,nan,nan,nan,nan,nan,nan,
ESO358-059,56.265,-35.9727,19.5884384763,1039.97911218,nan,nan,nan,nan,nan,nan,nan,
ESO358-060,56.3013,-35.57055,15.7,802.21251401,10.6,0.311999055,6.16619384E8,1.8149496707800258E7,8.790017173053343,0.012786662114792513,Meyer2004,0.0
ESO358-063,56.5791,-34.94359,16.8267341075,1928.10728772,18.799999999999997,1.7199999999999995,1.2562310296784782E9,1.1493177505569091E8,9.09906951654115,0.0398447450433963,Meyer2004,0.0
ESO358-066,56.9694,-36.47167,19.7696965748,1491.53584485,nan,nan,nan,nan,nan,nan,nan,
ESO359-002,57.65295,-35.90937,19.1425621086,1428.59762769,nan,nan,nan,nan,nan,nan,nan,
ESO373-008,143.33955,-33.03346,9.68277992342,924.092871057,47.60000000000001,1.9900000000000002,1.0532199521370418E9,4.403167446959492E7,9.022519077761169,0.01816701802508547,Meyer2004,0.0
ESO377-039,169.84035,-36.59571,36.2916439104,2830.22173374,nan,nan,nan,nan,nan,nan,nan,
ESO405-014,335.6958,-34.83391,36.8377935554,2695.35412553,nan,nan,nan,nan,nan,nan,nan,
ESO406-031,344.41995,-35.39701,22.5286728564,1583.4456223,nan,nan,nan,nan,nan,nan,nan,
ESO407-002,346.1727,-34.05781,23.9623156745,1701.32990207,nan,nan,nan,nan,nan,nan,nan,
ESO407-018,351.61605,-32.38858,2.22843540373,61.9391978438,14.999999999999998,2.9999999999999996,1.7579372194034394E7,3515874.4388068877,7.245003361207884,0.08804562952784067,Huchtmeier1989,0.0
ESO410-005,3.8802,-32.18061,1.94088635494,35.9646955222,60.00000000000001,0.0,5.334128417393868E7,0.0,7.727063466977064,0.0,Huchtmeier1989_u...,1.0
ESO410-012,7.0752,-27.98335,21.0131075915,1542.48583018,5.900000000000001,0.3968428110000001,6.148151816637821E8,4.1353387277446024E7,8.788744583016713,0.0292554670782339,Meyer2004,0.0
ESO410-018,8.54625,-30.77392,19.0,1582.44660298,19.0,3.0,1.618724E9,2.5558800000000086E8,9.209172805828592,0.0691513490831408,Huchtmeier1989,0.0
ESO411-013,11.77665,-31.58135,23.7848170399,1758.27400331,2.3988312333764883,nan,3.2026636299163216E8,nan,8.50551132787943,nan,Garcia1992,0.0
ESO411-016,11.91495,-27.94758,24.0851993446,1766.26615787,2.38,0.57,3.2582878605285543E8,7.803462523114604E7,8.512989450358166,0.10607172055448899,Theureau2007,0.0
ESO411-026,13.18965,-31.71818,21.2588749317,1606.42306666,1.7538790229144894,nan,1.870648502571062E8,nan,8.27199219063481,nan,Nordgren1998,0.0
ESO411-027,13.215,-27.32558,24.6586564719,1814.21908523,nan,nan,nan,nan,nan,nan,nan,
ESO428-014,109.12995,-29.32481,23.2,1705.32597935,0.47200027465820266,nan,5.995566496835931E7,nan,7.777830224103169,nan,Martin1991,0.0
ESO434-040,146.91765,-30.94863,35.4860731841,2463.58164327,nan,nan,nan,nan,nan,nan,nan,
ESO471-006,355.9431,-31.95695,4.36516177319,268.736197097,49.65923912407503,5.3,2.2331235453607497E8,2.383354034249405E7,8.34891275065057,0.04652831164776572,Koribalski2004,0.0
ESO491-020,107.44515,-27.56889,48.9778883899,2873.1795645,20.1,0.59080908,1.1379106833156878E10,3.3447162384672385E8,10.056108174831074,0.012769107272874614,Meyer2004,0.0
ESO491-021,107.45805,-27.57488,41.6302566903,2844.20800422,17.538805634637555,1.8299999999999998,7.173485019499303E9,7.484818441546654E8,9.855730195699646,0.0454798374236427,Theureau2005,0.0
ESO493-016,117.18255,-26.24659,23.97,2644.4041402,23.260000000000005,nan,3.153971622024E9,1.3546077602760038E10,9.498857781429843,0.043535602953267194,Courtois2009,0.0
ESO495-021,129.0633,-26.40933,8.24137905083,858.157595933,13.0,0.459498862,2.0837956832722202E8,7365398.039262314,8.318855134024092,0.01535699908011079,Meyer2004,0.0
ESO549-035,58.76625,-20.38338,38.9045281684,1815.21810455,3.2499999999999996,0.35999999999999993,1.1609022933084707E9,1.2859225402801552E8,9.064795669124774,0.04830467957455564,Springob2005,0.0
ESO560-004,114.75195,-22.04626,37.4972900143,2180.8591757,3.8725753607230575,nan,1.2850251997097306E9,nan,9.108911644389158,nan,Chamaraux1999,0.0
ESO603-031,344.3601,-17.88565,35.4813545062,2263.77777926,1.4588145678050393,0.86,4.3342352110449785E8,2.5551172601100823E8,8.636912475993281,0.29398683146602345,Theureau2005,0.0
HS98117,155.355,71.11615,3.875,-36.9637148423,nan,nan,nan,nan,nan,nan,nan,
IC0010,5.09625,59.2931,0.794328409152,-344.661665421,515.2286988889085,40.0,7.672064396400921E7,5956239.947771361,7.884912239481193,0.03378462318348108,Tifft1988,0.0
IC0335,53.87895,-34.44708,20.5116122394,1634.39560762,nan,nan,nan,nan,nan,nan,nan,
IC0342,56.7054,68.10139,3.43558147068,24.9754830015,3774.8809084,nan,1.051515699834355E10,nan,10.021815761378521,nan,Bettoni2003,0.0
IC0610,156.6183,20.22826,29.2415612782,1169.85162379,1.639999985694885,0.059999997999999985,3.3094586648638356E8,1.2107775438142208E7,8.519756961120352,0.015895916995084747,Haynes2018,0.0
IC0691,171.6846,59.15548,23.7,1199.82220339,7.234676553133988,0.33262880000000006,9.590203316586397E8,4.409288787859205E7,8.981827814504923,0.019981649548967972,Huchtmeier1989,0.0
IC0755,180.29355,14.10398,17.9473439929,1530.49759833,12.18000030517578,0.06999999999999999,9.258906021258233E8,5321210.246374403,8.966559675991023,0.0024959727268374365,Haynes2018,0.0
IC0781,185.0136,14.9615,13.9950846532,1354.670198,nan,nan,nan,nan,nan,nan,nan,
IC0782,185.40405,5.76573,39.0770070999,2422.62185115,nan,nan,nan,nan,nan,nan,nan,
IC0783,185.41155,15.74513,18.3,1267.75551716,0.75,0.0,5.927553E7,0.0,7.772875445822664,0.0,Springob2005_uplim,1.0
IC0794,187.03575,12.0933,23.6,1920.11513316,nan,nan,nan,nan,nan,nan,nan,
IC0797,187.97835,15.12369,23.2273773486,2093.94449485,3.5999999046325692,0.05999999800000001,4.583685831540993E8,7639476.417523108,8.661214843186224,0.00723891171428015,Haynes2018,0.0
IC0800,188.48625,15.35462,13.9958702753,2329.71305438,1.200000047683716,0.05000000000000001,5.5474459969245896E7,2311435.774646793,7.744093083170505,0.018106085877031664,Haynes2018,0.0
IC0902,204.0051,49.96076,27.6694108642,1614.41522122,6.230000000000001,0.7175916410000001,1.1256409243940265E9,1.2965497900957914E8,9.051399874152532,0.05024645075170309,Springob2005,0.0
IC0976,212.1804,-1.16166,25.8465319498,1536.49171426,nan,nan,nan,nan,nan,nan,nan,
IC1613,16.1991,2.11773,0.755091849614,-235.768559535,559.4015068549636,0.23153351355416088,7.52723023511106E7,8845.678311163883,7.876635199986585,5.103642610793102E-5,Haynes2018,3.0
IC2085,67.851,-54.41687,15.07,985.033049581,nan,nan,nan,nan,nan,nan,nan,
IC2163,94.1166,-21.3759,18.1969981967,2718.33156989,40.68675219256387,nan,3.179541741731729E9,nan,9.502364530871686,nan,Huchtmeier1989,0.0
IC2233,123.4953,45.74251,13.9958702753,584.426302236,47.550000000000004,5.400000000000001,2.1981753889337263E9,2.4963505994200167E8,9.342062341139,0.04953419274137172,Springob2005,0.0
IC2461,139.99185,37.19121,52.2396110994,2256.78464402,11.2,0.9,7.213231921332719E9,5.796347079642378E8,9.858129895941042,0.03497407280563891,Theureau1998,0.0
IC2531,149.98125,-29.61755,35.6450779629,2470.57477851,36.28000000000001,5.140000000000001,1.0878735539211836E10,1.5412541530195441E9,10.036578419235685,0.06194574316266532,Springob2005,0.0
IC2574,157.10235,68.41319,3.99944967566,45.9548887228,559.9999999999999,109.99999999999997,2.1139781931073701E9,4.1524571650323415E8,9.32510050299885,0.08643114446274058,Huchtmeier1989,0.0
IC2828,171.7956,8.73117,14.3773894047,1034.98401558,2.9600000381469727,0.05,1.4439886869742903E8,2439170.0842601606,8.159563790737852,0.0073367533187447265,Haynes2018,0.0
IC3019,182.34285,13.99241,16.9043971409,1674.35638042,nan,nan,nan,nan,nan,nan,nan,
IC3021,182.4771,13.04974,56.4936786248,2528.51789908,1.1200000047683716,0.059999998,8.435867263078256E8,4.5192144849677525E7,8.926129737572166,0.023288070399812177,Haynes2018,0.0
IC3023,182.50725,14.36664,7.69,819.195842451,3.329999923706055,0.039999999,4.647387720323258E7,558244.7715222596,7.667208906129124,0.005217001463600379,Haynes2018,0.0
IC3033,182.7915,13.5875,17.9473439929,263.741100496,4.570000171661377,0.07,3.4739902336920357E8,5321210.246374398,8.540828593195817,0.006652733168163394,Haynes2018,0.0
IC3044,183.2016,13.97575,17.7010954914,-188.814651492,9.340000152587889,0.06999999999999999,6.906518448276227E8,5176191.493997858,8.839259176210703,0.003254944602060661,Haynes2018,0.0
IC3059,183.72945,13.46058,23.7683988995,259.745023216,4.210000038146973,0.05999999799999999,5.612985984282783E8,7999504.71443702,8.749193957780646,0.006189888961997347,Haynes2018,0.0
IC3061,183.76875,14.02874,41.1149573037,2314.72776458,10.489999771118164,0.079999998,4.1849200824665904E9,3.1915501088559225E7,9.621687168882405,0.003312128896681088,Haynes2018,0.0
IC3065,183.8025,14.43287,16.2181023981,992.026184821,nan,nan,nan,nan,nan,nan,nan,
IC3077,183.98475,14.43285,9.12,1410.61527993,0.4600000083446502,0.039999999,9029413.02779846,785166.3184501672,6.95565951918685,0.03786035542822752,Haynes2018,0.0
IC3096,184.2183,14.51493,13.9814309121,1262.76042056,0.5699999928474426,0.039999999,2.629602447028689E7,1845335.0324559072,7.419890095215094,0.030526982404733616,Haynes2018,0.0
IC3099,184.2885,12.45382,34.5143445268,2120.91801649,5.559999942779542,0.09000000300000001,1.56309743359638E9,2.530193814056391E7,9.193986050030965,0.007030561094789611,Haynes2018,0.0
IC3100,184.27305,12.28978,3.80939377389,401.605766665,nan,nan,nan,nan,nan,nan,nan,
IC3102,184.35735,6.68993,28.0,2223.81700646,1.2400000095367432,0.100000001,2.2942976176452637E8,1.8502400275707267E7,8.360649754156904,0.03509997376835017,Haynes2018,0.0
IC3104,184.692,-79.72593,2.355050463,428.579288307,12.000000000000002,3.0000000000000004,1.5707015919039091E7,3926753.9797597863,7.196093683894598,0.11092437480817763,Huchtmeier1989,0.0
IC3105,184.3902,12.38736,14.125378548,-154.84799461,8.130000114440918,0.07,3.828271633662273E8,3296174.805966809,8.583002745409742,0.00373940525259453,Haynes2018,0.0
IC3115,184.4994,6.65409,24.4343061708,733.280180925,9.869999885559082,0.079999998,1.3906862909117236E9,1.1272026552804325E7,9.143229173492072,0.0035201944334257718,Haynes2018,0.0
IC3131,184.7118,7.86164,13.7356635718,1739.29263623,nan,nan,nan,nan,nan,nan,nan,
IC3167,185.07825,9.54537,13.7902785363,1874.16024444,nan,nan,nan,nan,nan,nan,nan,
IC3229,185.71995,6.67984,24.3220488498,1542.48583018,2.440000057220459,0.07,3.406451047640156E8,9772605.276970647,8.532302152297135,0.012462687496133107,Haynes2018,0.0
IC3258,185.93535,12.47781,12.823314049,-429.578307627,4.690000057220458,0.07999999799999999,1.82005875440859E8,3104577.72540971,8.260085407932092,0.00740872656919489,Haynes2018,0.0
IC3259,185.95215,7.18627,17.1395812047,1412.61331857,2.2100000381469727,0.07,1.532162032388201E8,4853001.849435327,8.18530469613928,0.013760536646575616,Haynes2018,0.0
IC3267,186.02295,7.04114,37.3250180745,1234.7878796,1.7799999713897707,0.05,5.852373723412611E8,1.6439252541252704E7,8.767332051703688,0.01220249367898063,Haynes2018,0.0
IC3268,186.03105,6.60769,34.3558147068,726.287045685,7.059999942779542,0.07000000000000002,1.9666052945254114E9,1.949891959187116E7,9.293717204042052,0.004306177106330189,Haynes2018,0.0
IC3305,186.31035,11.84957,39.2818132168,2219.82092918,0.900000035762787,0.0,3.2774613747840816E8,0.0,8.515537582187603,0.0,Springob2005_uplim,1.0
IC3311,186.38775,12.26035,19.6788480318,-137.864666169,3.1500000953674316,0.100000001,2.8788690701482564E8,9139266.748850545,8.459221913782164,0.013791760603863779,Haynes2018,0.0
IC3313,186.40185,15.82988,14.0087383943,1071.94773043,nan,nan,nan,nan,nan,nan,nan,
IC3322,186.4755,7.55466,19.8609427189,1184.83691359,4.670000076293945,0.07,4.3473900629096395E8,6516430.422433784,8.638228608345734,0.006510254917602154,Haynes2018,0.0
IC3331,186.5223,11.81215,13.8722009831,1232.78984096,nan,nan,nan,nan,nan,nan,nan,
IC3355,186.71385,13.17396,0.655379574003,-2.99705796019,4.860000133514403,0.049999999999999996,492645.0094038973,5068.3642305647,5.692534087654869,0.004468207818394632,Haynes2018,0.0
IC3358,186.7266,11.66376,13.8585472419,2104.93370737,nan,nan,nan,nan,nan,nan,nan,
IC3371,186.8427,10.86668,31.4774936475,913.103658537,11.069999694824219,0.090000003,2.588569929323844E9,2.104528539467982E7,9.41305990179199,0.003530927481399715,Haynes2018,0.0
IC3381,187.06215,11.78983,16.5196155155,662.349809201,nan,nan,nan,nan,nan,nan,nan,
IC3391,187.11375,18.41516,23.1206395753,1701.32990207,3.130000114440918,0.07,3.948717310258516E8,8830996.894205488,8.596456043589848,0.009714275605237077,Haynes2018,0.0
IC3392,187.1802,14.99936,11.168628848,1672.35834178,1.190000057220459,0.07,3.50314975279842E7,2060676.2348624042,7.54445870295397,0.025576260100168113,Haynes2018,0.0
IC3393,187.17375,12.91587,18.7,470.538099749,nan,nan,nan,nan,nan,nan,nan,
IC3413,187.3437,11.43378,35.1,1333.69079228,nan,nan,nan,nan,nan,nan,nan,
IC3430,187.5696,9.0853,13.7493173129,2113.92488125,nan,nan,nan,nan,nan,nan,nan,
IC3459,187.9833,12.17399,1.84325505188,372.634206383,nan,nan,nan,nan,nan,nan,nan,
IC3468,188.0592,10.25147,15.2054809068,1299.7241354,nan,nan,nan,nan,nan,nan,nan,
IC3475,188.17005,12.77083,42.1217913708,2580.46690372,1.5,0.26,6.280828391329612E8,1.088676921163803E8,8.798016927504255,0.07604549132595739,Huchtmeier1989,0.0
IC3476,188.1744,14.05072,11.5877770222,-171.831323051,4.0,0.07,1.267570880425176E8,2218249.05018821,8.102972253699136,0.007600929457264094,Haynes2018,0.0
IC3499,188.43675,10.99488,13.8175860186,1168.85260447,nan,nan,nan,nan,nan,nan,nan,
IC3509,188.54805,12.04898,16.5958792785,2061.97587661,nan,nan,nan,nan,nan,nan,nan,
IC3517,188.6286,9.15479,15.7761110341,442.565558787,1.0499999523162842,0.07,6.1673868544671E7,4111591.44053637,7.790101190763097,0.028995974933372803,Haynes2018,0.0
IC3518,188.6313,9.62457,13.7629710541,1289.7339422,nan,nan,nan,nan,nan,nan,nan,
IC3521,188.66355,7.1584,17.2186881698,594.416495437,1.3899999856948853,0.059999998,9.725835523869193E7,4198202.333772423,7.987926920827469,0.018758180407434377,Haynes2018,0.0
IC3586,189.2283,12.52004,16.3681557253,1721.31028847,nan,nan,nan,nan,nan,nan,nan,
IC3611,189.7671,13.36341,44.3746586565,2735.31489833,1.0,0.05,4.647100380878902E8,2.3235502250630517E7,8.667182053669087,0.021732847214930295,Haynes2018,0.0
IC3631,189.94995,12.97393,42.8,2798.25311549,0.2599999904632569,nan,1.1240169827713013E8,nan,8.05077287303744,nan,Boselli2014,0.0
IC3718,191.18955,12.35146,6.79,848.167402733,0.9999999999999999,0.049999999999999996,1.08805676E7,544028.3881066571,7.036651551531108,0.02173284721493074,Haynes2018,0.0
IC4213,198.0465,35.67015,20.1372378998,814.20074585,10.84000015258789,0.100000001,1.0373876965030885E9,9569997.208106244,9.015941092922551,0.004006520320241513,Haynes2018,0.0
IC5270,344.47875,-35.85804,24.6603775599,1970.06609916,52.1,0.647,7.477375132606732E9,9.285723053352356E7,9.873749169323192,0.005393531200757806,Meyer2004,0.0
IC5334,353.65155,-4.53399,45.4988052157,2213.82681326,19.9,2.65,9.722211488870382E9,1.2946663540455558E9,9.987765064120788,0.058178723402342314,Meyer2004,0.0
NGC0007,2.08695,-29.91534,20.6063052867,1497.52996077,15.2,1.2200000000000002,1.52319620958237E9,1.2225653787437493E8,9.18275585031593,0.034932990686879606,Meyer2004,0.0
NGC0115,6.6933,-33.67698,28.7078179239,1826.20731707,17.9,1.62,3.481491988760359E9,3.150847498207712E8,9.541765400160406,0.039412706388746166,Meyer2004,0.0
NGC0131,7.41045,-33.25987,19.101583834,1414.61135721,21.75,0.18,1.8728803019973054E9,1.5499699051012233E7,9.27251002198644,0.0035942432874884744,Masters2014,0.0
NGC0147,8.30025,48.50874,0.707945628925,-192.810728772,15.9603104561,0.0,1887787.6784108223,0.0,6.27595314712314,0.0,Bettoni2003_uplim,1.0
NGC0148,8.56455,-31.78615,26.23,1572.45640978,15.596735401,nan,2.532458216290823E9,nan,9.403542288549975,nan,Bettoni2003,0.0
NGC0150,8.56455,-27.8037,21.0862989095,1582.44660298,53.59999999999999,4.499999999999998,5.624416968714198E9,4.721991858062309E8,9.750077509824541,0.036547320133681005,Huchtmeier1989,0.0
NGC0253,11.88795,-25.28844,3.69828043346,245.758752735,694.0,10.3,2.240119326896611E9,3.3246727762298584E7,9.350271152991509,0.0064460542461466375,Meyer2004,0.0
NGC0254,11.8665,-31.42211,17.1,1624.40541442,3.79163268133,nan,2.616558697140585E8,nan,8.417730481693045,nan,Casasola2004,0.0
NGC0274,12.75795,-7.05706,19.3196943702,1719.31224983,35.5,0.511039536,3.1270934476944013E9,4.501601083206745E7,9.495140859564527,0.006252309391644673,Meyer2004,0.0
NGC0275,12.7689,-7.06629,21.9,1746.28577147,28.908723280200007,nan,3.2721194142903466E9,nan,9.514829144638961,nan,Casasola2004,0.0
NGC0289,13.17645,-31.20581,20.7969591987,1628.4014917,243.99999999999991,8.299999999999997,2.490585806996321E10,8.472074671339972E8,10.396301508872279,0.014778833996626162,Huchtmeier1989,0.0
NGC0300,13.72305,-37.68448,2.02302026262,164.83818781,1970.0,156.0,1.9027366982029204E9,1.506735659490644E8,9.279378694524997,0.03446298873160014,Koribalski2004,0.0
NGC0337,14.95875,-7.57818,18.1969981967,1647.38285878,50.60000000000001,1.8600000000000003,3.9542308850355883E9,1.4535315111000398E8,9.597062023897593,0.015971380702814564,Meyer2004,0.0
NGC0428,18.23175,0.98168,14.7910864801,1153.86731467,75.93036522017385,0.13500731792912302,3.9203753006800756E9,6970588.834747824,9.593327644370591,7.721942989018515E-4,Haynes2018,3.0
NGC0448,18.81885,-1.62626,30.0607413747,1925.11022976,nan,nan,nan,nan,nan,nan,nan,
NGC0450,18.87675,-0.86092,17.4582065012,1772.26027379,25.5,0.5,1.8342200469675453E9,3.5965098960147955E7,9.263451435723955,0.008516669649389463,Huchtmeier1989,0.0
NGC0493,20.53785,0.94576,22.9086584177,2438.60616027,25.110000610351562,0.100000001,3.109983175665712E9,1.2385436664330479E7,9.49275803959426,0.0017295769567029495,Haynes2018,0.0
NGC0520,21.14445,3.7942,30.2,2158.88075065,27.990688915800003,0.1462535996404341,6.024756188828831E9,nan,9.779939476476988,nan,Haynes2018,0.0
NGC0584,22.8363,-6.86805,19.9526319125,1848.18574211,3.889082388969999,nan,3.653924152241944E8,nan,8.56275952807271,nan,Bettoni2003,0.0
NGC0586,22.90365,-6.89375,24.9317312944,1866.16808988,0.6600000000000001,nan,9.681904925836095E7,nan,7.9859608136501,nan,Courtois2009,0.0
NGC0613,23.5758,-29.41844,26.4240833954,1479.54761301,41.6,3.3,6.854964282638982E9,5.437832243439612E8,9.836005196267292,0.03452378351735064,Huchtmeier1989,0.0
NGC0625,23.77125,-41.43676,3.99944967566,388.618515504,38.0,3.5,1.4344852024657154E8,1.3212363706921149E7,8.156696072609458,0.04011450081940904,Huchtmeier1989,0.0
NGC0628,24.174,15.78332,10.139114837,657.354712601,843.4907547125537,0.3578325385830024,2.0464088893106483E10,8681442.972199867,10.310992413652452,1.8423996414718147E-4,Haynes2018,3.0
NGC0678,27.35355,21.99728,27.87,2790.26096093,6.483173502605534,0.12005876521191425,1.1884299409039278E9,2.2007961311895907E7,9.074973584738457,0.008043409743221375,Haynes2018,3.0
NGC0720,28.2522,-13.73858,27.4157243809,1715.31617255,2.6407635984599995,0.0,4.6842598478858495E8,0.0,8.670640978495296,0.0,Bettoni2003_uplim,1.0
NGC0855,33.51495,27.87685,9.63829480785,591.419437477,5.489999771118164,0.090000003,1.2036071009715544E8,1973126.5557013284,8.080484741301063,0.007120220137188937,Haynes2018,0.0
NGC0891,35.6397,42.34712,9.86279390337,527.482200993,241.00000000000003,23.000000000000004,5.532596040836124E9,5.2800709103415394E8,9.742928961622004,0.04157371663261333,Huchtmeier1989,0.0
NGC0895,35.40195,-5.52139,35.3183442789,2285.7562043,47.300000000000004,2.0800000000000005,1.3924314218687746E10,6.123165660649171E8,10.14377381509361,0.019110263793286286,Meyer2004,0.0
NGC0925,36.82035,33.579,9.20449038149,553.456703314,423.81880123009165,0.24168499178234631,8.474063580718061E9,4832381.182803934,9.928091718179415,2.476588344713093E-4,Haynes2018,3.0
NGC1052,40.2699,-8.2558,17.5388033238,1482.54467097,0.8000001525878903,nan,5.8076707716691844E7,nan,7.764001988873164,nan,Bottinelli1980,0.0
NGC1056,40.70145,28.57372,31.1889270716,1542.48583018,28.090000152587894,0.10999999900000001,6.4485877552071705E9,2.525256836510843E7,9.809464614282467,0.001700699063321487,Haynes2018,0.0
NGC1068,40.66965,-0.01324,10.0925332046,1136.88398623,30.72413194890123,0.3500738907969765,7.385705702851187E8,8415348.366427472,8.86839199839021,0.0049486097574531485,Haynes2018,3.0
NGC1097,41.57955,-30.27497,14.7231325251,1267.75551716,159.2,24.4,8.144332744639394E9,1.2482520035753868E9,9.91085550887882,0.06709139233296124,Huchtmeier1989,0.0
NGC1140,43.6398,-10.02833,18.1134165182,1499.52799941,33.7,1.26,2.609411977541793E9,9.756258432352124E7,9.416542651521949,0.01624528921162316,Meyer2004,0.0
NGC1189,45.85215,-15.62342,33.6018569088,2588.45905828,8.709634369510438,nan,2.320804098878244E9,nan,9.365638482822629,nan,Springob2005,0.0
NGC1199,45.9105,-15.61384,32.8095497727,2679.36981641,2.02005824524,nan,5.1318793368976134E8,nan,8.710276436491744,nan,Bettoni2003,0.0
NGC1222,47.2365,-2.95531,31.0,2452.59243075,9.5,1.0,2.154562E9,2.2679600000000024E8,9.3333589959275,0.04588518667782271,Huchtmeier1989,0.0
NGC1266,49.0032,-2.42735,28.604587657,2181.85819502,nan,nan,nan,nan,nan,nan,nan,
NGC1316,50.6739,-37.20821,20.4173767566,1786.24654427,4.5,0.0,4.427151685854488E8,0.0,8.646124402304356,0.0,Huchtmeier1989_u...,1.0
NGC1317,50.6844,-37.10381,16.9,1946.08963548,1.7328440636999998,0.0,1.1680055195587222E8,0.0,8.067444895095072,0.0,Bettoni2003_uplim,1.0
NGC1320,51.20295,-3.04223,37.7,2667.38158457,0.7379045412413384,0.3485216159999999,2.475112175193329E8,1.169026678746958E8,8.393594886487158,0.222811654939842,Davoust2004,0.0
NGC1336,51.6342,-35.71366,18.1134165182,1416.60939585,nan,nan,nan,nan,nan,nan,nan,
NGC1351,52.64565,-34.85402,18.9670538809,1480.54663233,nan,nan,nan,nan,nan,nan,nan,
NGC1351A,52.20315,-35.17825,19.4088635494,1351.67314004,5.8,1.4500000000000002,5.1563241368140715E8,1.2890810342035207E8,8.71234021015636,0.11092437480817807,Meyer2004,0.0
NGC1365,53.40165,-36.14051,17.2981602494,1636.39364626,135.1,10.8,9.54041318953669E9,7.626681158178864E8,9.979567184143283,0.03479208162590375,Huchtmeier1989,0.0
NGC1369,54.1884,-36.25615,18.2687056253,1412.61331857,nan,nan,nan,nan,nan,nan,nan,
NGC1373,53.74665,-35.1711,19.0545954638,1332.69177296,nan,nan,nan,nan,nan,nan,nan,
NGC1374,53.8191,-35.22633,19.4088635494,1292.73100016,nan,nan,nan,nan,nan,nan,nan,
NGC1375,53.82015,-35.26562,19.8609427189,783.231146929,nan,nan,nan,nan,nan,nan,nan,
NGC1377,54.1629,-20.90202,23.35,1781.25144767,nan,nan,nan,nan,nan,nan,nan,
NGC1379,54.0159,-35.44116,18.9670538809,1322.70157976,nan,nan,nan,nan,nan,nan,nan,
NGC1380A,54.19785,-34.73962,19.7696965748,1606.42306666,11.4,0.0,1.0515183645155463E9,0.0,9.021816861937333,0.0,Huchtmeier1989_u...,1.0
NGC1381,54.13215,-35.29521,21.6770393346,1725.30636575,4.499999999999999,0.0,4.9902746444125086E8,0.0,8.698124448082412,0.0,Huchtmeier1989_u...,1.0
NGC1386,54.19245,-35.99923,16.3681557253,894.122291455,0.733077139073,0.0,4.63512206537692E7,0.0,7.666061175723576,0.0,Bettoni2003_uplim,1.0
NGC1387,54.23775,-35.50663,19.1425621086,1258.76434328,0.7261375704,0.0,6.2795864030797176E7,0.0,7.797931040429011,0.0,Bettoni2003_uplim,1.0
NGC1389,54.2988,-35.74602,20.9894001268,920.096793777,nan,nan,nan,nan,nan,nan,nan,
NGC1399,54.62115,-35.45063,20.5116122394,1424.60155041,2.7877521471799995,0.0,2.767997908309083E8,0.0,8.442165757601854,0.0,Bettoni2003_uplim,1.0
NGC1404,54.71625,-35.59424,20.0447223864,1944.09159684,nan,nan,nan,nan,nan,nan,nan,
NGC1412,55.12245,-26.86225,23.5390496996,1788.24458291,1.7218694219479558,0.081147938,2.2515939254450083E8,1.0611269468766436E7,8.35249006831057,0.020482521687886113,Masters2014,0.0
NGC1419,55.17555,-37.51088,22.5943624653,2130.90820969,nan,nan,nan,nan,nan,nan,nan,
NGC1427,55.58085,-35.39278,19.1425621086,1386.63881625,nan,nan,nan,nan,nan,nan,nan,
NGC1427A,55.03875,-35.62451,16.4,2024.01314245,25.399999999999995,2.7999999999999994,1.6122538239999995E9,1.7772876800000086E8,9.207433415685438,0.048070334585979424,Huchtmeier1989,0.0
NGC1428,55.59555,-35.15361,20.4173767566,1636.39364626,nan,nan,nan,nan,nan,nan,nan,
NGC1436,55.9044,-35.85304,15.5596531726,1387.63783557,1.7,0.4,9.71316461088624E7,2.285450496679122E7,7.987360748871052,0.10413797121354174,Theureau1998,0.0
NGC1437B,56.47875,-36.35695,10.2801649678,1494.53290281,8.48470908202,nan,2.1161630498102865E8,nan,8.325549126928744,nan,Casasola2004,0.0
NGC1460,56.5572,-36.6964,19.6788480318,1339.6849082,nan,nan,nan,nan,nan,nan,nan,
NGC1481,58.62075,-20.42722,23.8121245221,1726.30538507,nan,nan,nan,nan,nan,nan,nan,
NGC1482,58.66215,-20.50232,19.6,1858.17593532,5.701062304139998,nan,5.1686834236298764E8,nan,8.713379932906511,nan,Bettoni2003,0.0
NGC1510,60.88605,-43.40009,11.0,927.089929017,121.397023692,nan,3.4666134085487523E9,nan,9.53990541249708,nan,Bettoni2003,0.0
NGC1512,60.97605,-43.3488,12.0226422341,896.120330096,231.99999999999997,10.6,7.914069052184362E9,3.6159108600497645E8,9.898399835271908,0.01985658999392559,Huchtmeier1989,0.0
