#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
10.5 0.250686 0.0337974 0.0270914 0.395955 0.0512357 0.0429857 0.212766 0.037234 0.0309478 0.438557 0.0554028 0.0477776 0.638889 0.0861111 0.0960317 10.4 10.6 11183 9186 1997 43 841 33
10.7 0.320245 0.0303869 0.0266446 0.457823 0.037519 0.0430499 0.304348 0.0956522 0.0785414 0.476266 0.0393825 0.0466362 0.714286 0.068323 0.0691245 10.6 10.8 8511 7175 1336 24 649 29
10.9 0.393154 0.0227695 0.0300511 0.512225 0.0405627 0.0363885 0 0.166667 0 0.518359 0.0381825 0.044549 0.785714 0.0714286 0.0634921 10.8 11 5542 4704 838 5 450 16
11.1 0.42422 0.0276118 0.0287753 0.539823 0.0423872 0.0310894 0 0 0 0.529661 0.0498844 0.0407721 1 0 0.0909091 11 11.2 3077 2660 417 1 218 15
11.3 0.464859 0.0384024 0.0352676 0.51145 0.0420087 0.0456119 0 0 0 0.46988 0.0658348 0.056836 0.625 0.125 0.225 11.2 11.4 1115 966 149 1 81 3
11.5 0.47482 0.0432127 0.0413601 0.571429 0.0674603 0.0598007 0 0 0 0.413793 0.104725 0.0804598 1 0 1 11.4 11.6 309 273 36 0 20 2
11.7 0.555556 0.0873016 0.126984 0.7 0.05 0.0333333 0 0 0 0.6 0.0666667 0.1 0 0 0 11.6 11.8 63 53 10 0 5 0
11.9 0.666667 0.133333 0.121212 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 5 5 0 0 0 0
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
