logMmol dlogMmol logSFR dlogSFR
7.045584972113381 0.21982617955747918 -20.0 -20.0
6.660869580702829 0.41537638098994384 -2.9579548972300245 0.24505585578636044
7.0499687268916595 0.2834720567689828 -2.585791874239083 0.14006101235979343
7.470108559027249 0.13987299916406654 -2.306502116803302 0.11543373505538519
6.840121095861717 0.4049729557082793 -3.114386729635213 0.25532213789451685
7.389331275005008 0.154302534949546 -2.977983711737409 0.26049171354533274
7.2154816332597695 0.20198979941956824 -3.1692678373507186 0.3167175194855001
7.683293461540015 0.09537778393270475 -1.721000750825592 0.05352858950833848
7.723284547506564 0.08450375899426697 -2.2203352039289803 0.10797446270475149
7.025489094158036 0.38216225711321494 -2.371750011838594 0.11207161384553067
6.885931799680056 0.4775860879217168 -2.515446050455693 0.12920167779266153
7.170486622362561 0.24588242037470842 -3.062300359721897 0.2860531442504576
7.152084034534014 0.2018921951060888 -2.7096510883886147 0.19138377324837824
6.726811064617942 0.3983754578005802 -20.0 -20.0
7.400298840106899 0.17838524683658402 -2.6368597017593727 0.21116098415001666
7.922162389494106 0.058478405651325505 -1.9328722540076226 0.0761091122737006
7.599797024858511 0.11652034365420938 -2.3020436695435063 0.11151450291363742
7.585753213159996 0.11187553432341005 -2.5115489054079614 0.16555250658946852
7.645304053496723 0.1029574393532565 -2.006973147199148 0.08145826218605148
7.555048576771134 0.12045431155902017 -2.036171353940403 0.07169681555600728
7.586376556953098 0.10990022600096694 -1.8043722595239977 0.0572344945578553
7.0279269944605645 0.335264652648517 -3.0766072424326496 0.2789053208977835
6.642008170252035 0.41748183334950445 -3.730973657638782 0.3890225026330366
6.961409948008931 0.3343321306051994 -3.107032611425266 0.30720868105955695
7.705790105322823 0.10121239543377566 -2.3954633501304814 0.13083920795306878
7.855096306429345 0.06667750687801077 -2.0614844844637106 0.09289340085833823
7.520290745900516 0.12162799359326062 -2.0842484446472653 0.08111329979241844
7.442578591324182 0.14462439189740467 -2.0851566383535416 0.08196239823970385
7.530950118738236 0.12200492589300194 -2.2000622815664377 0.08796659137602254
7.495744085696814 0.13851353723666687 -1.785407982454708 0.0563428797596988
7.988104674875463 0.04934744388152444 -1.661576008589715 0.05201168562824668
7.53813818128849 0.1303742355973289 -3.3010456990010115 0.3727524096281279
6.759452423555243 0.4635602997454203 -20.0 -20.0
7.058055771533962 0.2632786031909035 -20.0 -20.0
6.406208914976339 0.40149797135359216 -20.0 -20.0
7.1895403774303706 0.23707110705244835 -2.8216391716548306 0.20504923335117084
7.2097698054965536 0.22316483862167 -2.6441612312140412 0.1423644424663325
7.249176159812023 0.1813325929026867 -2.6396390402006067 0.16981264802540855
7.567663311674879 0.10878903564080943 -2.485967111266414 0.1542234244199846
7.393513067504224 0.1668512646021821 -2.5553694216752043 0.1569433209545532
7.685981904162441 0.08613482257236514 -2.697110019126804 0.2149518193925095
7.634065560668636 0.10367156419695545 -2.292211549828715 0.11897961588800107
7.082788043289 0.29702583912557534 -2.7119087918799685 0.1956035512235352
6.951232093094298 0.25840630849101 -3.0087977864025666 0.20491107329495867
7.060586971510815 0.24268313251859916 -2.968195487926844 0.2295075359321361
7.12933782266771 0.2456760198308984 -2.3764948486888904 0.12464564869560482
7.473285107834133 0.1435545410297033 -2.3167260603159336 0.13507293207199125
7.974880886838413 0.04927376270212259 -1.852982902680414 0.08883921971158425
7.3881137499828595 0.17593934163652145 -2.2818283761336935 0.11096612720840666
6.974379759151985 0.3063511597609365 -3.3580799418025373 0.3454173636002184
6.82388764722403 0.3605019296867364 -2.5220059148615572 0.13904131363970532
7.621320353783131 0.09108948948985873 -2.161634083297492 0.09452569440091266
7.815231933652098 0.06150861820169794 -1.748303133356921 0.06218535657311058
7.4876738564215914 0.13963762885247077 -2.1329508869186657 0.10364620982094666
7.852845574597322 0.06899184952694548 -2.1985282197195537 0.1269324689087583
7.177909962771423 0.26148892498290854 -2.4907601388723832 0.15581349858043647
7.191782235871265 0.20625120776321615 -2.81546953107854 0.23501364767491328
7.074418291635755 0.25776813025840756 -2.5998199922046816 0.16113977026949272
7.522487274961397 0.12203838423507556 -1.9814196799305461 0.07759302283974161
7.40098186462626 0.160626694327561 -1.6419947009012055 0.0488248792856825
7.665437941160085 0.09105051450675966 -0.9381902063148724 0.024722177245715005
7.7271359785107 0.08104307181957159 -1.155766507036517 0.028369131707923215
7.35832135065022 0.1769209177806808 -1.650446995880455 0.05305984592608667
7.9499099444532 0.05166010328557354 -1.7730520579825546 0.07585524508234667
7.297861874658474 0.2006470778150254 -2.243045513418866 0.12464395128956089
7.049445208416371 0.25416088478286014 -2.620982051663234 0.19340273850759596
7.034597475533524 0.1931818748944585 -2.7117219032936815 0.20558781687180833
6.985857770346781 0.2542606848155472 -2.6241182111034234 0.1492924539261316
