#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC1512       spiral    3137  0.839571  0.912077  8.157150  8.184146  0.00215256   65.9750    2.8962    3.4520    6.2846    9.9143       NaN    7.1692    2.8998
NGC1512       spiral    3138  1.000000  1.000000  8.243738  8.383101  0.00306735   57.2960    2.3539    2.7970    5.0986    6.3907       NaN   10.7389    2.4607
NGC1512       spiral    3139  1.000000  1.000000  8.450602  8.085489  0.00189905   41.7639    2.6948    3.1786    5.4024    4.8463       NaN   24.2506    2.8172
NGC1512       spiral    3140  1.000000  0.643014  8.769234  8.362622  0.00060756   28.8777    1.1927    1.3911       NaN       NaN       NaN       NaN    0.6933
NGC1512       spiral    3211  1.000000  1.000000  7.084181  7.094057  0.00123012   46.6970    1.3190    1.6333       NaN       NaN       NaN       NaN    1.1990
NGC1512       spiral    3212  0.987402  1.117961  7.702814  7.735991  0.00082418   36.6854   -1.5910   -1.9272       NaN       NaN       NaN       NaN    0.9405
NGC1512       spiral    3213  1.000000  1.000000  8.397286  8.501115  0.00045095   24.9325    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3271  0.937893  1.005953  7.162644  7.022708  0.00255378   76.1967    4.3530    5.3750    8.4456    7.4559       NaN   27.9360    4.5284
NGC1512       spiral    3272  1.000000  1.000000  6.301750  6.313317  0.00201208  103.8166    4.4019    5.6042    9.9333   10.0192       NaN   14.2217    4.6539
NGC1512       spiral    3273  0.870834  0.930818  5.491263  5.791482  0.00098773  131.4760    4.1022    5.3753    9.4168   13.3960       NaN    6.9268    4.3201
NGC1512       spiral    3283  1.000000  1.000000  6.812260  6.811026  0.00097135   50.1008    3.4493    4.3125       NaN       NaN       NaN       NaN    3.3460
NGC1512       spiral    3284  1.000000  1.000723  7.695164  7.285816  0.00032665   32.5658    1.8769    2.2742       NaN       NaN       NaN       NaN   -0.5457
NGC1512       spiral    3341  1.000000  1.000000  6.557658  6.820006  0.00196739   66.8891    3.6407    4.5932    8.1715   11.9071       NaN    7.7886    3.6689
NGC1512       spiral    3342  1.000000  1.000000  5.568277  5.550776  0.00197293   85.7838    4.1091    5.3697    9.0415    8.3252       NaN   19.7902    4.1993
NGC1512       spiral    3354  1.000000  1.000000  6.755756  6.117032  0.00123135   49.0334    3.7169    4.6564    8.3075   15.6312       NaN    5.1109    3.4781
NGC1512       spiral    3355  1.000000  0.367096  7.750902  7.566978  0.00058741   28.9315   -0.2198   -0.2658       NaN       NaN       NaN       NaN   -0.1583
NGC1512       spiral    3411  1.112749  0.989455  6.755756  6.656804  0.00111039   47.4224    1.3989    1.7525    3.1266    4.1515       NaN    9.2337    2.1519
NGC1512       spiral    3412  1.000000  1.000000  5.765182  5.929608  0.00157755   64.0658    2.1144    2.7437       NaN       NaN       NaN       NaN    2.1496
NGC1512       spiral    3424  1.000000  1.000000  6.557658  6.492564  0.00292490   76.7564    3.9295    4.9576    8.8197    9.3865       NaN   13.8737    3.9085
NGC1512       spiral    3425  1.000000  1.000000  7.552045  7.395921  0.00068186   44.3050    0.4183    0.5094       NaN       NaN       NaN       NaN    0.6106
NGC1512       spiral    3482  0.982741  1.008994  6.812260  6.571555  0.00115909   45.1876    3.9488    4.9371    8.8155    9.1820       NaN   14.5831    2.8170
NGC1512       spiral    3483  1.000000  1.000000  5.969218  6.003144  0.00216853   66.7758    3.4971    4.5052    7.9472    7.5031       NaN   17.3818    3.3998
NGC1512       spiral    3484  0.919564  0.990369  5.185517  5.380786  0.00145473   72.0001    2.0382    2.7000    4.7091    4.5206       NaN   16.4285    2.3557
NGC1512       spiral    3493  0.986568  0.999705  6.301750  6.351855  0.00448807  119.1184    6.9246    8.8160   14.0866   11.6986       NaN   24.7320    6.7520
NGC1512       spiral    3494  1.000000  1.000000  7.162644  7.504058  0.00380610   95.2634    4.8539    5.9935   10.7562   11.5670       NaN   13.2626    4.9382
NGC1512       spiral    3495  1.022606  0.909795  8.057806  7.733125  0.00136949   51.2763    0.0761    0.0911    0.1655    0.2493       NaN    7.7334    1.3205
NGC1512       spiral    3553  1.000000  1.000000  7.702814  7.562578  0.00117966   40.2135    0.7060    0.8552       NaN       NaN       NaN       NaN    1.3226
NGC1512       spiral    3554  1.000000  1.000000  7.084181  8.042416  0.00157064   56.2439    2.4262    3.0042    5.3854   10.3848       NaN    4.9684    2.4651
NGC1512       spiral    3555  0.948581  0.972269  6.562867  6.463585  0.00136297   63.7894    2.9765    3.7545    6.6799    6.4666       NaN   16.7774    2.7957
NGC1512       spiral    3563  1.000000  1.000000  7.704308  7.471789  0.00550594  126.1185    6.2248    7.5397   12.7686   10.5844       NaN   23.0926    6.9240
NGC1512       spiral    3624  1.000000  0.939119  9.188014  8.905889  0.00045099   28.4330    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3625  1.000000  1.000000  8.769234  8.492386  0.00157143   40.0443    4.5068    5.2562    9.6542   11.5792       NaN   11.8315    4.5890
NGC1512       spiral    3626  1.000000  1.000000  8.450602  8.639284  0.00320836   42.4860    4.3210    5.0968    9.3186    9.6446       NaN   15.4935    4.5194
NGC1512       spiral    3627  0.896068  0.965298  8.243738  8.294512  0.00188367   50.1851    4.2031    4.9943    9.1040    9.7444       NaN   14.4249    4.1910
NGC1512       spiral    3696  1.000000  1.000000 10.578937 10.179168  0.00047538   30.5452    1.6437    1.7976    3.3892    3.9602       NaN   13.1343    1.7497
NGC1512       spiral    3697  1.000000  1.000000 10.492285 10.292687  0.00050554   36.8708    1.1838    1.2986    2.4453    3.4773       NaN    9.2431    1.3825
NGC1512       spiral    3698  1.000000  1.000000 10.502168 10.900739  0.00106377   37.9449   -0.3995   -0.4381       NaN       NaN       NaN       NaN    0.3104
NGC1512       spiral    3767  1.000000  0.358135 12.892314 12.478478  0.00031033   21.2558    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3768      -NaN  2.137544 13.041479      -NaN  0.00050182   20.1149    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3769      -NaN  1.000000 13.265818      -NaN  0.00061150   20.4718    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3770      -NaN  1.000000 13.561600      -NaN  0.00112404   22.3721    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1512       spiral    3771      -NaN  1.000000 13.924275      -NaN  0.00112244   21.6988    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral     395  1.000000  1.000000 11.577710 11.527043  0.00233266   27.4328    1.3866    1.1582       NaN       NaN       NaN       NaN    1.5816
NGC1566       spiral     396  1.000000  1.000000 11.234321 11.270174  0.00293968   29.2962   -3.1652   -2.6956   -5.6257       NaN       NaN   14.3890    2.4985
NGC1566       spiral     397  1.000000  1.000000 10.991328 10.917715  0.00216274   27.0650    2.7679    2.3898       NaN       NaN       NaN       NaN    2.7134
NGC1566       spiral     453  1.000000  1.000000  9.022293  9.161309  0.00331043   50.6074    3.1921    3.0802    6.1102       NaN       NaN   10.2699    3.6917
NGC1566       spiral     454  1.000000  1.000000  9.098368  8.993794  0.00383389   48.3657    3.7606    3.6132    7.1801       NaN       NaN   15.4632    5.1524
NGC1566       spiral     510  0.997541  0.997227  7.501444  7.566646  0.00719373   86.1314   10.4899   11.0297   20.0881       NaN       NaN   25.3629   10.7286
NGC1566       spiral     511  1.000000  1.000000  7.873796  7.677920  0.00560837   74.4415   10.5534   10.8656   17.0947       NaN       NaN   42.0307   10.5868
NGC1566       spiral     567  1.000000  1.000000  6.739359  6.645187  0.00928881  122.3772   16.0280   17.5938   31.3013       NaN       NaN   24.7497   16.0501
NGC1566       spiral     568  0.838067  0.935603  7.449189  7.372538  0.00729509   77.3329    7.6961    8.1161   15.5295       NaN       NaN   17.2453    7.8842
NGC1566       spiral     623  0.989653  0.995041  5.225511  5.173418  0.02999904  219.2545   66.2855   79.2552   66.6819       NaN       NaN  211.6547   66.5014
NGC1566       spiral     624  1.000000  1.000000  6.071116  5.868069  0.02978803  159.9670   36.9122   42.0766   51.7666       NaN       NaN   71.9415   36.5603
NGC1566       spiral     674  0.934973  0.981520  3.563921  3.351632  0.01987426  234.9337   23.3790   30.7033   22.6561       NaN       NaN  257.7522   23.3963
NGC1566       spiral     675  1.000000  1.000000  2.671835  2.761556  0.02637206  378.0315   45.1775   62.3965   46.0079       NaN       NaN  230.4505   44.9031
NGC1566       spiral     680  0.946112  0.934492  3.976858  4.129967  0.02469510  248.9262   49.9806   64.1260   63.3589       NaN       NaN  109.1500   49.7797
NGC1566       spiral     681  1.000000  1.000000  4.984868  4.830692  0.04641418  234.5439   46.3449   56.1711   56.9481       NaN       NaN  114.5912   46.0724
NGC1566       spiral     730  1.000000  1.000000  4.411551  4.258855  0.06457255  268.1768   40.1111   50.2153   49.5299       NaN       NaN  116.0219   40.2773
NGC1566       spiral     731  0.929058  0.941926  3.308664  3.509330  0.07682744  327.6268   61.3513   81.7416   65.3098       NaN       NaN  194.5704   61.2723
NGC1566       spiral     737  0.910825  0.802276  3.308664  3.404583  0.03571007  299.0915   58.0612   77.3581   61.4616       NaN       NaN  198.0123   57.9197
NGC1566       spiral     738  1.000000  1.000000  4.411551  4.462852  0.02878880  206.7761   38.0189   47.5961   63.9159       NaN       NaN   44.2352   38.0516
NGC1566       spiral     787  1.000000  1.000000  4.984868  4.772944  0.02962214  217.3978   33.3784   40.4554   41.1088       NaN       NaN  113.7765   33.7556
NGC1566       spiral     788  0.948691  0.845594  3.976858  4.180357  0.03287822  262.0088   51.1151   65.5815   63.1237       NaN       NaN  118.4490   51.2000
NGC1566       spiral     793  1.000000  1.000000  2.671835  2.793186  0.02706477  393.5066   57.5795   79.5254   54.3835       NaN       NaN  291.6089   57.4753
NGC1566       spiral     794  1.000000  1.000000  3.563921  3.281314  0.02022807  235.4281   39.9698   52.4918   43.7279       NaN       NaN  176.4500   39.8556
NGC1566       spiral     845  1.000000  1.000000  5.225511  5.153756  0.03466837  236.1628   50.4901   60.3692   47.1494       NaN       NaN  267.0715   50.3918
NGC1566       spiral     902  1.000000  1.000000  6.146561  6.170071  0.10219846  265.6520   43.4193   49.2837   49.8258       NaN       NaN  134.1557   43.4193
NGC1566       spiral     957  0.864416  0.830343  7.873796  7.571026  0.03715790  136.2989   33.6884   34.6849   40.6745       NaN       NaN  105.2932   34.2392
NGC1566       spiral     958  1.000000  1.000000  7.501444  7.404450  0.02597482  153.1248   34.3198   36.0858   41.4320       NaN       NaN  107.2437   34.8881
NGC1566       spiral     959  1.003389  0.996916  7.278694  7.496204  0.01091576  106.0204   17.5717   18.7098   20.7098       NaN       NaN  116.8538   17.4836
NGC1566       spiral    1016  1.000000  1.000000  9.080527  8.969296  0.00419166   63.4828    2.2449    2.1590    4.2887       NaN       NaN   20.7298    4.3940
NGC1566       spiral    1017  0.866563  0.812591  9.270539  9.211078  0.00326764   50.1612    2.3401    2.2266    4.4422       NaN       NaN   15.3211    4.1073
NGC1566       spiral    1073  0.861345  1.093011 11.577710 11.342989  0.00315219   30.5920   -1.3322   -1.1128   -2.3407       NaN       NaN   17.2756    1.2758
NGC1566       spiral    1074  1.000000  1.019693 12.012888 11.861670  0.00353638   28.2732    1.5552    1.2674       NaN       NaN       NaN       NaN    0.8875
NGC1566       spiral    1825      -NaN  1.000000 14.752237      -NaN  0.00081140   12.6965    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1827      -NaN  1.000000 13.528448      -NaN  0.00191960   17.6931    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1828      -NaN  1.000000 13.013962      -NaN  0.00252023   22.9529    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1829  1.000000  1.114088 12.575381 12.307154  0.00203308   24.4550    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1830  1.000000  1.274831 12.220882 11.916805  0.00186062   24.4105    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1831  1.000000  0.411125 11.957943 11.553555  0.00147551   22.7601    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1566       spiral    1884  0.829629  0.477649 10.250575 10.543455  0.00249699   31.7679    0.9642    0.8680    1.7712       NaN       NaN   14.9577    2.1776
NGC1566       spiral    1885  1.000000  1.000000 10.031475 10.061922  0.00185037   31.6833    0.7449    0.6789    1.3783       NaN       NaN    5.4160    1.1048
NGC1566       spiral    1886  1.000000  1.000000  9.930731  9.739228  0.00294231   35.2751    0.8912    0.8170    1.6548       NaN       NaN   12.8084    1.9075
NGC1566       spiral    1942  1.000000  1.000000  8.277912  8.419428  0.00644355   70.0605    5.6233    5.6590    9.4619       NaN       NaN   36.5993    6.6584
NGC1566       spiral    1943  1.000000  1.000000  8.561072  8.163343  0.00521803   60.6254    7.3999    7.3288   12.9234       NaN       NaN   32.1386    7.6616
NGC1566       spiral    1999  1.000000  1.000000  7.259866  7.235689  0.00628951   89.6865   10.7078   11.4135   21.3035       NaN       NaN   22.7745   10.7950
NGC1566       spiral    2056  1.000000  1.000000  6.335342  6.138887  0.03257935  153.2388   36.0803   40.5191   53.5852       NaN       NaN   59.3799   36.1610
NGC1566       spiral    2057  0.821034  0.918120  7.152964  7.061287  0.01385753   80.3834   10.1745   10.9107   20.1393       NaN       NaN   23.2606   10.1831
NGC1566       spiral    2112  1.000000  1.000000  5.007523  4.922558  0.03820865  235.7432   57.0012   68.9984   67.5792       NaN       NaN  128.0163   56.7864
NGC1566       spiral    2113  0.950887  0.973535  5.965287  5.683927  0.03156981  150.2479   24.5850   28.1927   36.1691       NaN       NaN   62.2640   24.5637
NGC1566       spiral    2161  1.000000  1.000000  3.849678  3.721999  0.03103775  257.8738   32.7007   42.2580   43.7835       NaN       NaN   92.5725   32.8503
NGC1566       spiral    2162  1.002313  0.971733  2.789506  3.071284  0.03664644  337.8413   52.6291   72.2068   49.1120       NaN       NaN  301.0919   52.4284
NGC1566       spiral    2168  1.000000  1.000000  4.078780  3.821802  0.03822543  266.0885   60.8741   77.6542   56.4665       NaN       NaN  288.2595   60.7398
NGC1566       spiral    2169  1.000000  1.000000  5.160119  4.981049  0.02962361  181.8547   28.0967   33.7185   43.7032       NaN       NaN   54.3921   28.3704
NGC1566       spiral    2216  0.949140  0.940602  5.160119  4.866136  0.01959326  171.6788   20.0169   24.0221   34.0674       NaN       NaN   41.0582   20.0136
NGC1566       spiral    2217  0.979090  0.997578  4.078780  4.041356  0.06660041  294.0516   63.1413   80.5464   70.5498       NaN       NaN  161.1422   63.1729
NGC1566       spiral    2223  0.997059  0.898579  2.789506  3.090508  0.03020508  344.9570   50.8426   69.7557   48.3883       NaN       NaN  283.1229   50.8193
NGC1566       spiral    2224  1.000000  1.000000  3.849678  3.540046  0.02344606  228.7319   38.9315   50.3098   46.0366       NaN       NaN  136.4832   38.6995
NGC1566       spiral    2225  0.999880  0.800416  4.928633  4.770672  0.00901615  121.2130    8.4571   10.2828   18.5699       NaN       NaN    5.6663    8.4992
NGC1566       spiral    2273  1.000000  1.000000  5.007523  4.811434  0.03562832  244.2615   39.5554   47.8808   40.7689       NaN       NaN  198.2820   39.6335
NGC1566       spiral    2278  1.000000  1.000000  3.003222  2.842952  0.02467631  367.3195   38.8870   52.7127   43.9131       NaN       NaN  164.2013   39.0283
NGC1566       spiral    2279  1.000000  1.000000  3.620266  3.594009  0.01279616  205.7707   22.1238   28.9626   46.2614       NaN       NaN   23.2422   22.1134
NGC1566       spiral    2280  0.853362  0.861446  4.430127  4.368405  0.00902650  127.2947    8.2985   10.3780   16.6219       NaN       NaN   25.5653    8.4313
NGC1566       spiral    2330  1.000000  1.000000  5.616132  5.496256  0.03822337  225.4738   43.2917   50.6330   46.3482       NaN       NaN  170.9764   43.2917
NGC1566       spiral    2387  1.000000  1.000000  6.784084  6.896827  0.08888615  231.7674   57.5110   62.9703   47.2974       NaN       NaN  368.4485   57.6743
NGC1566       spiral    2388  1.243668  0.841990  6.463331  6.844265  0.01091429  125.7950   16.2255   18.0905   33.5856       NaN       NaN   20.9118   16.2236
NGC1566       spiral    2444  1.000000  1.000000  8.135628  8.137270  0.00806375   87.8309   13.1526   13.3429   17.8986       NaN       NaN   71.5355   12.5815
NGC1566       spiral    2445  0.840257  1.204966  8.141607  8.231468  0.00416613   71.1671    3.9964    4.0529    7.8790       NaN       NaN   16.5605    4.8013
NGC1566       spiral    2502  1.000000  1.000000 10.580681 10.562878  0.00420087   41.3553    4.6028    4.0672    8.3619       NaN       NaN   23.5005    5.4212
NGC1566       spiral    2503  0.967349  0.846421 11.011814 10.867062  0.00532911   41.0537    6.1868    5.3354   10.9455       NaN       NaN   27.4185    6.7271
NGC1672       spiral     286      -NaN  0.883990 13.879229      -NaN  0.00088120   10.8947    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     329      -NaN  0.935802 13.341497      -NaN  0.00140349   12.0344    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     330      -NaN  1.092547 12.844198      -NaN  0.00172207   12.7675    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     331      -NaN  0.982219 12.440908      -NaN  0.00301136   15.1880    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     332      -NaN  0.907776 12.141000      -NaN  0.00314168   17.8724    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     340      -NaN  0.858987 13.788476      -NaN  0.00112511   12.6709    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     341      -NaN  0.950270 14.428233      -NaN  0.00131436   12.1710    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     378      -NaN  0.947191 11.922981      -NaN  0.00207405   17.2599    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     393      -NaN  1.211423 14.934161      -NaN  0.00085112   10.5342    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     394      -NaN  0.977817 15.843606      -NaN  0.00046541    9.2300    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     445      -NaN  1.676631 15.210505      -NaN  0.00057290    9.6366    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     580  0.848214  0.868320 12.656460 12.131863  0.00302539   36.4882    9.2877    9.1942       NaN       NaN       NaN       NaN    6.2982
NGC1672       spiral     634  0.882430  0.912667 10.696203 10.536531  0.00665695   59.8600    7.1492    7.6205       NaN       NaN       NaN       NaN    8.3669
NGC1672       spiral     688  0.972986  0.964900  9.109520  8.963657  0.01291158   78.6431   10.1313   11.4655       NaN       NaN       NaN       NaN    9.6682
NGC1672       spiral     689  0.902427  0.902290  7.953658  8.073103  0.01942175  103.5224    9.6723   11.4340       NaN       NaN       NaN       NaN    9.2205
NGC1672       spiral     704  0.985796  0.976586 10.315493 10.473173  0.01923570  124.7187   22.5057   24.3365       NaN       NaN       NaN       NaN   22.0461
NGC1672       spiral     743  0.823552  0.954259  7.104658  7.032108  0.01000019   91.3952    9.0379   11.0320       NaN       NaN       NaN       NaN    9.2842
NGC1672       spiral     744  0.994149  0.990614  6.153651  6.160090  0.01579568  119.3001   14.2763   18.0627       NaN       NaN       NaN       NaN   14.3711
NGC1672       spiral     758  0.984459  0.954125 12.568230 12.472826  0.02468269  112.6934   27.7995   27.6111       NaN       NaN       NaN       NaN   28.1629
NGC1672       spiral     810  0.973528  0.949958 12.815231 12.898534  0.01329964   81.4477   18.2881   17.9957       NaN       NaN       NaN       NaN   18.1236
NGC1672       spiral     861  0.854012  0.878194 13.378910 13.315760  0.00344303   46.2352    4.8911    4.7116       NaN       NaN       NaN       NaN    4.4753
NGC1672       spiral     911      -NaN  0.892817 14.221661      -NaN  0.00184108   31.3268    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral     960      -NaN  1.000000 15.297430      -NaN  0.00133492   18.2391    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1007      -NaN  0.847652 16.560870      -NaN  0.00635444   35.4983    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1052      -NaN  0.858156 17.972446      -NaN  0.00311587   24.1566    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1590      -NaN  0.940177 13.665965      -NaN  0.00188271   11.3123    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1591      -NaN  0.973020 13.313218      -NaN  0.00388727   15.9739    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1592      -NaN  0.993956 13.059473      -NaN  0.00204687   15.7263    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1593      -NaN  0.994076 12.910570      -NaN  0.00095006   13.4353    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1594      -NaN  0.865437 12.870149      -NaN  0.00074274   11.8919    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1596      -NaN  0.872348 13.116068      -NaN  0.00086599   10.6187    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1598      -NaN  0.983876 13.773938      -NaN  0.00141667   13.0411    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1638      -NaN  0.967726 12.054546      -NaN  0.00171362   14.4307    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1650      -NaN  1.041058 14.185368      -NaN  0.00077449   11.0785    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1686      -NaN  0.856206 11.288232      -NaN  0.00164228   17.9301    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    1835  0.839012  0.970994 12.570254 12.703890  0.00372854   39.9833    8.8712    8.8105       NaN       NaN       NaN       NaN    9.1566
NGC1672       spiral    1943  0.989856  0.980124  9.843885  9.520354  0.01576627   82.2048   10.4671   11.5218       NaN       NaN       NaN       NaN   11.4736
NGC1672       spiral    1959  0.980801  0.969002  9.274472  9.257647  0.01308909  119.5591   26.4861   29.7881       NaN       NaN       NaN       NaN   26.7268
NGC1672       spiral    1998  1.002993  0.993615  7.421215  7.523537  0.01280132   96.4491    8.7492   10.5527       NaN       NaN       NaN       NaN    8.9258
NGC1672       spiral    2013  0.962981  0.969420 11.418884 11.377868  0.02239870  126.7323   24.6380   25.5557       NaN       NaN       NaN       NaN   23.9139
NGC1672       spiral    2014  0.980538  0.844954 12.570254 12.185336  0.01279563   77.8436    9.9038    9.8359       NaN       NaN       NaN       NaN    9.1217
NGC1672       spiral    2055  0.993416  0.994582  4.955644  4.848525  0.00604123   74.4857   12.1346   16.0629       NaN       NaN       NaN       NaN   12.3821
NGC1672       spiral    2056  1.008989  0.977152  5.039228  4.700041  0.00366905   70.2165    6.4509    8.5124       NaN       NaN       NaN       NaN    6.0694
NGC1672       spiral    2065  0.989434  0.992131 12.650429 12.780219  0.02485039  115.3884   31.2295   30.9219       NaN       NaN       NaN       NaN   31.2748
NGC1672       spiral    2116  0.973295  0.964215 13.059509 13.302452  0.00603661   59.9592   11.6814   11.3892       NaN       NaN       NaN       NaN   10.1641
NGC1672       spiral    2166  1.000000  0.989951 13.768206 13.690248  0.00241912   36.9956    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    2215      -NaN  0.885128 14.733349      -NaN  0.00149961   27.8112    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    2263      -NaN  0.859075 15.908331      -NaN  0.00200061   19.4136    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    2309      -NaN  0.956263 17.250325      -NaN  0.00670241   38.4158    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672       spiral    2352      -NaN  0.938290 18.233839      -NaN  0.00232408   18.4108    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2283       spiral      36  0.937997  0.897704  3.796809  3.866301  0.00360844   37.6572    2.8734    2.4258    5.0806    4.9939       NaN   22.6910    2.7292
NGC2283       spiral      55  1.045466  0.959719  2.167244  2.318025  0.00462231  124.9344    5.0740    5.1585    8.8588    6.9607       NaN   32.8957    5.1516
NGC2283       spiral     104  0.943811  0.970574  3.676052  3.646328  0.00577312       NaN    4.3518    3.7249    7.7578       NaN       NaN   10.3635    4.4309
NGC2283       spiral     187  0.987875  0.978324  2.662601  2.845997  0.00427952   82.6497    3.3213    3.1912    6.3415   10.1814       NaN    8.4235    3.3017
NGC2283       spiral     203  0.947463  0.952685  1.134476  1.039824  0.00910859  222.0990    8.5852    9.8194   14.6457    9.7098       NaN   39.1163    8.5563
NGC2283       spiral     205  0.948356  0.848210  2.208738  2.373148  0.00577714  105.8018    5.3606    5.4242    9.7973    8.1594       NaN   28.3991    5.2775
NGC2283       spiral     220  0.990152  0.901683  2.208738  2.343805  0.01100854  139.6796    7.7964    7.8889   12.0899    8.7667       NaN   47.4581    7.7930
NGC2283       spiral     223  0.899760  0.928115  2.284058  2.268660  0.00673784  109.7228    5.3792    5.3964   10.5372   10.5408       NaN   16.8251    5.3373
NGC2283       spiral     237  0.872078  0.958653  3.250866  3.131918  0.00671292       NaN    4.5554    4.0929    8.3581       NaN       NaN   14.2690    4.4701
NGC2283       spiral     254  0.899809  0.954406  4.362644  4.257677  0.00831691       NaN    4.4921    3.5553    7.6441       NaN       NaN   24.0604    4.8756
NGC2566       spiral     167      -NaN  0.989003 17.094690      -NaN -0.00000883       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     168      -NaN  1.000000 17.779874      -NaN  0.00008582       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     206      -NaN  0.965353 16.679816      -NaN  0.00039314       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     207      -NaN  1.000000 17.534437      -NaN  0.00029451       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     208      -NaN  0.840737 18.434769      -NaN  0.00005934       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     247      -NaN  1.000000 16.792344      -NaN  0.00056166       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     248      -NaN  0.960248 17.792350      -NaN  0.00043652       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     271  0.913519  0.873958 11.926011 11.803607  0.00681570       NaN   16.8988   13.9084   23.5252       NaN       NaN   55.7167   16.8761
NGC2566       spiral     273  0.991396  0.977801 10.283973  9.984521  0.00558272       NaN   10.2988    9.2823   16.0149       NaN       NaN   42.6123   10.1315
NGC2566       spiral     274  1.024327  0.883891  9.604234  9.467418  0.00470325       NaN   11.0826   10.3716   20.8319       NaN       NaN   17.7184   10.5912
NGC2566       spiral     289      -NaN  0.979400 16.332253      -NaN -0.00007586       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     290      -NaN  1.000000 17.422057      -NaN  0.00023221       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566       spiral     310  0.906818  0.882972 14.123568 14.125393  0.00103468       NaN   10.7014    7.7994   17.3403       NaN       NaN   31.0104   11.1162
