#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC2997       spiral    1301  1.574868  1.045251 12.149194 11.259276  0.00360235       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997       spiral    2605  0.893034  0.877777 11.404557 11.318349  0.01023010       NaN   12.5488   10.8012   21.5775       NaN       NaN   29.9222   12.5996
NGC2997       spiral    2606  0.991862  0.995438 10.500128 10.341506         NaN       NaN   12.9535   11.7095   23.1083       NaN       NaN   27.8134   12.9499
NGC2997       spiral    2607  0.962891  0.973409  9.618881  9.438551         NaN       NaN   22.6172   21.4448   27.5690       NaN       NaN   95.2484   22.7002
NGC2997       spiral    2608  0.986077  0.971393  8.767809  8.859346  0.02531689       NaN   31.1317   30.9107   33.0843       NaN       NaN  152.0977   31.0876
NGC2997       spiral    2609  1.000000  1.000000  7.956600  7.750820  0.01999052       NaN   26.2103   27.1935   35.4854       NaN       NaN   74.1017   26.1239
NGC2997       spiral    2610  1.000000  1.000000  7.198742  7.080654  0.01616116  136.6617   28.8497   31.1864   37.5082   25.7815       NaN   87.1081   28.9815
NGC2997       spiral    2611  1.000000  1.000000  6.512889  6.507497  0.01369033       NaN   23.0221   25.8289   39.3575       NaN       NaN   38.2215   23.0724
NGC2997       spiral    2612  0.937557  0.927358  5.924100  5.678800  0.01902375       NaN   31.1453   36.0751   37.1320       NaN       NaN  121.1459   31.1473
NGC2997       spiral    2666      -NaN  1.000000 13.417194      -NaN  0.00467030   35.7486    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997       spiral    2672  1.000000  1.000000  7.582743  7.612658  0.02040291  113.0842   32.0772   33.9614   33.9549   25.1353       NaN  162.6779   32.0125
NGC2997       spiral    2680  0.989914  0.996757  3.269989  3.403158  0.01229755  218.5905   21.3688   28.5786   33.8305   21.7856       NaN   56.4691   21.3920
NGC2997       spiral    2681  0.946016  0.966253  3.769420  3.521492  0.00837411       NaN   17.6216   22.9380   22.5505       NaN       NaN  107.2920   17.7202
NGC2997       spiral    2736  1.000000  1.000000  6.812317  6.780271  0.01508564  108.0709   29.4870   32.5497   34.9644   25.9710       NaN  118.2511   29.4839
NGC2997       spiral    2739  0.970092  0.953656  3.813054  3.691922  0.00682786  134.9277   17.4840   22.7052   30.9063   23.0800       NaN   39.0180   17.4668
NGC2997       spiral    2740  0.888691  0.900740  2.842436  2.918916  0.00656391  189.8326   16.2795   22.2824   30.8682   21.5551       NaN   32.7796   16.2589
NGC2997       spiral    2745  0.938736  1.011864  2.645923  2.755287  0.00625647  219.8118   16.5916   22.9526   34.7962   24.3595       NaN   24.1413   16.6668
NGC2997       spiral    2746  0.841024  0.861495  3.609631  3.488864  0.00728428       NaN   16.1804   21.2452   29.0718       NaN       NaN   37.4325   16.2093
NGC2997       spiral    2753      -NaN  0.851876 10.654042      -NaN  0.01786982       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997       spiral    2799  1.000000  1.000000  7.612992  7.472456  0.00894351   68.8763   14.4482   15.2719   29.1942   26.7159       NaN   20.8885   14.5009
NGC2997       spiral    2803  0.921157  0.965074  3.609631  3.713965  0.00843083  165.3428   17.5347   23.0234   29.1698   20.4135       NaN   47.6180   17.5446
NGC2997       spiral    2809  1.000000  1.000000  2.842436  2.910353  0.00658091  203.8496   16.2918   22.2992   31.8545   22.0671       NaN   29.7810   16.3051
NGC2997       spiral    2817  1.203896  1.136487 10.864550 10.470702  0.00607190       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997       spiral    2863  1.000000  1.000000  7.937770  7.865858  0.01184105   69.8881   22.4532   23.3193   38.6376   31.9905       NaN   35.0533   22.5923
NGC2997       spiral    2867  1.000000  1.000000  4.450353  4.532663  0.01259418  142.4666   19.1553   24.0314   25.8040   18.5935       NaN   88.5557   19.1306
NGC2997       spiral    2868  0.845273  0.985839  3.769420  3.918496  0.00878576  161.3462   14.9142   19.4138   31.4305   23.9452       NaN   22.5717   14.9431
NGC2997       spiral    2879  0.993646  0.996772  9.487538  9.252443  0.01495842   81.0616   24.4396   23.3382   27.2470   21.0324       NaN  126.6538   24.7152
NGC2997       spiral    2928  0.954308  0.863601  7.928024  7.715330  0.01167149       NaN   12.8490   13.3517   18.3096       NaN       NaN   63.2317   13.1969
NGC2997       spiral    2929  0.998608  0.999676  7.172421  7.152038  0.00950826   68.2157   13.9756   15.1291   20.4441   16.9624       NaN   60.3314   14.1766
NGC2997       spiral    2934  0.876002  0.857640  5.061139  5.235621  0.01325185  136.8667   21.0386   25.5350   37.8456   27.8946       NaN   34.8672   21.0847
NGC2997       spiral    2936  0.866242  0.924344  5.463845  5.433814  0.01817277  142.3784   27.5675   32.7371   44.1484   31.0631       NaN   49.2114   27.5250
NGC2997       spiral    2937  0.913750  0.959734  5.924100  6.065589  0.01649165  125.5111   25.4352   29.4611   36.3916   26.1187       NaN   68.5133   25.3076
NGC2997       spiral    2938  0.909155  0.979127  6.512889  6.674299  0.01710942  120.5379   30.3673   34.0696   32.6870   24.3051       NaN  162.2416   30.3366
NGC2997       spiral    2939  0.979883  0.962822  7.198742  7.078540  0.02240234  118.6462   30.6342   33.1155   37.9587   26.9354       NaN  101.2300   30.6396
NGC2997       spiral    2940  0.923216  0.903634  7.956600  7.767227  0.03247708  121.8762   26.5271   27.5222   29.5251   20.9598       NaN  136.6768   26.2973
NGC2997       spiral    2993  0.997450  0.999481  8.064254  7.809052  0.00942901   64.3198   13.3400   13.7599   18.4833   15.1695       NaN   68.5914   13.4697
NGC2997       spiral    2994  1.000000  1.000000  7.629974  7.756344  0.00917948       NaN   19.6612   20.7629   26.8789       NaN       NaN   72.9798   19.5584
NGC2997       spiral    3056  0.971945  0.983760  9.478985  9.383643  0.02661683   69.2927   14.4877   13.8412   17.1785   13.9075       NaN  104.5105   14.5802
NGC2997       spiral    3060  0.886972  0.530390  9.226490  9.019280  0.00223978   26.8011    4.0907    3.9620    7.8476   11.6402       NaN    9.6689    4.1953
NGC2997       spiral    3119  1.030170  1.016688 11.220539 10.798433  0.00868265   35.4826    8.9673    7.7958   14.7609   12.6853       NaN   34.5863    8.8543
NGC2997       spiral    3120  0.910352  0.992459 11.140487 11.025973  0.00586468   33.4536    7.5963    6.6326   13.7026   12.3860       NaN   25.9241    7.9024
NGC2997       spiral    3184      -NaN  1.189075 13.475636      -NaN  0.00227124   18.0724    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC3507       spiral     126  0.911711  0.917511  6.455268  6.461584  0.00362157   44.7524    7.5451    6.1927   13.1194   16.2789       NaN   15.2888    7.3299
NGC3507       spiral     127  1.000000  1.000000  7.055906  7.240942  0.00263273   38.0971    7.7221    5.9869       NaN       NaN       NaN       NaN    7.5229
NGC3507       spiral     150  0.952775  0.870362  4.606525  4.490785  0.00470109   77.8876    6.7410    6.5933   13.0076   15.3676       NaN   13.8595    6.6090
NGC3507       spiral     151  0.969126  0.950951  4.059553  3.879784  0.00467223  101.3825    9.4721    9.7580   14.2827   11.2577       NaN   52.6005    9.4078
NGC3507       spiral     152  0.882007  0.897493  3.720206  3.598683  0.00488787  109.2300   10.1794   10.8297   15.3423   11.7890       NaN   54.1457   10.0116
NGC3507       spiral     153  1.000000  1.000000  3.646911  3.634021  0.00423382  113.2942   10.5323   11.2833   21.4520   19.0318       NaN   19.6599   10.4396
NGC3507       spiral     154  1.000000  1.000000  3.854874  3.743110  0.00447732  119.8236    8.6193    9.0535   15.1193   11.9706       NaN   33.3350    8.6273
NGC3507       spiral     158  1.000000  1.000000  6.488535  6.360216  0.00243030   47.9277    6.7757    5.5436   11.7595   12.9379       NaN   18.9531    7.1118
NGC3507       spiral     179  1.000000  1.000000  5.319836  5.272483  0.00382956   67.1477    7.3635    6.7310   13.6493   12.9980       NaN   22.5370    7.3277
NGC3507       spiral     187  1.000000  1.000000  3.679725  3.365747  0.00570609  146.2483    8.9443    9.5523   16.0077   12.1442       NaN   31.7550    8.7586
NGC3507       spiral     190  1.000000  1.000000  6.531183  6.477492  0.00447470   55.9619    7.6713    6.2511   13.2819   12.8972       NaN   23.9350    8.1261
NGC3507       spiral     209  1.000000  1.000000  6.148266  6.064253  0.00279807   55.8766    6.7666    5.7179   11.9710   11.5160       NaN   23.6179    6.7666
NGC3507       spiral     221  1.000000  1.000000  6.148266  6.196069  0.00612120   64.5075    9.7693    8.2551   17.2831   22.0413       NaN   14.1953    9.6989
NGC3507       spiral     240  1.000000  1.000000  6.531183  6.469547  0.00489561   61.2764    9.4082    7.6664   16.2892   21.3454       NaN   14.0173    9.3174
NGC3507       spiral     251  0.986979  0.977607  5.319836  5.348696  0.00681350   79.3781   11.3461   10.3714   17.9630   14.9369       NaN   40.7781   11.2340
NGC3507       spiral     252  0.965006  0.878437  6.292534  6.228561  0.00659159   66.5490   10.6962    8.9155   18.7698   20.5212       NaN   18.8536   10.6757
NGC3507       spiral     271  1.000000  1.000000  7.359450  7.458809  0.00314897   39.4582    6.9049    5.2014   11.4101   10.8920       NaN   26.4466    7.1378
NGC3507       spiral     276  0.985171  0.981741  3.854874  3.764718  0.00707497  130.5422   11.1442   11.7056   20.4640   16.1901       NaN   28.8916   11.0329
NGC3507       spiral     277  1.000000  1.000000  3.646911  3.612331  0.00903345  152.5207   13.3720   14.3254   21.4178   15.2848       NaN   45.0407   13.4776
NGC3507       spiral     278  0.929873  0.911921  3.720206  3.770576  0.00921005  153.6485   14.4322   15.3541   21.5887   14.9959       NaN   55.4352   14.6829
NGC3507       spiral     279  0.885364  0.802962  4.059553  4.105282  0.00542041  127.1180   12.3720   12.7453   20.2554   15.1974       NaN   40.6728   12.6244
NGC3507       spiral     280  0.984848  0.974329  4.606525  4.557479  0.00440381   96.4024    8.6747    8.4847   16.4962   14.2728       NaN   24.3681    8.6843
NGC3507       spiral     281  1.000000  1.000000  5.297192  5.412504  0.00459641   76.9978    6.8314    6.2579       NaN       NaN       NaN       NaN    6.8306
NGC3507       spiral     302  1.000000  1.000000  7.746044  7.515547  0.00150268   26.7044   -1.1159   -0.8103       NaN       NaN       NaN       NaN   -0.3912
NGC3507       spiral     547  1.000000  0.984666  7.037425  7.007022  0.00158704   34.0077    1.2324    0.9571       NaN       NaN       NaN       NaN    1.3296
NGC3507       spiral     578  1.000000  1.000000  6.701750  6.590931  0.00169042   45.7537    7.7856    6.2424   13.3510   12.2791       NaN   26.9107    7.9333
NGC3507       spiral     599  0.902936  0.927703  5.198359  5.182568  0.00506125   71.2231    8.3320    7.7045   14.1876   12.2624       NaN   32.7994    8.5278
NGC3507       spiral     600  1.000000  1.000000  4.359497  4.415354  0.00592546  100.1375    8.7147    8.7259   16.4987   14.0686       NaN   25.2095    8.7147
NGC3507       spiral     601  0.998127  0.943785  3.617674  3.814213  0.00534993  120.7080   10.2380   10.9984   19.1112   15.4558       NaN   27.9794   10.2380
NGC3507       spiral     605  0.995650  0.984423  3.227634  3.455176  0.00403951  173.6840    8.9526    9.9801   14.2295    9.9134       NaN   47.7333    9.2009
NGC3507       spiral     606  0.998325  0.990774  3.873022  3.824948  0.00731642  147.0199   13.3350   13.9827   20.7306   14.8366       NaN   48.5442   13.2377
NGC3507       spiral     609  1.000000  1.000000  6.430297  6.327222  0.00450882   54.7114    6.6389    5.4618    9.3843    7.6330       NaN   53.1025    6.9245
NGC3507       spiral     629  1.000000  1.000000  5.647425  5.580653  0.00327709   59.4490    7.1240    6.3128   12.9639   15.0610       NaN   16.0043    7.1240
NGC3507       spiral     641  0.981620  0.956668  6.784098  6.763409  0.00531401   56.2374    8.9050    7.0844   13.4556   11.2741       NaN   41.8918    8.7027
NGC3507       spiral     660  0.913436  0.928845  6.784098  6.854969  0.00257539   48.6203    5.0768    4.0389    8.6656    7.8495       NaN   27.8952    4.9668
NGC3507       spiral     672  0.973572  0.969009  5.647425  5.592369  0.00713758   73.3220   12.0819   10.7061   19.4444   16.4943       NaN   37.7227   11.7828
NGC3507       spiral     673  1.002771  0.819733  6.660802  6.402730  0.00553442   53.6357    9.4081    7.5727       NaN       NaN       NaN       NaN    9.0957
NGC3507       spiral     691  1.000000  1.000000  7.371001  7.374462  0.00350862   41.7789    5.6977    4.2873    9.1367    7.9869       NaN   33.1708    5.4948
NGC3507       spiral     696  1.000000  1.000000  3.227634  3.125528  0.00702967  165.4531   13.2320   14.7506   21.8543   15.3956       NaN   42.3374   13.0911
NGC3507       spiral     702  1.000000  1.000000  5.198359  5.031454  0.00546354   77.2602    7.1470    6.6088   13.3389   13.4700       NaN   19.9437    7.1377
NGC3507       spiral     722  1.000000  1.000000  7.486745  7.584040  0.00197243   27.3980    3.3695    2.5078    5.5283    9.2540       NaN   10.2375    3.4161
NGC3507       spiral     728  0.986042  0.935528  4.552462  4.320434  0.00873634  108.0838   10.9337   10.7491   18.5216   14.7814       NaN   35.1278   10.5575
NGC3507       spiral     729  0.984995  0.984821  4.710350  4.573770  0.00831952  107.6984   12.2716   11.8851   22.1820   18.2180       NaN   28.3141   12.0780
NGC3507       spiral     730  0.961205  0.955824  5.074441  4.932140  0.00406541   86.3210    6.4719    6.0553   12.1635   12.3698       NaN   18.9010    6.4550
NGC3627       spiral     302      -NaN  0.990767 10.447903      -NaN  0.00132560   67.9973    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC3627       spiral     398  0.919865  0.918550  7.555256  7.901794  0.00985832  150.5921   27.1334   28.1562   28.2353   19.4750       NaN  168.6750   26.9922
NGC3627       spiral     549  0.874511  0.903899  6.052597  5.554492  0.00896769  133.6694   20.6831   23.4347   28.1703   20.1361       NaN   78.4217   20.6887
NGC3627       spiral     554  0.943092  0.924609  3.829535  3.868506  0.04387108  383.2883   65.8984   85.0340   58.8623   33.6697       NaN  327.5566   65.9179
NGC3627       spiral     606  0.892809  0.954740  5.524634  5.445208  0.02902552  231.2401   44.7053   52.2414   42.5529   27.1501       NaN  246.7027   44.6953
NGC3627       spiral     652  0.909310  0.892763  3.829535  4.043789  0.02680879  361.8879   62.0108   80.0174   63.0644   34.9821       NaN  218.3614   62.1038
NGC3627       spiral     708  0.987538  0.982910  6.996885  6.912041  0.00676761  131.7372   17.3209   18.5706   26.5283   19.2558       NaN   51.8386   17.3274
NGC3627       spiral     757  0.926560  0.981750  5.860382  5.666760  0.00560877  118.5700   12.5556   14.3868   21.7546   16.7881       NaN   37.3186   12.3159
NGC3627       spiral    1493      -NaN  1.251736 11.359810      -NaN  0.00074263   57.4909    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC3627       spiral    1586  0.887480  0.822871  8.790573  8.343941  0.00990282  133.4019   24.5376   23.6875   23.3265   16.7717       NaN  210.3400   24.1608
NGC3627       spiral    1587  0.875769  0.926363  8.122848  8.339490  0.01482045  155.3939   31.8845   32.0060   30.0393   20.7805       NaN  223.6890   31.9954
NGC3627       spiral    1636  0.937919  0.859809  7.136532  7.422167  0.00741870  153.8458   24.6819   26.2474   26.9815   18.5416       NaN  147.6655   24.6485
NGC3627       spiral    1686  0.919375  0.817551  6.845972  6.552346  0.00816174  172.9112   21.1802   22.9096   26.3408   17.4067       NaN  100.1271   21.2766
NGC3627       spiral    1738  0.912624  0.916234  5.651640  5.682309  0.01195761  165.1958   30.2102   35.0415   32.8789   22.7327       NaN  161.2714   30.1934
NGC3627       spiral    1790  0.867829  0.931296  4.819216  4.712744  0.01216087  174.5169   26.5581   32.3424   35.6427   23.7404       NaN   87.3457   26.5138
NGC3627       spiral    1795  0.834656  0.907339  4.551787  4.517431  0.02790531  266.0311   48.4605   59.9456   43.6980   28.0247       NaN  306.7188   48.4538
NGC3627       spiral    1842  0.959332  0.924618  4.551787  4.354866  0.01561049  235.4898   43.6981   54.0546   44.9509   28.5158       NaN  203.2295   43.7479
NGC3627       spiral    1894  0.866315  0.837755  4.941943  4.575315  0.03009400  242.1538   57.8111   69.8988   59.2365   36.6776       NaN  201.7489   57.9436
NGC3627       spiral    2000  1.000000  0.871913  6.374873  5.776899  0.00289621   86.9096    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4254       spiral     139  0.997836  0.976650  6.152513  5.782555  0.00514519   40.1401    0.0000    0.0000    0.0000    0.0000       NaN   26.6700    0.0000
NGC4254       spiral     140  1.000000  1.000000  5.421300  5.258084  0.01525291   78.0928   37.4754   29.1315   45.5569   33.5330       NaN   81.0456   37.6853
NGC4254       spiral     141  0.939571  0.872740  4.801878  4.810106  0.01997424  103.1867   53.4777   44.8903   67.0967   45.8772       NaN   78.4138   53.4626
NGC4254       spiral     142  0.849770  0.904917  4.342351  4.326369  0.01691124  107.8309   48.2766   42.9010   61.2321   42.0466       NaN   79.5857   48.0412
NGC4254       spiral     143  0.939116  0.992457  4.096882  3.854758  0.01957004  123.6888   50.6331   46.3860   53.0622   35.5037       NaN  148.3149   50.4822
NGC4254       spiral     144  0.996396  0.997664  4.104061  4.145837  0.03110292  151.2147   58.4773   53.5245   69.6967   43.8577       NaN   99.1390   58.5413
NGC4254       spiral     145  0.883731  0.977952  4.362642  4.215787  0.02599536  120.1370   42.1389   37.3526   57.8981   40.2431       NaN   61.8504   42.2837
NGC4254       spiral     149  1.000000  1.000000  7.006741  6.853748  0.00397786   22.1969   13.9044    8.8792   17.0500   13.4516       NaN   66.6674   13.9181
NGC4254       spiral     150  0.935743  0.711947  7.869942  7.524916  0.00252158   14.1710    9.2445    5.3041       NaN       NaN       NaN       NaN    8.9710
NGC4254       spiral     175  1.000000  1.000000  3.097713  2.873309  0.02913307  211.9296   63.2755   65.6152   68.5426   40.7579       NaN  148.6966   63.4129
NGC4254       spiral     179  1.000000  1.000000  6.777256  6.743875  0.00899263   36.4165   26.9291   17.6932   36.0406   29.4517       NaN   51.9691   26.5583
NGC4254       spiral     180  0.920735  0.525165  7.767958  7.366880  0.00290924   13.0722    8.8027    5.1149   12.4683   16.7696       NaN   18.5069    8.3899
NGC4254       spiral     201  0.944393  0.955223  1.032097  1.136494  0.05427003  829.1835   99.0407  132.6906  110.9538   45.7945       NaN  166.6644   99.0097
NGC4254       spiral     204  1.000000  1.000000  2.064194  2.103556  0.04706853  409.5919   85.9423  101.3079   94.1112   47.0880       NaN  160.4009   86.0719
NGC4254       spiral     208  1.019772  0.928175  6.192582  6.270313  0.00889603   41.7219   21.1146   14.9162   33.5859   37.6193       NaN   20.9669   21.3078
NGC4254       spiral     223      -NaN  0.903997  8.768214      -NaN  0.00414270   32.3947    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4254       spiral     228  0.819735  0.988404  3.934971  3.859271  0.01052811   88.9649   22.3498   20.8904   41.9803   39.2710       NaN   19.9389   22.3411
NGC4254       spiral     229  1.000000  1.000000  3.097713  3.011981  0.02032083  184.8016   47.0784   48.8192   60.8173   37.6764       NaN   85.7628   47.0109
NGC4254       spiral     230  1.000000  1.000000  2.416217  2.285523  0.02518780  274.2239   62.9860   71.0755   69.3768   38.8697       NaN  151.7270   62.9144
NGC4254       spiral     236  0.855815  0.925734  5.294448  5.433090  0.01115010   59.0779   30.7891   24.3135   38.7096   30.1113       NaN   73.9447   31.1053
NGC4254       spiral     237  1.000000  1.000000  6.259920  6.064672  0.01413753   60.1327   29.7441   20.8376   35.7138   27.6541       NaN   77.0684   29.4818
NGC4254       spiral     258  1.000000  1.000000  4.832434  4.985146  0.01066069   73.6610   18.9587   15.8541   33.3334   32.1363       NaN   23.0169   18.8651
NGC4254       spiral     261  0.917239  0.955540  4.096882  3.940315  0.01700380  117.0405   49.7523   45.5790   62.2877   42.1477       NaN   85.0770   49.7187
NGC4254       spiral     262  0.924829  0.961347  4.342351  4.203628  0.02391865  125.5018   50.2100   44.6192   56.5909   37.3654       NaN  115.1081   50.1875
NGC4254       spiral     263  0.969918  0.962637  4.801878  4.532194  0.02755573  112.3846   41.8981   35.1702   38.8315   27.0200       NaN  202.0472   41.7112
NGC4254       spiral     288  0.908526  0.655732  6.375644  6.125250  0.00761655   48.9955   15.1518   10.4636   23.7785   22.1161       NaN   29.9331   15.1465
NGC4254       spiral     289  0.997851  1.002083  6.156091  6.018428  0.00790532   52.7123   21.1889   15.0366   31.4183   26.6513       NaN   40.2989   21.2271
NGC4254       spiral     319  1.000000  1.000000  8.193763  7.995131  0.00757633   42.7021   20.2395   11.1555   21.1403   15.9145       NaN   97.0319   20.6560
NGC4254       spiral     320  0.971888  1.197218  8.379479  8.436666  0.00500264   33.6922   19.6647   10.5918   26.6270   23.3784       NaN   41.3726   19.4575
NGC4254       spiral     533  0.828462  0.954075  5.869304  5.705864  0.00900108   55.4287   26.8879   19.7717   34.6689   27.4617       NaN   64.2933   26.7545
NGC4254       spiral     542  1.664881  0.088873  8.140572  7.361819  0.00108346    8.5193    5.1176    2.8394       NaN       NaN       NaN       NaN    4.6960
NGC4254       spiral     560  1.000000  1.003107  6.087732  7.624819  0.00551109   44.3455    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4254       spiral     566  0.939459  0.961556  3.187822  3.149627  0.03945073  229.6624   65.0105   66.6652   56.1057   34.2474       NaN  299.6350   65.1491
NGC4254       spiral     567  0.994902  0.999868  3.624325  3.529714  0.02156900  166.1476   39.5257   38.3959   57.4587   37.3019       NaN   56.0811   39.5344
NGC4254       spiral     571  1.000000  1.000000  6.806931  6.817628  0.00527755   27.8078   16.0757   10.5234   24.4398   30.2844       NaN   18.9203   15.8037
NGC4254       spiral     572  0.999823  0.459049  7.743389  7.385494  0.00197453   15.3268    8.5713    4.9957   12.1626   12.9627       NaN   27.2731    8.3814
NGC4254       spiral     598  1.000000  1.000000  2.900504  2.746102  0.03713254  270.2468   72.4578   76.9974   78.1752   43.3551       NaN  153.7549   72.4314
NGC4254       spiral     602  1.000000  1.000000  6.919905  6.727486  0.00425505   24.2361   10.6505    6.8750   16.0577   19.7181       NaN   19.4665   10.6082
NGC4254       spiral     617      -NaN  1.015390  8.966820      -NaN  0.00480018   30.9356    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4254       spiral     623  0.888411  0.861478  2.900504  2.906146  0.02496591  210.7411   47.1444   50.0981   63.5867   38.4313       NaN   76.5340   47.1563
NGC4254       spiral     624  1.000000  1.000000  1.967486  1.913900  0.03985992  429.2485   83.5660   99.6953   90.9484   45.1228       NaN  165.1976   83.5698
NGC4254       spiral     627  1.000000  1.000000  1.740093  1.816703  0.04345100  446.0619   89.6017  109.9535   88.4876   44.6102       NaN  229.2732   89.7844
NGC4254       spiral     632  1.000000  1.000000  6.650696  6.636309  0.01840643   66.1208   24.4768   16.3363   28.3640   21.7389       NaN   82.6165   24.8208
NGC4254       spiral     653  0.986825  1.223864  4.270797  4.363461  0.00885906   83.3626   16.6056   14.8881   30.4289   45.0136       NaN    9.5198   16.5901
NGC4254       spiral     654  0.920782  0.978435  3.624325  3.432362  0.01529746  140.5816   38.1032   37.0140   47.7147   31.5931       NaN   89.3858   38.0466
NGC4254       spiral     655  0.968651  0.994148  3.187822  3.093610  0.02093190  187.5743   59.8759   61.3999   69.6737   42.3255       NaN  117.7572   59.8236
NGC4254       spiral     656  1.000000  1.000000  3.052726  3.107660  0.02156511  203.9165   59.9423   62.5066   64.2576   38.6548       NaN  154.3628   59.9716
NGC4254       spiral     659  0.814512  0.920068  4.424092  4.473785  0.02197884   98.7826   40.5364   35.6594   58.5107   42.3466       NaN   52.6756   40.4925
NGC4254       spiral     660  1.000000  1.000000  5.220279  5.260404  0.01612028   69.6509   34.8814   27.7996   40.0325   29.9027       NaN   99.1018   35.2311
NGC4254       spiral     661  0.918965  0.972388  6.087732  6.004086  0.01179100   53.2055   27.6167   19.7649   35.4983   28.2043       NaN   63.4321   27.6491
NGC4254       spiral     676      -NaN  1.185459 10.734230      -NaN  0.00220486   16.6979    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4254       spiral     683  0.998275  0.999926  5.551768  5.485299  0.00930221   64.3389   15.3926   11.7734   22.1594   18.2772       NaN   47.1219   15.3926
NGC4254       spiral     713  1.000000  1.000000  7.131996  7.044895  0.00685946   44.6818   14.2815    8.9794   21.1984   20.1878       NaN   31.1103   14.4422
NGC4254       spiral     742  0.876831  1.280645  9.252236  9.026561  0.00430418   26.9815   11.9708    5.7863   15.1822   13.0711       NaN   47.2832   12.9115
NGC4254       spiral     743  0.922580  1.196041  9.458646  9.285155  0.00409757   24.1451   14.4939    6.8288   15.2789   11.8089       NaN   82.4400   15.1786
NGC4254       spiral     744  1.000000  1.000000  9.770289  9.753875  0.00451573   25.0000   21.8561    9.9071   24.2163   19.4462       NaN   68.2643   21.0209
NGC4303       spiral     417      -NaN  0.809963  9.850363      -NaN  0.00105450    4.3401    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4303       spiral     418      -NaN  1.000000 10.583697      -NaN  0.00336083    3.3201    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4303       spiral     509  1.000000  1.000000  4.996754  4.841684  0.03756767  193.0748   50.1843   54.6385   55.5417   34.3523       NaN  144.9642   50.3044
NGC4303       spiral     510  1.000000  1.000000  4.345745  4.192237  0.09533844  345.0190   81.8284   93.2864   84.3113   44.6624       NaN  188.5595   82.0347
NGC4303       spiral     511  1.000000  1.000000  3.869804  3.866764  0.10216152  406.4767   80.7660   95.2253   85.1812   43.1033       NaN  180.4172   80.7215
NGC4303       spiral     512  0.983412  0.979662  3.638294  3.562939  0.05783453  341.2492   66.3894   79.5663   87.7801   46.7188       NaN   90.2691   66.4460
NGC4303       spiral     513  1.000000  1.000000  3.697420  3.642890  0.04397297  289.7931   60.9105   72.6955   70.6692   39.5713       NaN  135.3194   61.4578
NGC4303       spiral     514  1.000000  1.000000  4.034423  3.946062  0.04187844  230.5413   46.7184   54.4450   70.8503   43.2352       NaN   57.4146   46.9282
NGC4303       spiral     515  0.944510  0.995686  4.588480  4.527094  0.03026224  158.5066   30.6021   34.2937   46.8007   31.5991       NaN   54.0847   30.7983
NGC4303       spiral     559  1.000000  1.000000  5.664712  5.675189  0.01165456   90.1851   36.4514   37.8566   47.5373   35.0985       NaN   83.3691   36.3834
NGC4303       spiral     567  0.928556  0.991891  3.479169  3.608094  0.02987365  191.1700   31.2818   37.9146   47.3404   30.6479       NaN   59.7670   31.3972
NGC4303       spiral     573      -NaN  1.000000  9.398791      -NaN  0.00189418   15.1394    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4303       spiral     611  1.000000  1.000000  6.252574  6.244994  0.01154711   73.1406   26.9081   26.8081   40.8673   32.2446       NaN   49.9781   27.0900
NGC4303       spiral     620  0.919024  0.902550  3.126287  3.315925  0.03226829  224.2707   37.5290   46.6351   52.9004   32.3879       NaN   76.2298   37.5603
NGC4303       spiral     621  0.961219  0.941507  4.168382  3.927629  0.04266847  216.5801   34.7887   40.1603   43.5641   26.6329       NaN  103.6075   34.8885
NGC4303       spiral     626      -NaN  1.000000  9.378861      -NaN  0.00257500   22.0965    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4303       spiral     664  1.000000  1.000000  6.359817  6.446739  0.02107462  119.7037   31.1752   30.8247   39.7460   27.4448       NaN   85.7999   31.2796
NGC4303       spiral     668  0.999354  0.997387  2.645924  2.683913  0.02298256  254.3217   29.6614   38.1315   45.2194   27.4809       NaN   61.4271   29.7063
NGC4303       spiral     672  0.958914  0.916703  2.881906  3.089330  0.02037276  287.6439   36.1263   45.6742   53.9996   31.0394       NaN   64.4070   35.9455
