#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sig_SFR   Sig_star      Sig_mol      Sig_mol_4p35   Sig_mol_N12   Sig_mol_B13      F_CO_60pc      F_CO_150pc   Sig_mol_combo
NGC1365          bar    7371  1.000000  1.000000  7.262241  7.365991  0.00644486  180.7701   38.2547   55.4873   70.3450       NaN       NaN   37.9124   38.3182
NGC1365          bar    7372  1.000000  1.000000  8.933501  8.686025  0.00775798  147.1907   31.2604   44.0956   38.1775       NaN       NaN  132.9977   31.2619
NGC1365          bar    7373  1.000000  1.000000 10.608142 10.827733  0.00781577  137.8182   24.0350   32.9695   27.0779       NaN       NaN  167.0987   23.7620
NGC1365          bar    7374  1.000000  1.000000 12.284781 12.348897  0.01455337  141.7282   24.0433   32.0713   39.4501       NaN       NaN   50.3876   24.2904
NGC1365          bar    7468  0.980448  0.844710  5.952903  6.177292  0.00272564  122.0193   -0.0471   -0.0698       NaN       NaN       NaN       NaN    0.0857
NGC1365          bar    7469  1.021007  0.983905  4.522616  3.511124  0.00680593  161.8634   -3.4553   -5.2461   -5.8273       NaN       NaN   51.6587   -4.0306
NGC1365          bar    7470  0.999976  0.994786  3.336013  3.492437  0.02690280  237.8825   10.5470   16.3336   20.7156       NaN       NaN   32.6343   10.5626
NGC1365          bar    7471  1.000000  1.000000  2.731639  2.764406  0.04272589  314.1583   39.0193   61.0395   85.9678       NaN       NaN   22.9891   39.9768
NGC1365          bar    7472  1.000000  1.000000  3.074517  2.927616  0.02999211  298.2071   49.9400   77.6776  126.9237       NaN       NaN    7.4837   50.5704
NGC1365          bar    7473  1.000000  1.000000  4.135383  4.105410  0.01108634  245.4425   33.0661   50.5294   82.2928       NaN       NaN   15.3971   34.2891
NGC1365          bar    7474  0.889545  0.998422  5.514351  5.562635  0.00653448  170.0500   13.8478   20.6800   34.3542       NaN       NaN    6.2716   14.2841
NGC1365          bar    7475  0.947419  0.852936  7.026569  6.745744  0.00708224  116.0541    5.7206    8.3302   10.7755       NaN       NaN   35.2855    5.6583
NGC1433          bar     547  1.038880  0.888798  2.009481  1.783944  0.00302106  417.5471   24.1432   36.6845   36.8848       NaN       NaN   70.4029   25.0387
NGC1433          bar     548  1.096238  0.951618  1.761061  1.202507  0.00472076  542.9634   26.8267   41.0851   38.8201       NaN       NaN   83.9773   27.4433
NGC1433          bar     549  0.976678  0.961864  2.166016  1.790497  0.00164448  405.6127    4.9693    7.5132       NaN       NaN       NaN       NaN    4.9368
NGC1433          bar     550      -NaN  0.818735  2.967976      -NaN  0.00087295  287.1060   -1.3642   -2.0107       NaN       NaN       NaN       NaN   -1.8080
NGC1433          bar     551      -NaN  0.878267  3.931044      -NaN  0.00063211  232.2623    1.1720    1.6754       NaN       NaN       NaN       NaN    1.6728
NGC1433          bar     594  1.000000  1.000000  5.620239  5.706108  0.00100081  248.4922    0.9327    1.2636       NaN       NaN       NaN       NaN    0.8444
NGC1433          bar     595  1.000000  1.000000  4.496191  4.445710  0.00080197  286.6868    3.3042    4.6391    7.7670       NaN       NaN   17.1181    3.2160
NGC1433          bar     596  1.000000  1.000000  3.372143  3.655482  0.00106306  351.4077    1.6204    2.3578       NaN       NaN       NaN       NaN    1.6256
NGC1433          bar     597  1.000000  1.000000  2.248096  1.054077  0.00310593  540.0554   10.0736   15.1907   25.1357       NaN       NaN    5.2606   10.0690
NGC1433          bar     601  1.000000  1.000000  2.248096  2.130566  0.00163718  520.2852    6.8192   10.2831   13.8770       NaN       NaN   28.5544    6.3576
NGC1433          bar     602  1.000000  1.000000  3.372143  3.437528  0.00104273  351.6360    2.1252    3.0923    5.1916       NaN       NaN    6.6578    2.4168
NGC1433          bar     603  1.000000  1.000000  4.496191  4.413410  0.00105584  291.3029    2.6293    3.6916       NaN       NaN       NaN       NaN    2.6294
NGC1433          bar     604  1.000000  1.000000  5.620239  5.575777  0.00157670  261.7350    3.3496    4.5378       NaN       NaN       NaN       NaN    3.2077
NGC1433          bar     647 -0.000000  0.912326  3.931044  4.498374  0.00029055  238.0575    0.5111    0.7305       NaN       NaN       NaN       NaN    0.6882
NGC1433          bar     648  1.000000  0.984205  2.967976  2.401445  0.00026677  298.1444   -1.1090   -1.6345       NaN       NaN       NaN       NaN   -1.1056
NGC1433          bar     649  0.998816  0.964379  2.166016  2.512031  0.00170546  429.9774    3.4401    5.2012       NaN       NaN       NaN       NaN    3.4952
NGC1433          bar     650  0.829561  0.947463  1.761061  1.711678  0.00292306  565.2867   11.4250   17.4974   28.7710       NaN       NaN    8.7980   11.6587
NGC1433          bar     651  0.547489  0.878956  2.009481  2.357989  0.00115713  423.4745    6.9749   10.5980   11.1386       NaN       NaN   61.2995    6.8281
NGC1433          bar    1773  1.000000  1.000000  3.959936  3.888043  0.00117711  258.0562    4.0720    5.8154    8.1497       NaN       NaN   28.7127    3.9436
NGC1433          bar    1774  1.000000  1.000000  2.874648  3.087775  0.00166153  354.4973    6.5890    9.7401   11.1781       NaN       NaN   49.5676    6.6302
NGC1433          bar    1775  1.000000  1.000000  1.836591  1.789580  0.00727312  696.3690   34.1641   52.1969   46.6070       NaN       NaN  100.7618   34.5384
NGC1433          bar    1778  1.000000  1.000000  1.965522  0.039687  0.00224214  643.4198   11.2658   17.1418       NaN       NaN       NaN       NaN   10.9118
NGC1433          bar    1779  1.000000  1.000000  3.013406  2.782446  0.00109917  373.8548    1.5134    2.2274       NaN       NaN       NaN       NaN    1.3629
NGC1433          bar    1780  1.000000  1.000000  4.101819  3.967511  0.00083062  307.3088    1.5962    2.2694       NaN       NaN       NaN       NaN    1.8149
NGC1433          bar    1781  1.000000  1.000000  5.205400  3.044473  0.00117592  279.2554    2.1261    2.9185       NaN       NaN       NaN       NaN    2.0191
NGC1433          bar    1824  1.000000  1.000000  5.205400  4.882336  0.00107363  270.3696    1.7038    2.3387       NaN       NaN       NaN       NaN    1.6375
NGC1433          bar    1825  1.000000  1.000000  4.101819  4.355789  0.00064507  291.9510    1.7576    2.4988       NaN       NaN       NaN       NaN    1.8329
NGC1433          bar    1826      -NaN  1.000000  3.013406      -NaN  0.00106442  354.6669   -1.1604   -1.7079       NaN       NaN       NaN       NaN   -0.8821
NGC1433          bar    1827  1.000000  1.000000  1.965522  1.607717  0.00378719  592.7226   13.9397   21.2104   34.9684       NaN       NaN    8.7270   13.8790
NGC1433          bar    1830  1.000000  1.000000  1.836591  1.804391  0.00278321  580.7945   19.2266   29.3749   33.4857       NaN       NaN   46.9685   18.8424
NGC1433          bar    1831  1.000000  1.000000  2.874648  2.791062  0.00141178  325.0630    4.6458    6.8676   11.4560       NaN       NaN   12.7289    4.5484
NGC1433          bar    1832  1.000000  1.000000  3.959936  3.710489  0.00112257  235.8871    1.5917    2.2731    3.8453       NaN       NaN   12.5321    1.7752
NGC1512          bar     983  1.000000  1.000000  5.907339  6.035903  0.00124618  164.0392    4.3097    5.5643    9.8066   12.6099       NaN    7.7473    4.1569
NGC1512          bar     984  1.000000  1.000000  5.347098  5.641151  0.00072806  179.3318    1.6650    2.1929       NaN       NaN       NaN       NaN    1.4325
NGC1512          bar     985  1.000000  1.000000  4.931491  5.173707  0.00056814  166.2060    0.2931    0.3918       NaN       NaN       NaN       NaN    0.3184
NGC1512          bar     986  1.183105  0.965715  4.699052  4.582540  0.00078725  139.8255    1.4547    1.9605       NaN       NaN       NaN       NaN    1.8477
NGC1512          bar    1055  1.000000  1.000000  3.660842  3.931439  0.00039023  182.4578   -0.7764   -1.0857       NaN       NaN       NaN       NaN   -0.8082
NGC1512          bar    1056  1.000000  1.000000  2.953669  2.530990  0.00058365  274.0402    0.6010    0.8618       NaN       NaN       NaN       NaN    0.6931
NGC1512          bar    1057  1.000000  1.000000  2.465746  2.689330  0.00128498  362.4569    5.1924    7.5762    9.1180    5.3180       NaN   44.0083    5.3846
NGC1512          bar    1058  1.000000  1.000000  2.338585  2.300442  0.00318476  391.0600    5.1276    7.5155   10.7674    6.6013       NaN   25.2640    5.2442
NGC1512          bar    1059  1.000000  1.000000  2.625147  2.220698  0.00158393  264.2785    2.0236    2.9359       NaN       NaN       NaN       NaN    2.1325
NGC1512          bar    1060  1.000000  1.229947  3.216699  2.981627  0.00066778  143.4392    1.1445    1.6260       NaN       NaN       NaN       NaN    1.0682
NGC1512          bar    1126      -NaN  0.969425  3.024902      -NaN  0.00052201  144.2479   -1.0876   -1.5557       NaN       NaN       NaN       NaN   -0.9702
NGC1512          bar    1127  1.000000  1.000000  2.016601  1.737729  0.00179911  309.6056    3.1881    4.7266    7.8751    9.1861       NaN    6.6235    3.0892
NGC1512          bar    1131  1.000000  1.000000  2.016601  1.739829  0.00176046  377.3392    2.0464    3.0339       NaN       NaN       NaN       NaN    1.9424
NGC1512          bar    1132      -NaN  0.926991  3.024902      -NaN  0.00058478  167.6080   -1.0215   -1.4611       NaN       NaN       NaN       NaN   -1.0479
NGC1512          bar    1198  1.000000  0.902248  3.216699  2.591659  0.00027743  130.6770    0.3503    0.4977       NaN       NaN       NaN       NaN    0.2293
NGC1512          bar    1199  1.000000  1.000000  2.625147  2.230168  0.00140422  236.0849    4.3602    6.3260       NaN       NaN       NaN       NaN    4.3043
NGC1512          bar    1200  1.000000  1.000000  2.338585  2.384333  0.00319108  380.4892   10.8341   15.8795   24.9557   16.2856       NaN   18.9208   10.7367
NGC1512          bar    1201  1.000000  1.000000  2.465746  2.893374  0.00173229  385.7459    6.8124    9.9399    8.6831    4.8621       NaN  119.7830    6.6767
NGC1512          bar    1202  1.000000  1.000000  2.953669  3.481741  0.00100059  298.5088   -0.4533   -0.6501       NaN       NaN       NaN       NaN   -0.6345
NGC1512          bar    1203  1.000000  1.000000  3.660842  4.071304  0.00072812  202.5729   -1.5283   -2.1372       NaN       NaN       NaN       NaN   -1.8412
NGC1512          bar    1272  0.920940  0.929319  4.699052  4.465764  0.00090484  135.8082    0.8721    1.1754       NaN       NaN       NaN       NaN    0.8887
NGC1512          bar    1273  1.000000  1.000000  4.931491  3.828711  0.00112094  165.3359    1.9395    2.5924       NaN       NaN       NaN       NaN    2.3181
NGC1512          bar    1274  1.000000  1.000000  5.347098  5.626426  0.00166817  183.8594    2.3463    3.0902       NaN       NaN       NaN       NaN    2.4924
NGC1512          bar    1275  1.000000  1.000000  5.907339  6.096968  0.00231359  175.9797    4.0504    5.2296    9.2166    9.4328       NaN   11.2115    3.9245
NGC1512          bar    3204  1.000000  1.000000  6.563919  6.495801  0.00292906  161.5422    6.0443    7.6239   13.5644   12.8694       NaN   13.5010    6.1413
NGC1512          bar    3205  0.888951  0.842142  6.164364  6.274303  0.00210240  148.4792    3.1897    4.0808       NaN       NaN       NaN       NaN    2.9074
NGC1512          bar    3274  1.000000  1.000000  4.757020  4.879613  0.00047135  163.3158    1.6769    2.2555       NaN       NaN       NaN       NaN    1.7752
NGC1512          bar    3275  1.000000  1.000000  4.139787  4.643350  0.00046083  207.4697   -1.2084   -1.6613       NaN       NaN       NaN       NaN   -1.1201
NGC1512          bar    3276  1.000000  1.000000  3.698618  3.710275  0.00080779  230.1776    1.6984    2.3719       NaN       NaN       NaN       NaN    2.0739
NGC1512          bar    3277  1.000000  1.000000  3.500723  3.019352  0.00106530  212.9577    3.3742    4.7455    6.0801    4.1839       NaN   39.3416    3.6535
NGC1512          bar    3278  0.970040  0.907917  3.586597  3.523867  0.00123113  168.1645    0.9491    1.3307       NaN       NaN       NaN       NaN    0.8725
NGC1512          bar    3345  1.000000  1.000000  2.685935  2.300720  0.00071698  230.9342   -0.0770   -0.1114   -0.1875       NaN       NaN    7.1185   -0.2553
NGC1512          bar    3346  1.000000  1.000000  1.830421  1.694076  0.00389459  486.0890    7.9133   11.8098   19.6240   17.2879       NaN    8.9936    7.7288
NGC1512          bar    3349  1.000000  1.000000  1.989739  1.117139  0.00477266  463.3923    7.4991   11.1285       NaN       NaN       NaN       NaN    7.2606
NGC1512          bar    3350      -NaN  0.913376  2.868557      -NaN  0.00060236  179.2177    0.0496    0.0714       NaN       NaN       NaN       NaN   -0.3713
NGC1512          bar    3416  1.000000  1.000000  1.989739  1.978785  0.00187815  310.8088    4.7090    6.9881       NaN       NaN       NaN       NaN    4.6145
NGC1512          bar    3419  1.000000  1.000000  1.830421  0.541186  0.00169137  521.9433    3.8929    5.8098       NaN       NaN       NaN       NaN    3.9323
NGC1512          bar    3420      -NaN  1.000000  2.685935      -NaN  0.00087038  268.5714   -2.0101   -2.9101       NaN       NaN       NaN       NaN   -2.3648
NGC1512          bar    3487  1.000000  0.897257  3.586597  3.393320  0.00113376  159.4255   -0.3005   -0.4214       NaN       NaN       NaN       NaN    0.0395
NGC1512          bar    3488  1.000000  1.000000  3.500723  3.056980  0.00112973  210.0709    2.8510    4.0096    3.7132    2.5542       NaN  108.4949    2.6721
NGC1512          bar    3489  1.000000  1.000000  3.698618  3.643273  0.00104935  235.1058    2.9067    4.0593       NaN       NaN       NaN       NaN    3.0543
NGC1512          bar    3490  1.000000  1.000000  4.139787  3.812210  0.00069227  219.4459    1.2684    1.7439       NaN       NaN       NaN       NaN    1.6567
NGC1512          bar    3491  1.000000  1.000000  4.757020  5.205632  0.00029709  172.8468    1.3449    1.8089       NaN       NaN       NaN       NaN    1.2245
NGC1512          bar    3561  1.000000  1.000000  6.563919  6.615806  0.00346591  172.5651    4.6453    5.8592   10.4247    9.1046       NaN   15.2507    4.5020
NGC1566          bar     677  1.000000  1.000000  1.819674  1.957948  0.02874962  778.9538   49.1634   71.2490   45.8938       NaN       NaN  315.1920   49.2994
NGC1566          bar     733  1.000000  1.000000  1.102888  0.917206  0.05622747 1635.8983   71.0807  107.2675  135.3763       NaN       NaN   35.1453   71.0455
NGC1566          bar     735  1.000000  1.000000  1.102888  0.785301  0.03821627 1722.9807   60.4491   91.2234   63.8770       NaN       NaN  221.4914   60.5045
NGC1566          bar     790  0.906991  0.905135  2.246453  2.394348  0.01881305  579.0881   17.8507   25.2537   36.6113       NaN       NaN   26.3842   17.9879
NGC1566          bar     791  1.000000  1.000000  1.819674  1.970375  0.01976067  829.9731   36.5277   52.9371   62.4794       NaN       NaN   47.5001   36.6413
NGC1566          bar    2108  0.881050  0.866460  2.713869  2.448839  0.02862854  469.6266   45.3907   62.5424   57.9597       NaN       NaN  113.4143   45.4606
NGC1566          bar    2109  0.940528  0.898107  2.853691  2.740337  0.02190554  420.0021   27.7130   37.8845   41.8552       NaN       NaN   66.6655   27.5803
NGC1566          bar    2164  1.000000  1.000000  1.001074  0.742404  0.03256740 1666.9355   73.9032  112.1699   95.4726       NaN       NaN  118.7958   74.3103
NGC1566          bar    2165  1.000000  1.000000  1.123226  0.948566  0.03345152 1667.5197   65.1511   98.2063   74.0874       NaN       NaN  175.9310   65.4336
NGC1566          bar    2220  1.000000  1.000000  1.123226  0.863396  0.04464252 1812.3608   63.0377   95.0206   82.4466       NaN       NaN  113.6312   63.0054
NGC1566          bar    2221  1.000000  1.000000  1.001074  0.958654  0.03028858 1874.1302   56.1809   85.2711   66.9728       NaN       NaN  152.7150   56.2305
NGC1566          bar    2276  0.830302  0.956690  2.853691  2.845168  0.02534355  459.1479   28.9045   39.5133   46.3707       NaN       NaN   55.2061   29.2050
NGC1672          bar     589  1.010381  0.996104  2.678791  2.349978  0.01928116  266.4886   29.9226   43.1631       NaN       NaN       NaN       NaN   29.7743
NGC1672          bar     590  1.000000  1.000000  2.073485  2.085002  0.06268729  391.8529   71.9522  106.1882       NaN       NaN       NaN       NaN   72.5649
NGC1672          bar     591  1.000000  1.000000  2.060986  1.858985  0.03151350  299.8441   55.4306   81.8440       NaN       NaN       NaN       NaN   55.7354
NGC1672          bar     592  1.000000  1.000000  2.649698  2.518544  0.00801698  201.2479   31.0012   44.7681       NaN       NaN       NaN       NaN   29.9453
NGC1672          bar     593  1.000000  1.000000  3.552329  3.635700  0.00665828  170.2469   15.1653   21.1665       NaN       NaN       NaN       NaN   14.4766
NGC1672          bar     594  1.000000  1.000000  4.587166  4.539341  0.00752087  169.1465   11.2033   15.0378       NaN       NaN       NaN       NaN   11.8168
NGC1672          bar     595  0.927475  0.950523  5.682433  5.577044  0.01809280  176.8099   14.5413   18.7281       NaN       NaN       NaN       NaN   15.3523
NGC1672          bar     637  0.979330  0.991143  7.130802  7.246791  0.02657027  201.6931   21.7432   26.5142       NaN       NaN       NaN       NaN   21.9447
NGC1672          bar     638  1.000000  1.000000  5.942335  5.828680  0.01813252  238.0550   34.4670   43.9577       NaN       NaN       NaN       NaN   34.4921
NGC1672          bar     639  1.000000  1.000000  4.753868  5.079694  0.01037013  255.0333   21.5423   28.7342       NaN       NaN       NaN       NaN   21.3379
NGC1672          bar     640  1.000000  1.000000  3.565401  3.123222  0.00894089  260.3390    9.0623   12.6421       NaN       NaN       NaN       NaN    8.8005
NGC1672          bar     641  1.000000  1.000000  2.376934  2.278560  0.02695873  394.1756   38.5817   56.2913       NaN       NaN       NaN       NaN   37.8739
NGC1672          bar     645  1.000000  1.000000  2.376934  2.224710  0.01605115  393.1920   39.4903   57.6168       NaN       NaN       NaN       NaN   39.1947
NGC1672          bar     646  1.000000  1.000000  3.565401  3.535951  0.00806445  266.5991   20.5796   28.7092       NaN       NaN       NaN       NaN   20.4393
NGC1672          bar     647  1.000000  1.000000  4.753868  4.556377  0.00664207  238.2140   15.9537   21.2798       NaN       NaN       NaN       NaN   15.9523
NGC1672          bar     648  1.000000  1.000000  5.942335  6.031421  0.01425688  210.9686   17.6812   22.5499       NaN       NaN       NaN       NaN   16.8156
NGC1672          bar     649  0.996871  0.997184  7.130802  6.978984  0.01921421  167.9985   24.6685   30.0814       NaN       NaN       NaN       NaN   24.3204
NGC1672          bar     691 -0.176889  0.878924  5.682433  5.891105  0.00878377  148.6434    3.4623    4.4592       NaN       NaN       NaN       NaN    3.4732
NGC1672          bar     692  0.996907  0.994936  4.587166  4.495907  0.00909814  187.3400    5.0476    6.7752       NaN       NaN       NaN       NaN    4.6714
NGC1672          bar     693  1.000000  1.000000  3.552329  3.619340  0.00873889  187.9259    6.8386    9.5447       NaN       NaN       NaN       NaN    6.9652
NGC1672          bar     694  1.000000  1.000000  2.649698  2.180234  0.01294390  214.4349   21.3564   30.8402       NaN       NaN       NaN       NaN   21.7017
NGC1672          bar     695  1.000000  1.000000  2.060986  1.742692  0.02658294  319.5635   37.1258   54.8167       NaN       NaN       NaN       NaN   37.7895
NGC1672          bar     696  1.000000  1.000000  2.073485  1.909477  0.02123256  428.2605   24.5626   36.2498       NaN       NaN       NaN       NaN   25.0115
NGC1672          bar     697  1.047471  0.990737  2.678791  1.824321  0.00643545  283.4770    5.0502    7.2849       NaN       NaN       NaN       NaN    4.5520
NGC1672          bar     698  0.915100  0.955980  3.588511  3.704019  0.00688056  177.5112    0.2198    0.3063       NaN       NaN       NaN       NaN   -0.2486
NGC1672          bar    1893  0.966103  0.966184  5.742065  5.738584  0.00908579  179.5447   21.4671   27.5859       NaN       NaN       NaN       NaN   20.7360
NGC1672          bar    1894  1.000000  1.000000  4.575982  4.707513  0.00605831  192.3235    5.1011    6.8499       NaN       NaN       NaN       NaN    4.1146
NGC1672          bar    1895  1.000000  1.000000  3.425322  2.955085  0.01262874  236.0661    7.1437   10.0185       NaN       NaN       NaN       NaN    6.4501
NGC1672          bar    1896  1.000000  1.000000  2.313212  2.135937  0.08272121  516.2200   66.3460   97.0328       NaN       NaN       NaN       NaN   67.4077
NGC1672          bar    1899  1.000000  1.000000  1.776164  1.803178  0.04337001  551.0972   85.4957  127.5995       NaN       NaN       NaN       NaN   85.9037
NGC1672          bar    1900  1.000000  1.000000  2.841216  2.905873  0.00930556  271.4738   38.0505   54.5521       NaN       NaN       NaN       NaN   37.1074
NGC1672          bar    1901  1.000000  1.000000  3.976829  3.828055  0.00825748  246.4957   28.5171   39.1694       NaN       NaN       NaN       NaN   27.8434
NGC1672          bar    1902  1.000000  1.000000  5.136413  5.282088  0.01251348  249.5021   17.9875   23.6489       NaN       NaN       NaN       NaN   17.3002
NGC1672          bar    1903  1.000000  1.000000  6.306759  6.263861  0.02843184  236.9802   26.8629   33.7918       NaN       NaN       NaN       NaN   26.2830
NGC1672          bar    1904  0.972375  0.940433  7.482820  7.434704  0.02318861  172.1566   26.1772   31.4999       NaN       NaN       NaN       NaN   25.4769
NGC1672          bar    1945  0.914979  0.963923  7.482820  7.474473  0.02788026  165.0913    9.3088   11.2016       NaN       NaN       NaN       NaN    8.8266
NGC1672          bar    1946  1.000000  1.000000  6.306759  6.461641  0.02062706  202.5776   12.4904   15.7121       NaN       NaN       NaN       NaN   12.1509
NGC1672          bar    1947  1.000000  1.000000  5.136413  5.075696  0.01553456  245.9052   23.8388   31.3417       NaN       NaN       NaN       NaN   22.8265
NGC1672          bar    1948  1.000000  1.000000  3.976829  3.896318  0.01289598  260.6168   16.9133   23.2311       NaN       NaN       NaN       NaN   17.2095
NGC1672          bar    1949  1.000000  1.000000  2.841216  2.832130  0.01112537  286.7780   36.6548   52.5510       NaN       NaN       NaN       NaN   36.5336
NGC1672          bar    1950  1.000000  1.000000  1.776164  1.750805  0.06608970  589.0131  115.2596  172.0211       NaN       NaN       NaN       NaN  116.5799
NGC1672          bar    1953  1.000000  1.000000  2.313212  1.988651  0.02498875  520.3659   29.0402   42.4721       NaN       NaN       NaN       NaN   28.6501
NGC1672          bar    1954  1.000000  1.000000  3.425322 -4.138053  0.00993288  255.9331    5.5411    7.7710       NaN       NaN       NaN       NaN    5.4077
NGC1672          bar    1955  1.000000  1.000000  4.575982  4.420978  0.00616800  206.9293    5.9043    7.9285       NaN       NaN       NaN       NaN    5.7841
NGC1672          bar    1956  0.925913  0.938223  5.742065  6.093183  0.00589991  168.3701    8.0507   10.3453       NaN       NaN       NaN       NaN    8.1129
NGC2566          bar     357  0.907497  0.970959  9.042887  8.804594  0.00857523  134.8358   22.6400   21.8558   25.7213   17.7214       NaN  120.5192   22.4519
NGC2566          bar     358  1.000000  1.000000  7.951372  8.213091  0.00670080  132.2957   23.3759   23.9708   25.4459   18.1294       NaN  145.0480   23.9473
NGC2566          bar     359  1.000000  1.000000  6.915119  7.169139  0.00287333       NaN   10.3868   11.2796       NaN       NaN       NaN       NaN   10.9412
NGC2566          bar     360  1.000000  1.000000  5.963005  5.645665  0.00282745       NaN    2.9550    3.3825       NaN       NaN       NaN       NaN    3.1473
NGC2566          bar     361  1.000627  0.982718  5.141986  5.110804  0.00361151   97.9091   -3.5133   -4.2085       NaN       NaN       NaN       NaN   -4.5949
NGC2566          bar     402  1.000000  1.000000  7.444487  8.165137  0.00432649  153.9485    6.9061    7.2832   13.5131   10.7165       NaN   23.7725    6.3444
NGC2566          bar     403  1.000000  1.000000  6.250728  6.304520  0.00225922  189.5104   16.8454   18.9782   29.7528   20.7591       NaN   34.6414   16.1126
NGC2566          bar     404  1.000000  1.000000  5.085944  5.354846  0.00373580  209.9849   28.1949   33.8790   24.0420   17.4758       NaN  356.2959   28.3213
NGC2566          bar     405  1.000000  1.000000  3.975686  3.879264  0.02444721  228.5578   40.4579   51.6938   42.2577   27.6858       NaN  199.2101   40.9584
NGC2566          bar     406  1.000000  1.000000  2.981503  2.649203  0.05736709  251.5298   69.3921   93.6765   82.7528   50.7397       NaN  137.9860   68.8268
NGC2566          bar     407  1.000000  1.000000  2.262004  2.329380  0.06108109  251.1271   69.6208   97.8017       NaN       NaN       NaN       NaN   70.3703
NGC2566          bar     408  1.000000  1.000000  2.118487  2.002887  0.02591682  192.5930    8.9295   12.6439       NaN       NaN       NaN       NaN   10.5652
NGC2566          bar     409  1.000000  1.000000  2.646382  2.506431  0.01779242       NaN   -6.5798   -9.0487       NaN       NaN       NaN       NaN   -6.0823
NGC2566          bar     410  0.878592  0.955133  3.558470  3.802544  0.00519217       NaN   -5.0401   -6.5902  -11.5550       NaN       NaN    8.8851   -5.5771
NGC2566          bar     447  0.926767  0.934103  6.268995  6.195712  0.00411149   96.5295    9.7651   10.9904   20.4805   19.3015       NaN   18.5032   10.3278
NGC2566          bar     448  1.000000  1.000000  5.015196  4.913586  0.01086246  139.9852   13.8584   16.7175   21.9543   16.0580       NaN   51.5960   13.7694
NGC2566          bar     449  1.000000  1.000000  3.761397  3.673045  0.00712388  208.1912   16.1580   20.8916   32.5119   22.8317       NaN   25.9338   16.1606
NGC2566          bar     450  1.000000  1.000000  2.507598  2.403131  0.01102815  367.5141   47.5620   65.9124  112.8713  138.6031       NaN    5.7094   47.9361
NGC2566          bar     451  0.975854  0.968039  1.253799  1.149190  0.67426453  990.8197  287.9851  427.7605  244.7805  105.8432       NaN  431.4468  289.6531
NGC2566          bar     453  0.842695  0.913585  1.253799  0.907912  0.38124548 1002.8838  163.7568  243.2372  176.6659   70.5362       NaN  204.8064  166.8579
NGC2566          bar     454  1.000000  1.000000  2.507598  2.648796  0.06203485       NaN   37.8937   52.5139   89.9271       NaN       NaN   14.9062   38.5401
NGC2566          bar     455  1.000000  1.000000  3.761397 -13.281835  0.00237563       NaN   -4.9878   -6.4490       NaN       NaN       NaN       NaN   -5.6932
NGC2566          bar     456  1.000000  1.000000  5.015196  5.055336  0.00263677  119.3896    1.5542    1.8748    3.3966    3.6337       NaN   12.7240    1.5058
NGC2566          bar     457  0.905275  0.956059  6.268995  6.538086  0.00451792   95.0748    7.7712    8.7463   11.9831    9.8170       NaN   52.9050    7.5540
NGC2566          bar     494  1.002329  0.971523  3.558470  3.447721  0.00879252  116.8698    3.6184    4.7312    8.2956   13.0349       NaN    5.9019    3.7915
NGC2566          bar     495  1.000000  1.000000  2.646382  2.608935  0.01771991  168.9409    9.2080   12.6630   14.8500   10.4617       NaN   54.5836    9.4405
NGC2566          bar     496  1.000000  1.000000  2.118487 -2.486850  0.00790868  207.0779   22.0762   31.2594       NaN       NaN       NaN       NaN   22.1827
NGC2566          bar     497  1.000000  1.000000  2.262004  1.911051  0.01441617  265.4307   36.8393   51.7510   60.7852   35.6410       NaN   51.7555   37.2051
NGC2566          bar     498  1.000000  1.000000  2.981503  2.704570  0.00702900  257.8545   33.6298   45.3988   31.6206   21.0397       NaN  290.0127   33.9545
NGC2566          bar     499  1.000000  1.000000  3.975686  3.722203  0.00878074  225.5737   21.1189   26.9840   21.0267   14.3281       NaN  231.3734   21.0827
NGC2566          bar     500  1.000000  1.000000  5.085944  5.001152  0.00880693  199.8350    9.4335   11.3353   16.9615   11.8419       NaN   34.6216    9.5025
NGC2566          bar     501  1.000000  1.000000  6.250728  5.967598  0.00228249  196.9031    8.1317    9.1613   12.2948    8.1788       NaN   56.3076    8.3263
NGC2566          bar     502  1.000000  1.000000  7.444487  7.529854  0.00544654  181.9793   12.5052   13.1881   23.6063   17.5668       NaN   26.5936   13.0197
NGC2566          bar     503  0.909027  0.920107  8.655241  8.730298  0.00705732  128.3740   15.0300   14.8239   28.6559   23.5497       NaN   24.3445   15.4515
NGC2566          bar     543  1.124301  0.995817  5.141986  4.652451  0.00408308   99.8573   -0.5008   -0.5999       NaN       NaN       NaN       NaN   -0.7008
NGC2566          bar     544  1.000000  1.000000  5.963005  6.126412  0.00629095   89.4520   -1.8118   -2.0740       NaN       NaN       NaN       NaN   -2.2536
NGC2566          bar     545  1.000000  1.000000  6.915119  7.025154  0.00322149   93.9802    6.4503    7.0048       NaN       NaN       NaN       NaN    6.5904
NGC2566          bar     546  1.000000  1.000000  7.951372  6.902108  0.00441085  111.5504   13.1809   13.5163       NaN       NaN       NaN       NaN   13.1286
NGC2566          bar    1287  1.000000  1.000000  8.787577  8.670861  0.00379108  121.2775    8.5613    8.3823   15.6570   12.7543       NaN   27.5553    7.7003
NGC2566          bar    1288  1.000000  1.000000  7.628916  7.579641  0.00434189  172.2452   19.0967   19.9353   32.6782   23.0310       NaN   35.8289   18.2952
