#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sig_SFR   Sig_star      Sig_mol      Sig_mol_4p35   Sig_mol_N12   Sig_mol_B13      F_CO_60pc      F_CO_150pc   Sig_mol_combo
NGC4569          bar     923  1.000000  1.000000  5.595642  5.292062  0.00100092  125.2888    5.6546    6.8527   12.3921   13.8654       NaN   11.1446    5.7197
NGC4569          bar     924  1.000000  1.000000  8.393462  8.029263  0.00033463   58.7706    1.5813    1.6626       NaN       NaN       NaN       NaN    1.4948
NGC4569          bar     925  0.980948  0.343039 11.191283  9.998693  0.00036773   42.3765   -0.5847   -0.5334       NaN       NaN       NaN       NaN   -0.5696
NGC4569          bar     982  1.000000  1.000000  7.200266  7.231632  0.00111825   91.3142    4.0856    4.5640    8.4835    7.8048       NaN   20.7419    4.1408
NGC4569          bar     983  1.000000  1.000000  4.547016  4.033529  0.00370941  180.5144   13.7501   17.5744   19.8979   13.5680       NaN   71.9340   13.7925
NGC4569          bar     984  1.000000  1.000000  2.272111  2.174355  0.00454901  283.0594   23.8987   34.2843   31.8827   19.1905       NaN  102.3776   23.9317
NGC4569          bar     985  1.000000  1.000000  2.303308  2.312309  0.00590027  282.5989   24.5401   35.1488   35.7230   21.3758       NaN   77.8415   24.5296
NGC4569          bar     986  1.000000  1.000000  4.593862  4.193996  0.00274445  149.5983    9.4303   12.0245   19.0669   14.7790       NaN   25.2421    9.3909
NGC4569          bar     987  1.000000  1.000000  7.249655  7.090248  0.00068949   75.0916    3.3784    3.7646    7.0438   12.5777       NaN    6.2302    3.3056
NGC4569          bar     988  0.892909  0.735537  9.983338  9.705906  0.00031690   53.8911    1.7649    1.7119       NaN       NaN       NaN       NaN    1.8207
NGC4569          bar    1045  0.998906  0.995556  9.094032  8.908053  0.00136980   69.2526    5.4903    5.5711   10.8281   13.6068       NaN   12.3173    5.5231
NGC4569          bar    1046  1.000000  1.000000  6.621774  6.342865  0.00208068  111.4536    8.8817   10.2173   18.1476   15.4466       NaN   22.3676    8.9386
NGC4569          bar    1047  1.000000  1.000000  4.544223  4.518433  0.00501871  162.0060   17.4670   22.3283   27.0587   18.9623       NaN   58.1471   17.5207
NGC4569          bar    1048  1.000000  1.000000  3.620447  3.655295  0.01150046  250.0547   26.9800   36.1445   30.1800   19.2402       NaN  167.4381   27.0159
NGC4569          bar    1049  1.000000  1.000000  4.606616  4.510199  0.00619347  173.4809   13.7790   17.5581   23.4841   16.4092       NaN   43.0287   13.7800
NGC4569          bar    1050  1.000000  1.000000  6.707442  6.415654  0.00152162   85.2079    4.6123    5.2829    9.7747   10.0401       NaN   16.1140    4.6219
NGC4569          bar    1051  0.953431  0.754154  9.187723  8.983982  0.00037762   64.1487    1.3425    1.3558       NaN       NaN       NaN       NaN    1.4666
NGC4569          bar    1109  0.972869  0.844710  8.794624  8.711105  0.00131140   75.9647    4.9257    5.0747    9.0817    8.0037       NaN   28.0608    4.8957
NGC4569          bar    1110  1.000000  1.000000  6.816334  6.762159  0.00267059  115.3163    9.3849   10.6901   17.6681   14.3395       NaN   28.6475    9.3333
NGC4569          bar    1111  1.000000  1.000000  5.588830  5.459110  0.00648135  176.7794   18.0405   21.8705   20.2751   14.0214       NaN  151.4849   18.0358
NGC4569          bar    1112  1.000000  1.000000  5.627009  5.500506  0.00527409  143.9520   11.9771   14.4918   15.0572   10.9914       NaN  106.5443   11.9898
NGC4569          bar    1113  1.000000  1.000000  6.909923  6.642877  0.00140847   81.6883    3.6759    4.1673    7.7429    8.1141       NaN   15.6322    3.6609
NGC4569          bar    1174  0.998918  0.659635  7.725762  7.213985  0.00067401   73.1949    1.2593    1.3698    2.5882    5.5283       NaN    4.8011    1.3717
NGC4569          bar    1175  1.011099  0.800183  7.240893  7.000871  0.00058610   78.9734    1.3612    1.5175    2.8388    4.8221       NaN    6.7558    1.4633
NGC4569          bar    2535  1.000000  1.000000  6.702235  7.082440  0.00055528   74.3272    0.7566    0.8669       NaN       NaN       NaN       NaN    0.7326
NGC4569          bar    2536  1.000000  1.000000  6.364469  6.165309  0.00050661   76.5960    1.5323    1.7859    3.2811    4.0237       NaN   11.3674    1.5246
NGC4569          bar    2537  1.000000  1.000000  7.193650  6.738736  0.00046860   64.1765    1.1628    1.2993       NaN       NaN       NaN       NaN    1.2310
NGC4569          bar    2538  1.000000  0.580165  8.868276  8.230348  0.00022065   59.7856    0.5417    0.5560       NaN       NaN       NaN       NaN    0.6591
NGC4569          bar    2597  1.000000  1.000000  7.804602  7.372586  0.00055889   69.2363    1.9052    2.0639       NaN       NaN       NaN       NaN    1.8642
NGC4569          bar    2598  1.000000  1.000000  5.758269  5.424624  0.00236474  128.7160    7.2255    8.6845   13.1063   10.2675       NaN   33.6906    7.2735
NGC4569          bar    2599  1.000000  1.000000  4.589022  4.611075  0.00457362  171.1651   16.2663   20.7461   22.2196   15.2864       NaN   85.9871   16.2731
NGC4569          bar    2600  1.000000  1.000000  4.961470  4.585096  0.00243873  133.3967   11.3977   14.2645   15.8425   11.8233       NaN   80.1291   11.5215
NGC4569          bar    2601  1.000000  1.000000  6.620336  7.030075  0.00092890   85.2903    4.4892    5.1647    9.5389   22.3261       NaN    3.8873    4.5735
NGC4569          bar    2602  1.005174  0.975488  8.871139  8.418053  0.00046079   65.2353    1.1455    1.1756    2.2744    5.1328       NaN    4.6738    1.1224
NGC4569          bar    2661  1.000000  1.000000  8.195095  8.501082  0.00107844   70.3506    3.5288    3.7479    6.2245    5.3710       NaN   33.0712    3.4420
NGC4569          bar    2662  1.000000  1.000000  5.632084  4.730590  0.00283370  131.4854    6.8400    8.2740   11.7430    9.0185       NaN   40.2283    6.8452
NGC4569          bar    2663  1.000000  1.000000  3.454962  3.652585  0.00553223  207.2323   15.8602   21.4267   24.7487   16.2133       NaN   59.5945   16.0951
NGC4569          bar    2664  1.000000  1.000000  2.794415  2.853479  0.00434074  233.8151   22.2163   31.0370   28.3674   18.2176       NaN  114.7720   23.0451
NGC4569          bar    2665  1.000000  1.000000  4.397312  4.572511  0.00185204  155.0486   11.3165   14.5742   24.9050   19.8802       NaN   19.5331   11.8305
NGC4569          bar    2666  1.000000  1.000000  6.820524  6.521679  0.00045448   84.9987    1.7429    1.9849    3.6812    5.0409       NaN    9.5334    1.8674
NGC4569          bar    2667  1.000000  0.967042  9.452955  9.552113  0.00033170   57.9744    0.9767    0.9732       NaN       NaN       NaN       NaN    1.0941
NGC4569          bar    2725  1.000000  1.000000  9.150537  9.350728  0.00072956   61.5593    4.1127    4.1612    8.0972   10.9205       NaN   10.9129    4.0714
NGC4569          bar    2726  1.000000  1.000000  6.372444  6.074202  0.00146340  116.2787    5.0209    5.8495   10.7487   11.2892       NaN   13.5974    4.9096
NGC4569          bar    2727  1.000000  1.000000  3.624828  3.472093  0.00486604  235.2336   13.7106   18.3637   23.9935   15.4838       NaN   41.3428   13.8285
NGC4569          bar    2729  0.929105  1.000000  2.273508  2.083106  0.01635020  541.2197   41.7676   59.9142   67.1992   33.3686       NaN   57.0141   41.9072
NGC4569          bar    2730  1.000000  1.000000  4.966586  4.923529  0.00172132  152.3229    6.3961    8.0028   12.6705    9.6833       NaN   26.4761    6.5441
NGC4569          bar    2731  1.000000  1.000000  7.734385  7.380501  0.00040724   73.0933    1.5502    1.6854       NaN       NaN       NaN       NaN    1.5339
NGC4569          bar    2790  1.000000  1.000000  7.734385  7.652081  0.00116248   88.7396    0.8125    0.8833    1.6694    4.1018       NaN    3.8741    0.8780
NGC4569          bar    2791  1.000000  1.000000  4.966586  4.218124  0.00374513  179.9073    8.9325   11.1763   13.5305    9.2226       NaN   61.2375    8.9711
NGC4569          bar    2792  0.805967  0.837579  2.273508  2.148634  0.04212027  637.0287   76.6712  109.9823   95.2784   43.7615       NaN  127.7878   76.7982
NGC4569          bar    2794  1.000000  1.000000  3.624828  3.317157  0.00362495  229.0890   15.3910   20.6144   24.1976   15.3796       NaN   57.7846   15.3950
NGC4569          bar    2795  1.000000  1.000000  6.372444  6.293634  0.00077079   98.9357    4.2544    4.9565    9.1077    9.5466       NaN   14.5187    4.1864
NGC4569          bar    2796  1.000000  1.000000  9.150537  8.810707  0.00024998   55.3819    1.5108    1.5287       NaN       NaN       NaN       NaN    1.3775
NGC4569          bar    2854  0.936306  0.977791  9.452955  8.612840  0.00101641   64.3902    3.9430    3.9288       NaN       NaN       NaN       NaN    3.9194
NGC4569          bar    2855  1.000000  1.000000  6.820524  6.667822  0.00113602   96.0601    5.4020    6.1520   11.3539   10.2096       NaN   20.3016    5.4866
NGC4569          bar    2856  1.000000  1.000000  4.397312  4.109471  0.00321478  158.9565   13.0758   16.8400   19.2856   13.6664       NaN   68.2232   13.0467
NGC4569          bar    2857  1.000000  1.000000  2.794415  2.790991  0.00689635  243.1914   21.1214   29.5075   33.4005   20.9378       NaN   58.8275   21.1334
NGC4569          bar    2858  1.000000  1.000000  3.454962  3.389616  0.00790853  218.1809   18.8822   25.5094   24.5700   15.9430       NaN  105.1337   18.8896
NGC4569          bar    2859  1.000000  1.000000  5.632084  5.479620  0.00241472  117.6613    7.5919    9.1835   16.6194   16.4668       NaN   14.3540    7.5736
NGC4569          bar    2860  1.000000  1.000000  8.195095  7.614166  0.00072359   69.0241    2.3042    2.4473    4.6692   10.7402       NaN    4.3856    2.2667
NGC4569          bar    2919  0.963478  1.594990  8.871139  8.956428  0.00151520   71.0669    5.2429    5.3806   10.4097   12.4231       NaN   13.3709    5.2959
NGC4569          bar    2920  1.000000  1.000000  6.620336  6.281216  0.00275551  119.0109   10.7194   12.3323   16.9709   13.0332       NaN   49.6436   10.6812
NGC4569          bar    2921  1.000000  1.000000  4.961470  4.890028  0.00688190  196.6991   20.9015   26.1588   28.1506   18.3651       NaN   88.4284   20.9024
NGC4569          bar    2922  1.000000  1.000000  4.589022  4.641069  0.01021896  214.0947   21.8445   27.8606   24.1912   16.0054       NaN  165.6596   21.8850
NGC4569          bar    2923  1.000000  1.000000  5.758269  5.757569  0.00349490  125.9439    7.9367    9.5393   17.2409   14.6038       NaN   19.1772    7.9806
NGC4569          bar    2924  1.000000  1.000000  7.804602  7.696412  0.00073937   73.9687    2.4271    2.6294    4.9765   14.3632       NaN    3.0567    2.3819
NGC4569          bar    2984  1.000000  1.000000  7.193650  6.865248  0.00165765   99.3589    5.2395    5.8550   10.4366    9.1185       NaN   23.6260    5.1976
NGC4569          bar    2985  1.000000  1.000000  6.364469  6.409464  0.00241823  111.0731    7.2312    8.4279   13.8353   11.4248       NaN   27.7754    7.3083
NGC4569          bar    2986  1.000000  1.000000  6.702235  6.584281  0.00121021   89.6944    3.9998    4.5825    7.8330    6.9837       NaN   25.4501    3.9412
NGC4579          bar     452  1.000000      -NaN  3.783678  3.933567  0.00214305  605.0081    8.3288   11.4352       NaN       NaN       NaN       NaN    8.6139
NGC4579          bar     453  1.000000      -NaN  3.042728  2.198240  0.00355759  875.3942    4.9008    6.9792       NaN       NaN       NaN       NaN    4.6743
NGC4579          bar     454  1.000000      -NaN  2.490160  1.639547  0.00452735 1018.5971    8.0308   11.7528       NaN       NaN       NaN       NaN    8.0205
NGC4579          bar     455  1.000000      -NaN  2.268113  2.563433  0.00315911 1105.5426    7.0911   10.4919       NaN       NaN       NaN       NaN    7.0607
NGC4579          bar     499  1.041025      -NaN  3.000552  2.765314  0.00222810  494.5996    4.1525    5.9258       NaN       NaN       NaN       NaN    3.9835
NGC4579          bar     500  1.000000      -NaN  2.000368  2.026564  0.00239262 1143.8240   23.4099   35.0979       NaN       NaN       NaN       NaN   23.4819
NGC4579          bar     501  0.887558      -NaN  1.000184  0.944695  0.02725489 2722.9822   77.1718  121.5557       NaN       NaN       NaN       NaN   78.6583
NGC4579          bar     503  0.867279      -NaN  1.000184  0.944779  0.01497047 2704.0852   44.4985   70.0910       NaN       NaN       NaN       NaN   45.7628
NGC4579          bar     504  1.000000      -NaN  2.000368  1.999155  0.00451450 1126.9518   23.0794   34.6023       NaN       NaN       NaN       NaN   23.4860
NGC4579          bar     548  0.925065      -NaN  2.467492  2.461707  0.00390271  742.1267   14.3829   21.0724       NaN       NaN       NaN       NaN   14.8786
NGC4579          bar     549  1.000000      -NaN  2.268113  2.902988  0.00813382 1150.1252   21.9521   32.4801       NaN       NaN       NaN       NaN   23.7770
NGC4579          bar     550  1.000000      -NaN  2.490160  2.459602  0.00322142 1041.6428   23.8654   34.9261       NaN       NaN       NaN       NaN   25.1398
NGC4579          bar     551  1.000000      -NaN  3.042728  2.744894  0.00279165  891.0502   18.0820   25.7506       NaN       NaN       NaN       NaN   18.4827
NGC4579          bar     552  1.000000      -NaN  3.783678  3.913662  0.00241580  620.0122    9.5630   13.1296       NaN       NaN       NaN       NaN    9.4859
NGC4579          bar    1437  0.847409      -NaN  4.247090  4.302799  0.00246004  524.7928    6.1208    8.2137       NaN       NaN       NaN       NaN    6.2723
NGC4579          bar    1438  1.007056      -NaN  3.735240  3.471934  0.00245640  546.3035    2.4816    3.4153       NaN       NaN       NaN       NaN    2.2668
NGC4579          bar    1484  1.000000      -NaN  2.758373  2.638611  0.00245876  821.8300    9.8613   14.2419       NaN       NaN       NaN       NaN    9.7970
NGC4579          bar    1485  1.000000      -NaN  1.891839  1.665620  0.00511754 1623.3623   40.0072   60.3038       NaN       NaN       NaN       NaN   40.1520
NGC4579          bar    1486  1.000000      -NaN  1.245080  1.202464  0.03448442 2884.7441   67.0842  104.3970       NaN       NaN       NaN       NaN   68.4061
NGC4579          bar    1487  1.000000      -NaN  1.233746  0.973874  0.02414163 2712.5017   43.7898   68.1843       NaN       NaN       NaN       NaN   44.8663
NGC4579          bar    1488  0.996885      -NaN  1.869431  1.032012  0.00849788 1286.7406   24.6932   37.2619       NaN       NaN       NaN       NaN   25.1769
NGC4579          bar    1532  1.192500      -NaN  2.732791  2.109889  0.00200926  521.5597    4.7817    6.9146       NaN       NaN       NaN       NaN    4.9266
NGC4579          bar    1533  0.983471      -NaN  1.869431  1.888832  0.00411301 1339.0125   18.6141   28.0884       NaN       NaN       NaN       NaN   19.0765
NGC4579          bar    1534  0.998155      -NaN  1.233746  1.062920  0.02946118 2856.3489   45.7590   71.2504       NaN       NaN       NaN       NaN   48.3538
NGC4579          bar    1535  0.997607      -NaN  1.245080  1.205626  0.02166124 3014.4991   50.3532   78.3600       NaN       NaN       NaN       NaN   53.9673
NGC4579          bar    1536  1.000000      -NaN  1.891839  1.652105  0.00779300 1649.9767   43.5617   65.6615       NaN       NaN       NaN       NaN   45.8099
NGC4579          bar    1537  1.000000      -NaN  2.758373  2.899479  0.00269719  818.7261   16.3088   23.5536       NaN       NaN       NaN       NaN   16.4992
NGC4579          bar    1583  0.932830      -NaN  3.735240  3.693763  0.00300346  582.7648    8.9576   12.3279       NaN       NaN       NaN       NaN    9.0926
NGC4579          bar    1584  1.015923      -NaN  4.247090  4.038335  0.00338872  567.4846    7.5102   10.0780       NaN       NaN       NaN       NaN    7.2098
NGC4654          bar     489  0.992086  0.959751  1.280435  1.170389  0.02539197  393.9212   40.8973   59.5051       NaN       NaN       NaN       NaN   40.9481
NGC4654          bar     490  1.000000  1.000000  0.000000  0.448645  0.05908824  675.0788   62.4633   97.4968       NaN       NaN       NaN       NaN   62.4473
NGC4654          bar     491  0.986042  0.982077  1.280435  1.107120  0.03693704  518.9034   46.5055   67.6650       NaN       NaN       NaN       NaN   46.3524
NGC4654          bar     535  0.849682  0.807629  2.695845  2.538952  0.01757620  258.2486   24.8235   33.4196       NaN       NaN       NaN       NaN   24.7823
NGC4654          bar    1440  0.985053  0.990237  1.197334  1.062741  0.02739927  459.3642   41.8799   61.2132       NaN       NaN       NaN       NaN   41.8542
NGC4654          bar    1441  1.000000  1.000000  1.737797  1.713746  0.01747630  347.4531   34.6230   49.1279       NaN       NaN       NaN       NaN   34.5533
NGC4654          bar    1484  1.000000  1.000000  1.737797  1.734321  0.02670529  358.3836   44.7429   63.4874       NaN       NaN       NaN       NaN   44.8055
NGC4654          bar    1485  0.993994  0.990416  1.197334  1.071354  0.03747682  451.4630   50.7995   74.2504       NaN       NaN       NaN       NaN   50.8264
NGC4731          bar     283  1.010689  0.955880  5.194483  4.699894  0.00268137   21.5305    3.8454    2.7320    5.7614    4.9140       NaN   39.0495    3.6876
NGC4731          bar     318  1.000000  1.000000  0.000000  0.535881  0.00878503   51.9735    3.2515    3.3561    5.5455    4.7388       NaN   35.8550    3.2918
NGC4731          bar     319  1.006850  0.813260  1.125656  0.775821  0.00504925   34.9475    2.0264    1.9289    3.8476   11.6392       NaN    3.2602    2.0515
NGC4731          bar     353  0.964830  0.869825  5.194483  5.256131  0.00417953   33.1830    3.5288    2.5071    5.3726    4.6242       NaN   37.1392    3.3452
NGC4731          bar     942  0.973672  0.978433  2.215242  2.082174  0.00549432   44.7661    3.9453    3.4726    6.4061    5.4603       NaN   36.4799    3.9209
NGC4731          bar     943  0.968059  0.990036  3.036047  3.431982  0.00310704   34.1321    3.2983    2.7367    5.7722    9.9739       NaN    8.7504    3.2542
NGC4731          bar     978  0.996801  0.991373  3.036047  3.135185  0.00446101   43.5765    1.9927    1.6534    3.4874    5.0344       NaN   11.7137    1.9397
NGC4731          bar     979  0.945106  0.946734  2.215242  1.719200  0.00611498   45.4428    2.2107    1.9458    4.0069    4.5937       NaN   16.4884    2.2059
NGC4781          bar      86  0.888867  0.887106  0.000000  0.487333  0.01624022  223.8297   19.2754   22.1425   27.5126   17.0115       NaN   68.5400   19.2526
NGC4941          bar      53  1.000000  1.000000  5.569791  5.176393  0.00059552   38.8649    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4941          bar      54  1.000000  1.000000  5.472787  5.067529  0.00060194   44.2868    0.0000    0.0000    0.0000       NaN       NaN    8.9590    0.0000
NGC4941          bar      55  1.000000  1.000000  5.829980  5.765896  0.00066505   38.5697    0.0000    0.0000    0.0000       NaN       NaN   14.0832    0.0000
NGC4941          bar      74  1.000000  1.000000  4.991103  4.709340  0.00040405   41.6156    2.7840    2.4093    4.9955       NaN       NaN    7.8907    2.4659
NGC4941          bar      75  1.000000  1.000000  4.066240  4.060414  0.00176230   80.6523    5.2264    4.9681    9.9156       NaN       NaN   10.0331    5.2723
NGC4941          bar      76  1.000000  1.000000  3.642248  3.625884  0.00254650  110.7432    6.4706    6.4213   12.5938       NaN       NaN   13.7487    6.5184
NGC4941          bar      77  1.000000  1.000000  3.886654  3.891522  0.00198586   99.2866    4.4995    4.3559    8.6295       NaN       NaN   11.3059    4.6046
NGC4941          bar      78  1.000000  1.000000  4.696236  4.286129  0.00110005   61.8728    3.0485    2.7183    5.5681       NaN       NaN   11.3819    3.0751
NGC4941          bar      97  1.000000  1.000000  4.491442  4.159084  0.00088986   51.0747    2.5271    2.3008    4.6733       NaN       NaN    6.4965    2.3688
NGC4941          bar      98  1.000000  1.000000  3.098240  3.002404  0.00177858  107.7525    4.9818    5.2245   10.0193       NaN       NaN   14.6566    5.0499
NGC4941          bar      99  1.000000  1.000000  2.033120  2.129029  0.00278493  170.1598    4.9469    5.7802   10.6087       NaN       NaN   12.3069    4.9563
NGC4941          bar     100  0.996596  0.994636  1.943327  2.222949  0.00279491  189.8693    3.5936    4.2373    7.7483       NaN       NaN   10.3772    3.5911
NGC4941          bar     101  1.000000  1.000000  2.920259  2.922899  0.00208797  127.4850    3.7484    4.0027    7.6200       NaN       NaN    9.0262    3.8112
NGC4941          bar     102  1.000000  1.000000  4.288095  3.992473  0.00117984   60.5527    1.6294    1.5144    3.0503       NaN       NaN    5.9319    1.6055
NGC4941          bar     120  1.000000  0.887331  4.794584  4.446020  0.00074443   45.9196    2.0205    1.7838    3.6687       NaN       NaN    8.2205    2.0868
NGC4941          bar     121  1.000000  1.000000  3.196389  3.227480  0.00246586  113.7972    4.0018    4.1552    8.0009       NaN       NaN   10.9743    4.0478
NGC4941          bar     125  1.000000  1.000000  3.196389  3.197744  0.00126686  106.8551    2.1910    2.2750    4.3805       NaN       NaN    5.6307    2.0999
NGC4941          bar     126  1.000000  0.811748  4.794584  4.066926  0.00046639   40.5052    1.2295    1.0855    2.2325       NaN       NaN    4.4583    1.0773
NGC4941          bar     144  1.000000  1.000000  4.288095  4.049315  0.00139085   67.0885    2.7597    2.5649    5.1662       NaN       NaN    6.4945    2.8468
NGC4941          bar     145  1.000000  1.000000  2.920259  2.833500  0.00185755  132.5875    3.3408    3.5674    6.7914       NaN       NaN    7.1399    3.2290
NGC4941          bar     146  0.997595  0.994546  1.943327  2.210164  0.00201716  191.0677    4.7121    5.5562   10.1600       NaN       NaN    6.6550    4.6416
NGC4941          bar     147  1.000000  1.000000  2.033120  2.094444  0.00206337  163.4127    5.5613    6.4981   11.4031       NaN       NaN   22.4210    5.4817
NGC4941          bar     148  1.000000  1.000000  3.098240  3.180571  0.00177923  106.1622    3.7676    3.9512    7.5774       NaN       NaN    7.4683    3.7051
NGC4941          bar     149  1.000000  1.000000  4.491442  4.259478  0.00105569   50.1249    2.4107    2.1948    4.4579       NaN       NaN    5.9512    2.2693
NGC4941          bar     168  1.000000  1.000000  4.696236  4.375864  0.00133470   64.5917    3.0164    2.6897    5.5095       NaN       NaN    6.0442    3.0530
NGC4941          bar     169  1.000000  1.000000  3.886654  3.852063  0.00248570   97.3140    5.3863    5.2144   10.3303       NaN       NaN   10.3478    5.4877
NGC4941          bar     170  1.000000  1.000000  3.642248  3.709211  0.00278387  107.9580    6.3777    6.3291   12.4131       NaN       NaN   13.7754    6.3988
NGC4941          bar     171  1.000000  1.000000  4.066240  3.976950  0.00189919   87.7817    4.6403    4.4110    8.8036       NaN       NaN   12.8256    4.5154
NGC4941          bar     172  1.000000  1.000000  4.991103  4.682178  0.00070001   44.8415    2.2165    1.9182    3.9772       NaN       NaN    7.0137    2.0698
NGC4941          bar     191  1.000000  1.000000  5.829980  5.594309  0.00090426   38.7921    2.9312    2.3297    5.0004       NaN       NaN   12.4287    2.6963
NGC4941          bar     192  1.000000  1.000000  5.472787  5.359254  0.00099103   47.8805    2.4412    2.0119    4.2552       NaN       NaN   15.9263    2.4091
NGC4941          bar     193  1.000000  1.000000  5.569791  5.327799  0.00102220   41.9047    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4941          bar     293      -NaN  0.988326  6.361937      -NaN -0.00004317   28.5755    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4941          bar     313  1.000000  1.000000  5.082800  4.917136  0.00072748   41.7881    0.0000    0.0000    0.0000       NaN       NaN   10.7114    0.0000
NGC4941          bar     314  1.000000  1.000000  4.594657  4.464816  0.00146247   64.5853    2.7159    2.4469    4.9912       NaN       NaN   18.1083    2.9923
NGC4941          bar     315  1.000000  1.000000  4.636307  4.566543  0.00169045   70.9328    3.5123    3.1511    6.4386       NaN       NaN   12.6130    3.5626
NGC4941          bar     316  1.000000  1.000000  5.195023  4.887283  0.00091802   52.0772    1.7826    1.5111    3.1595       NaN       NaN    6.8321    1.6624
NGC4941          bar     335  1.000000  1.000000  4.027617  4.019833  0.00081782   65.1128    3.3547    3.2015    6.3795       NaN       NaN   10.9150    3.2955
NGC4941          bar     336  1.000000  1.000000  3.049680  2.980853  0.00213623  117.1484    6.4604    6.8086   12.9320       NaN       NaN   22.1273    6.5345
NGC4941          bar     337  1.000000  1.000000  2.736393  2.717683  0.00230876  141.6105    6.4026    6.9657   13.1607       NaN       NaN   16.5078    6.4123
NGC4941          bar     338  1.000000  1.000000  3.283839  3.364271  0.00159953  116.9330    4.0138    4.1308    7.9826       NaN       NaN    8.1077    4.0648
NGC4941          bar     339  1.000000  1.000000  4.380388  3.939502  0.00119064   67.8955    3.1981    2.9447    5.9537       NaN       NaN   10.3280    3.2080
NGC4941          bar     358  1.000000  1.000000  3.763188  3.661077  0.00111469   73.0897    3.6207    3.5493    6.9958       NaN       NaN   16.4578    3.5312
NGC4941          bar     359  1.000000  1.000000  2.245721  2.364517  0.00310378  160.2624    4.1839    4.7843    8.8582       NaN       NaN    8.1082    4.2179
NGC4941          bar     362  1.000000  1.000000  2.887735  2.891175  0.00342482  158.6655    3.9886    4.2732    8.1242       NaN       NaN    6.8903    4.0452
NGC4941          bar     363  1.000000  1.000000  4.433340  3.981128  0.00071715   60.0874    1.4715    1.3477    2.7307       NaN       NaN    8.0922    1.2859
NGC4941          bar     382  1.000000  0.997862  4.433340  4.179369  0.00114063   56.0629    2.3025    2.1087    4.2728       NaN       NaN    6.1132    2.1983
NGC4941          bar     383  1.000000  1.000000  2.887735  2.801103  0.00365677  135.9154    3.9266    4.2068    7.9980       NaN       NaN   10.1431    3.8894
NGC4941          bar     386  1.000000  1.000000  2.245721  2.332147  0.00489560  189.3311    4.5486    5.2013    9.6303       NaN       NaN    5.4524    4.4979
NGC4941          bar     387  1.000000  1.000000  3.763188  3.602519  0.00119565   82.0535    2.0333    1.9932    3.9288       NaN       NaN    6.5250    1.9169
NGC4941          bar     406  1.000000  1.000000  4.380388  4.215380  0.00134878   64.5666    2.6096    2.4028    4.8581       NaN       NaN    9.1963    2.6435
NGC4941          bar     407  1.000000  1.000000  3.283839  3.203217  0.00177464  110.8708    3.9220    4.0364    7.8002       NaN       NaN    9.9616    3.8694
NGC4941          bar     408  1.000000  1.000000  2.736393  2.732839  0.00256067  133.9198    6.5929    7.1728   13.5519       NaN       NaN   17.4568    6.6179
NGC4941          bar     409  1.000000  1.000000  3.049680  3.061441  0.00248195  118.9872    6.5437    6.8964   13.1991       NaN       NaN   10.6440    6.4950
NGC4941          bar     410  1.000000  1.000000  4.027617  3.889834  0.00150243   80.2238    3.7750    3.6026    7.1788       NaN       NaN   11.4731    3.7529
NGC4941          bar     429  1.000000  1.000000  5.195023  5.029837  0.00111072   47.0905    3.2928    2.7913    5.8364       NaN       NaN   12.3649    3.3430
NGC4941          bar     430  1.000000  1.000000  4.636307  4.587040  0.00197251   68.8603    4.5933    4.1208    8.4202       NaN       NaN    9.3413    4.6665
NGC4941          bar     431  1.000000  1.000000  4.594657  4.437175  0.00205023   73.3145    5.2677    4.7459    9.6808       NaN       NaN   17.8917    5.1883
NGC4941          bar     432  1.000000  1.000000  5.082800  4.994543  0.00107030   50.6844    2.2975    1.9699    4.0999       NaN       NaN    4.8732    2.2315
NGC4941          bar     452      -NaN  0.974249  6.361937      -NaN  0.00028657   31.3794    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC5068          bar      74  0.909256  0.892848  0.000000  0.377289  0.00830363  130.5929    5.3844    5.2367   10.3550   11.0756   31.6302   14.6807    5.3763
NGC5134          bar      91  0.937784  0.850095  3.694516  3.753436  0.01893811  298.5402   14.2673   14.8218   24.2161   15.1326       NaN   36.6007   14.4569
NGC5134          bar     114  1.000000  1.000000  1.814814  1.693666  0.00580635  441.4559    8.7758   11.0595   17.1638   10.1367       NaN   27.7240    8.8459
NGC5134          bar     115  1.000000  1.000000  2.017359  1.965334  0.00707168  431.6789   10.6167   13.1038   21.5449   13.1845       NaN   24.2681   10.4911
NGC5134          bar     116  0.973952  0.918013  2.645787  2.593203  0.00696457  311.4927    7.6587    8.8617   16.2033   11.2419       NaN   20.1606    7.6245
NGC5134          bar     138  1.000000  1.000000  1.037850  0.845991  0.00501547  861.7808   13.9651   19.0619   21.8896    9.6261       NaN   59.2852   13.7497
NGC5134          bar     140  1.000000  1.000000  1.037850  0.835699  0.00722941  829.8988    9.8485   13.4429   22.9478   13.0761       NaN   17.1747    9.8765
NGC5134          bar     162  0.986227  0.957152  2.645787  2.674405  0.00690199  268.8883   14.5047   16.7831   20.8817   12.4747       NaN   67.1392   14.4035
NGC5134          bar     163  1.000000  1.000000  2.017359  1.899411  0.00647317  462.9801   12.8991   15.9209   21.9692   11.9652       NaN   41.9613   12.7344
