#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC4321     interarm    1228  0.891963  0.844484  4.683525  4.570086  0.01088060  166.5831   14.6272   17.6328   29.5774   22.3022       NaN   24.0512   14.5382
NGC4321     interarm    1229  0.973098  0.977001  3.737811  3.773159  0.00926253  182.9250   14.9211   19.0429   31.3252   23.3084       NaN   22.4598   14.7882
NGC4321     interarm    1230  0.981943  0.985419  3.011050  3.062304  0.00716893  188.4217   17.6216   23.4969   38.1755   28.2311       NaN   21.1371   17.5915
NGC4321     interarm    1231  1.000000  1.000000  2.687186  2.814932  0.00684647  197.6355   17.6297   23.9715   35.9020   25.3915       NaN   26.0772   17.5787
NGC4321     interarm    1232  0.988878  0.977579  2.904286  2.866516  0.00672276  195.0500   15.9297   21.3781   32.1125   22.7794       NaN   26.6175   15.8980
NGC4321     interarm    1236  1.000000  1.000000  6.624510  6.480191  0.00627726   90.6394   10.5658   11.3299   21.5323   21.7054       NaN   16.4533   10.4020
NGC4321     interarm    1237  1.000000  1.000000  7.771413  8.045450  0.00486066   73.3925   14.8623   14.8721   22.5784   18.6940       NaN   50.1245   14.8533
NGC4321     interarm    1238  0.990358  0.953311  8.942312  8.824229  0.00381657   64.3633   16.5615   15.4425   27.0429   22.9388       NaN   37.6576   16.1264
NGC4321     interarm    1241      -NaN  1.000000 12.531215      -NaN  0.00194239   40.3025    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1263  1.000000  1.000000 11.811664 11.582811  0.00088538   31.4779    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1264  1.000000  1.000000 10.677281 10.470424  0.00187619   45.0397    5.4377    4.5666    9.5847    9.9261       NaN   20.6784    4.4267
NGC4321     interarm    1265  1.000000  1.000000  9.568313  9.770285  0.00681366   77.1867   13.4328   12.0611   24.6364   29.9565       NaN   13.8904   13.6772
NGC4321     interarm    1275  0.995552  1.043069  5.941416  6.063437  0.00325685   71.5216    5.8775    6.5676   12.2745   11.7459       NaN   18.9232    5.9755
NGC4321     interarm    1276  1.000000  1.000000  6.819215  6.957836  0.00312521   59.6171    7.1399    7.5669   14.4496   17.7260       NaN   12.3635    7.1215
NGC4321     interarm    1277  1.000000  1.000000  7.795019  7.634156  0.00298268   54.6565    6.6908    6.6857   13.0757   12.3858       NaN   21.1520    6.6067
NGC4321     interarm    1278  1.000000  1.000000  8.836420  9.057167  0.00256337   51.1508    6.5638    6.1595   12.3580   16.8239       NaN   11.5145    6.5196
NGC4321     interarm    1281      -NaN  1.000000 12.181891      -NaN  0.00403340   55.1939    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1303  1.000000  1.000000 12.315924 11.851526  0.00061690   25.7893    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1304  1.000000  1.000000 11.268548 10.913118  0.00139910   34.4003    3.5891    2.9085    6.1938    7.1875       NaN   17.3865    3.8190
NGC4321     interarm    1305  1.000000  1.000000 10.263418 10.183094  0.00415529   46.9997    7.6374    6.5760   13.6630   13.2237       NaN   22.9762    8.5092
NGC4321     interarm    1306  1.000000  1.000000  9.314219  9.423601  0.00533550   59.8340    9.0979    8.2950   15.6499   13.6225       NaN   31.3939    9.2031
NGC4321     interarm    1307  1.000000  1.000000  8.439843  8.750609  0.00423243   67.9802    5.2315    5.0281    9.9905   19.0970       NaN    6.4558    5.7746
NGC4321     interarm    1308  1.000000  1.000000  7.665938  7.601451  0.00388846   77.7131    5.0338    5.0692    9.8830   10.0960       NaN   18.1435    5.1552
NGC4321     interarm    1309  0.964919  0.821011  7.025782  7.284941  0.00554300   86.8638    6.1645    6.4523   12.3767   11.1985       NaN   21.7939    6.2434
NGC4321     interarm    1310  0.972971  0.881257  6.558658  6.656397  0.00602244   89.4263    7.1758    7.7254   14.6584   13.4005       NaN   20.3578    6.9854
NGC4321     interarm    1311  1.003780  1.073191  6.303152  6.281319  0.00463209   82.5948    9.4749   10.3589   19.5327   21.3682       NaN   14.2205    9.4878
NGC4321     interarm    1312  1.000000  1.000000  6.285127  6.195525  0.00439101   75.6634    9.9042   10.8401   18.0397   15.7092       NaN   30.6966    9.6925
NGC4321     interarm    1313  1.000000  1.000000  6.506556  6.564238  0.00303099   62.2202    7.5944    8.2018   15.4337   14.1393       NaN   21.5517    7.3036
NGC4321     interarm    1314  1.000000  1.000000  6.944573  6.930874  0.00313932   54.7096    5.8439    6.1468   11.7738   12.5034       NaN   16.2384    5.7133
NGC4321     interarm    1315  1.000000  1.000000  7.561632  7.488997  0.00215742   45.3388    2.5882    2.6229    5.1006    5.4187       NaN   16.7527    2.8566
NGC4321     interarm    1316  1.000000  1.000000  8.317982  8.546703  0.00259820   43.3025    2.5962    2.5137       NaN       NaN       NaN       NaN    2.9343
NGC4321     interarm    1317  1.000000  1.000000  9.179255  8.614865  0.00334452   45.0343    3.9769    3.6556       NaN       NaN       NaN       NaN    4.2965
NGC4321     interarm    1321      -NaN  1.000000 13.233743      -NaN  0.00273374   43.3543    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1343  1.000000  1.000000 12.106786 11.795583  0.00055479   26.0743    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1344  1.000000  1.000000 11.213434 11.110845  0.00204059   35.5217    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1345  1.000000  1.000000 10.390731 10.145795  0.00478891   51.6505   11.3521    9.6997   13.7434   10.8586       NaN   89.0123    9.4066
NGC4321     interarm    1346  1.000000  1.000000  9.656752  9.604895  0.00539624   53.7010    6.9620    6.2179    8.7114    6.9451       NaN   83.3875    5.8981
NGC4321     interarm    1347  1.000000  1.000000  9.033149  8.717370  0.00438665   52.4699    4.3151    4.0016       NaN       NaN       NaN       NaN    3.2724
NGC4321     interarm    1348  1.000000  1.000000  8.544124 20.946507  0.00399234   53.3643    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1349  1.000000  1.000000  8.213751  7.978276  0.00329190   54.6627    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1350  1.000000  1.000000  8.061558  7.825309  0.00272481   53.7047    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1351  1.000000  1.000000  8.097597  7.908629  0.00283846   47.2682    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1352  1.000000  1.000000  8.319424  8.246905  0.00600532   53.5407    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1353  1.000000  1.000000  8.712859  8.294991  0.00580599   53.1300    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1354  1.000000  1.000000  9.256045  9.072593  0.00269166   38.4645    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1355  1.000000  1.000000  9.924423  9.689010  0.00246988   35.8783    0.0000    0.0000    0.0000    0.0000       NaN   17.2171    0.0000
NGC4321     interarm    1356  0.938558  2.279333 10.694548 10.386500  0.00271405   38.9093    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1358 -0.087646  1.065402 12.462335 11.612973  0.00351530   46.7179    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1359  1.000000  1.000000 13.430081 13.118941  0.00314921   40.2993    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1360      -NaN  1.000000 14.438964      -NaN  0.00197346   26.9476    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1385      -NaN  1.000000 10.161728      -NaN  0.00290303   35.2902    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1386      -NaN  1.000000  9.926411      -NaN  0.00335472   41.6666    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1387      -NaN  1.000000  9.842049      -NaN  0.00327825   39.1412    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1388      -NaN  1.000000  9.912496      -NaN  0.00250707   31.9866    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1421      -NaN  1.000000 11.671324      -NaN  0.00196889   27.5658    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1422      -NaN  1.000000 11.634490      -NaN  0.00211031   28.6444    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4321     interarm    1423      -NaN  1.000000 11.728695      -NaN  0.00162231   27.4835    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     402      -NaN  1.000000 11.836264      -NaN  0.00067197   18.6681    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     403      -NaN  0.915471 11.231021      -NaN  0.00153257   25.5242    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     454      -NaN  1.000000 12.115600      -NaN  0.00112033   19.8153    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     455      -NaN  0.915474 11.177085      -NaN  0.00142586   22.0533    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     458  1.000000  1.000000  9.115735  8.721093  0.00261260   33.1618    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     459  1.000000  1.000000  8.778956  8.652856  0.00149460   31.4874    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     460  1.000000  1.000000  8.660370  8.427493  0.00150296   33.8496    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     461  1.000000  1.000000  8.768834  8.723604  0.00222592   33.2847    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     462  1.000000  1.000000  9.096229  8.934423  0.00126903   26.3568    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     463  1.000000  1.000000  9.620229  9.416788  0.00096115   21.3647    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     508      -NaN  1.000000 12.061580      -NaN  0.00335864   26.4743    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     511  1.000316  0.995054  8.941668  8.766420  0.00425752   50.4451   13.3423   12.2875   18.8808   15.3509       NaN   58.2785   13.2599
NGC4535     interarm     512  1.000000  1.000000  8.125740  8.125276  0.00413853   52.3213    9.2802    8.9633   17.7740   16.9333       NaN   21.5082    9.6057
NGC4535     interarm     513  1.000000  1.000000  7.487347  7.606309  0.00257111   48.1133    5.1829    5.1959   10.1485   16.0374       NaN    8.4219    5.7939
NGC4535     interarm     514  1.000000  1.000000  7.074714  7.102598  0.00486801   55.3518   11.6741   11.9886   21.3525   18.7603       NaN   28.6914   11.5455
NGC4535     interarm     515  1.000000  1.000000  6.928296  6.766035  0.01241321   69.4835   19.8652   20.5755   23.0866   19.2469       NaN  119.2410   19.7709
NGC4535     interarm     516  1.000000  1.000000  7.064665  7.010003  0.02030130   76.7902   21.9685   22.5736   29.6140   23.7611       NaN   74.4944   22.0386
NGC4535     interarm     517  1.000000  1.000000  7.468345  7.449386  0.00851952   55.3669   11.8323   11.8752   23.1839   24.4508       NaN   17.1265   12.0573
NGC4535     interarm     518  1.000000  1.000000  8.099467  8.133364  0.00267833   39.3135    6.5932    6.3779   12.6392   14.5795       NaN   14.9877    6.9198
NGC4535     interarm     519  1.000000  1.000000  8.909828  9.120208  0.00148254   28.6416    3.8800    3.5799       NaN       NaN       NaN       NaN    3.7613
NGC4535     interarm     520  1.000000  1.000000  9.855314  9.874837  0.00125247   23.3114    1.9214    1.6776       NaN       NaN       NaN       NaN    0.7506
NGC4535     interarm     521      -NaN  1.000000 10.900820      -NaN  0.00166498   19.6760    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     522      -NaN  0.874960 12.020276      -NaN  0.00129736   15.0920    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     564      -NaN  1.021337 11.151539      -NaN  0.00130363   26.5324    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     566  1.021994  1.036233  8.760612  8.487548  0.00254734   45.8836    5.0485    4.6988    9.4588   10.9007       NaN   15.5380    4.7153
NGC4535     interarm     567  1.000000  1.000000  7.673449  7.556192  0.00457254   62.8718    9.7092    9.6285   16.8234   14.5127       NaN   32.9760    9.9513
NGC4535     interarm     568  1.000000  1.000000  6.706251  7.059438  0.00264881   58.3098    6.7068    7.0372   13.4927   16.3082       NaN   12.8121    7.1412
NGC4535     interarm     569  1.000000  1.000000  5.918132  6.097157  0.00218291   62.9209    5.8818    6.4620   10.7508    9.3710       NaN   30.4616    6.1061
NGC4535     interarm     570  1.000000  1.000000  5.388252  5.562087  0.00378073   78.5897    5.5078    6.2412   11.3135   10.3237       NaN   21.7190    5.4953
NGC4535     interarm     571  1.000000  1.000000  5.196222  5.317075  0.00384131   81.8251    7.7091    8.8340   16.3423   18.2808       NaN   13.5332    7.8632
NGC4535     interarm     572  1.000000  1.000000  5.378353  5.346496  0.00408724   76.2430    8.5735    9.7206   18.0602   21.6280       NaN   12.1584    8.9022
NGC4535     interarm     573  1.000000  1.000000  5.900097  5.806699  0.00607550   70.5084    8.5919    9.4494   17.7747   18.8257       NaN   15.7132    8.6085
NGC4535     interarm     574  1.000000  1.000000  6.682371  6.656170  0.00601566   56.8314    9.5577   10.0425   18.3906   16.4791       NaN   24.9718    9.5818
NGC4535     interarm     575  1.000000  1.000000  7.645621  7.698567  0.00229544   38.1044    5.1873    5.1525    9.9173    8.9552       NaN   24.2827    5.8318
NGC4535     interarm     576  1.000000  1.000000  8.730147  8.586284  0.00164788   31.3533    1.0566    0.9851    1.9817    2.0099       NaN   19.6391    1.7504
NGC4535     interarm     578      -NaN  1.000000 11.118040      -NaN  0.00113808   20.5781    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     623  1.000000  1.000000  7.852331  7.577527  0.00179357   52.3596    5.0752    4.9807    9.8128   10.4261       NaN   17.2185    4.7900
NGC4535     interarm     624  1.000000  1.000000  6.618940  6.588795  0.00275687   63.3696    8.5132    8.9782   17.1788   24.9416       NaN    9.2535    8.5930
NGC4535     interarm     625  1.000000  1.000000  5.469928  5.580364  0.00310682   77.2357    6.2342    7.0307   13.0910   15.3493       NaN   12.7042    6.2909
NGC4535     interarm     632  1.000000  1.000000  6.597437  6.494929  0.00599343   83.8065    7.1733    7.5746   14.2189   12.7148       NaN   22.8542    7.6056
NGC4535     interarm     633  1.000000  1.000000  7.829679  7.649238  0.00283136   48.6637    2.3771    2.3359       NaN       NaN       NaN       NaN    3.5110
NGC4535     interarm     635      -NaN  1.000000 10.427595      -NaN  0.00134287   25.3706    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     636      -NaN  1.000000 11.763839      -NaN  0.00111136   17.6115    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     677      -NaN  1.000000 11.393593      -NaN  0.00136727   17.7235    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     680  1.000000  1.000000  7.250521  7.123274  0.00315805   67.8456    9.3081    9.4613   17.1197   15.1019       NaN   27.9518    9.3408
NGC4535     interarm     681  1.000000  1.000000  5.893986  5.739892  0.00316543   79.1489   10.8986   11.9905   20.9332   18.6083       NaN   26.1200   10.8582
NGC4535     interarm     682  0.868792  0.886702  4.567996  4.668070  0.00302648  103.7322    8.2649    9.8245   17.9060   23.5928       NaN    9.0631    8.2039
NGC4535     interarm     685  0.871568  0.858647  1.732074  1.735027  0.00603699  182.7707    8.1150   11.3823   19.3964   19.0270       NaN   10.9282    8.2135
NGC4535     interarm     686  1.000000  1.000000  2.227457  2.169910  0.00328715  129.4864    4.1656    5.6763    9.7871   15.0214       NaN    5.8952    4.0810
NGC4535     interarm     687  1.000000  1.000000  3.298718  3.568539  0.00257737  103.3682    3.8441    4.9208    8.0392    7.0587       NaN   22.7913    3.7459
NGC4535     interarm     688  0.819161  0.832116  4.556316  4.676137  0.00424163  109.1002    9.1047   10.8302   17.2058   14.0809       NaN   29.3780    9.1209
NGC4535     interarm     690  0.928239  0.971149  7.238262  7.146896  0.00592481   80.3907    9.5899    9.7547   18.9405   18.9604       NaN   18.0800    9.3096
NGC4535     interarm     691      -NaN  1.000000  8.610830      -NaN  0.00386056   52.2079    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     692      -NaN  1.000000  9.992939      -NaN  0.00152035   37.1868    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     693      -NaN  1.000000 11.381115      -NaN  0.00221563   27.4687    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     737  0.985460  0.995496  7.034285  7.034407  0.00524682   80.8403   14.2607   14.6795   19.5970   15.9204       NaN   70.2549   14.5398
NGC4535     interarm     738  1.000000  1.000000  5.627428  5.268413  0.00416089   85.6524   11.3635   12.6981   16.0334   13.2535       NaN   69.3990   11.3635
NGC4535     interarm     739  1.000000  1.000000  4.220571  4.487013  0.00356086   96.5982    6.0157    7.2974   11.2768    9.6077       NaN   30.6398    6.0507
NGC4535     interarm     740  1.000000  1.000000  2.813714  2.800228  0.00355811  145.8684    3.8936    5.1272    8.9641   11.6705       NaN    7.7034    3.9397
NGC4535     interarm     744  1.000000  1.000000  2.813714  3.020531  0.00318664  135.7390    4.6180    6.0812   10.6319   12.7878       NaN    8.9705    4.6299
NGC4535     interarm     745  1.000000  1.000000  4.220571  4.346661  0.00278247   97.8856    5.1867    6.2918   11.3732   13.2058       NaN   11.4707    5.2859
NGC4535     interarm     748      -NaN  1.000000  8.441142      -NaN  0.00410094   58.0135    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     749      -NaN  1.000000  9.847999      -NaN  0.00245515   41.2035    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     792      -NaN  1.000000  9.992939      -NaN  0.00157544   25.7920    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     793  1.341064  0.446986  8.610830  8.372448  0.00321624   47.1587    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     796  1.000000  1.000000  4.556316  4.550233  0.00408804   97.2496    9.9910   11.8845   21.6544   20.6106       NaN   16.7614    9.9910
NGC4535     interarm     797  1.000000  1.000000  3.298718  3.445496  0.00237749   96.4392    4.8990    6.2712   11.0909   11.7071       NaN   13.4521    4.8990
NGC4535     interarm     798  1.000000  1.000000  2.227457  2.348445  0.00253253  114.8469    1.1655    1.5882       NaN       NaN       NaN       NaN    1.1655
NGC4535     interarm     802  0.863235  0.932791  4.567996  4.478839  0.00368883  117.0440   12.6587   15.0474   26.1010   21.7114       NaN   22.3595   12.6587
NGC4535     interarm     805      -NaN  1.000000  8.623197      -NaN  0.00389438   57.6301    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     806      -NaN  1.000000 10.005374      -NaN  0.00261638   41.9440    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     807      -NaN  1.000000 11.393593      -NaN  0.00197004   29.1635    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     850  1.000000  1.000000  9.112632  8.662951  0.00134042   29.7250    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     851  1.000000  1.000000  7.829679  7.703269  0.00403741   50.6082    9.5159    9.3511   18.4132   21.0533       NaN   15.0185    8.6738
NGC4535     interarm     859  1.000000  1.000000  5.469928  5.118349  0.00236332   79.0365    7.8020    8.7988   16.3831   18.5454       NaN   13.5611    7.9005
NGC4535     interarm     860  0.911161  1.118857  6.618940  6.807336  0.00208509   62.7444    4.9914    5.2640   10.0721   10.1051       NaN   18.0710    5.0239
NGC4535     interarm     906      -NaN  1.000000 11.118040      -NaN -0.00008312   15.6647    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     907  1.000000  1.000000  9.896155  9.468816  0.00074398   20.5694    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     908  1.000000  1.000000  8.730147  8.996151  0.00145411   27.7514    3.4036    3.1734       NaN       NaN       NaN       NaN    2.9368
NGC4535     interarm     909  1.000000  1.000000  7.645621  7.814981  0.00333933   39.0939    6.0286    5.9882       NaN       NaN       NaN       NaN    5.8264
NGC4535     interarm     910  1.000000  1.000000  6.682371  6.548405  0.00468044   52.2879    9.1870    9.6530   18.4976   18.7095       NaN   17.8435    8.6334
NGC4535     interarm     911  1.000000  1.000000  5.900097  5.918344  0.00434768   67.4750    9.4319   10.3733   19.0067   17.2760       NaN   22.4757    9.0667
NGC4535     interarm     912  1.000000  1.000000  5.378353  5.486723  0.00528462   80.3155    9.9241   11.2520   16.6643   14.1605       NaN   40.7902   10.0039
NGC4535     interarm     913  1.000000  1.000000  5.196222  5.293705  0.00455337   82.1510    7.3436    8.4152   15.5675   15.0621       NaN   18.1354    7.2591
NGC4535     interarm     914  1.000000  1.000000  5.388252  5.463650  0.00356783   74.9678    6.5308    7.4003   13.7525   14.8509       NaN   14.7625    6.4356
NGC4535     interarm     915  1.000000  1.000000  5.918132  5.918225  0.00291484   58.0231    6.1669    6.7752   11.3180    9.8803       NaN   30.0750    6.1980
NGC4535     interarm     916  1.000000  1.000000  6.706251  6.659715  0.00211081   51.1531    6.2206    6.5271   12.5147   14.1040       NaN   14.5582    6.0610
NGC4535     interarm     917  1.007449  1.146190  7.673449  7.464384  0.00202999   48.4898    5.0938    5.0515    9.9100   10.2567       NaN   17.9304    5.2619
NGC4535     interarm     919      -NaN  1.000000  9.928410      -NaN  0.00252498   35.6944    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     962      -NaN  1.000000 12.020276      -NaN  0.00264564   15.9298    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     966      -NaN  1.000000  8.099467      -NaN  0.00211949   30.8528    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     968  1.000000  1.000000  7.064665  6.514103  0.00394490   39.3069    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     969      -NaN  1.000000  6.928296      -NaN  0.00467077   45.6976    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     970  1.000000  1.000000  7.074714  6.515849  0.00356319   46.3304    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     971      -NaN  1.000000  7.487347      -NaN  0.00437874   49.6064    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     972      -NaN  1.000000  8.125740      -NaN  0.00282575   47.4987    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     975      -NaN  1.000000 10.939856      -NaN  0.00241168   24.3015    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm     976      -NaN  1.000000 12.061580      -NaN  0.00103661   17.4467    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1019      -NaN  1.000000 11.137286      -NaN  0.00084300   18.1930    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1020      -NaN  1.000000 10.310903      -NaN  0.00112123   23.0214    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1025      -NaN  1.000000  8.778956      -NaN  0.00170260   30.5826    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1026      -NaN  1.000000  9.115735      -NaN  0.00272887   38.6292    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1027      -NaN  1.040276  9.647884      -NaN  0.00322904   37.7571    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1029      -NaN  1.000000 11.177085      -NaN  0.00070373   21.1766    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1075      -NaN  1.000000 11.202518      -NaN  0.00154702   17.1628    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1076      -NaN  1.000000 10.756707      -NaN  0.00202637   18.8591    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1079      -NaN  2.002347 10.492317      -NaN  0.00154804   27.6022    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1861      -NaN  1.000000 11.462107      -NaN  0.00158939   18.1776    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1916      -NaN  0.931750  9.549785      -NaN  0.00129539   27.8350    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1917      -NaN  1.124847  9.749831      -NaN  0.00112825   23.4418    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1964      -NaN  1.000000 12.037207      -NaN  0.00124801   23.7265    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    1967  1.058361  1.100248  9.234563  9.096019  0.00208345   39.3829    6.9192    6.2642   12.1608   10.7138       NaN   29.1777    6.5315
NGC4535     interarm    1968  1.000000  1.000000  8.562812  8.540213  0.00213604   38.3936    4.3559    4.1012    8.2172   14.3257       NaN    7.6251    4.9136
NGC4535     interarm    1969  1.000000  1.000000  8.082378  8.097355  0.00226788   40.3123    3.3461    3.2400       NaN       NaN       NaN       NaN    3.8808
NGC4535     interarm    1970  1.000000  1.000000  7.828564  7.691088  0.00284929   46.7522    7.4858    7.3567   13.9138   12.4092       NaN   26.2781    7.5633
NGC4535     interarm    1971  1.000000  1.000000  7.823457  7.779023  0.00420703   51.6765    7.7484    7.6170   14.9964   14.1884       NaN   21.4881    8.5650
NGC4535     interarm    1972  1.000000  1.000000  8.067530  7.997688  0.00389682   49.2728    6.1428    5.9532   11.7887   12.3916       NaN   17.7604    6.2929
NGC4535     interarm    1973  1.000000  1.000000  8.539444  8.393707  0.00153782   35.9090    3.9816    3.7539    7.5173   10.4760       NaN   11.0166    3.9424
NGC4535     interarm    1974  1.000000  1.000000  9.204219  9.224879  0.00194210   26.2251    2.6398    2.3942       NaN       NaN       NaN       NaN    3.0623
NGC4535     interarm    1975  1.000000  1.000000 10.023557  9.793822  0.00321593   21.6361    2.2723    1.9646    3.5821    3.0218       NaN   39.4023    3.4976
NGC4535     interarm    2019      -NaN  1.000000 12.188103      -NaN  0.00218016   19.9743    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    2020      -NaN  0.985991 10.989916      -NaN  0.00263599   31.3004    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC4535     interarm    2022  1.000000  1.000000  8.781257  8.728867  0.00307636   51.9379    7.5073    6.9788   14.0555   14.6519       NaN   18.7001    7.1322
NGC4535     interarm    2023  1.000000  1.000000  7.823960  8.063725  0.00499264   61.6812   10.2199   10.0463   15.0089   12.3328       NaN   54.8771   10.3973
NGC4535     interarm    2024  1.000000  1.000000  7.019736  7.210425  0.00296494   54.8893    6.5814    6.7804   13.0974   13.5563       NaN   17.3554    6.9068
