#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC1672     interarm     496      -NaN  1.000000 13.761497      -NaN  0.00052787   14.1152    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     497      -NaN  1.000000 14.842431      -NaN  0.00041832   11.7119    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     525      -NaN  1.000000 15.991552      -NaN  0.00124086   14.6545    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     526      -NaN  1.000000 14.843014      -NaN  0.00177738   22.2191    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     528  0.817500  0.916912 12.568230 12.518286  0.00293865   34.7017    5.8456    5.8060       NaN       NaN       NaN       NaN    6.7536
NGC1672     interarm     529  1.000000  1.000000 11.446416 11.504466  0.00229096   34.2532    6.7129    6.9557       NaN       NaN       NaN       NaN    7.0522
NGC1672     interarm     530  1.000000  1.000000 10.339505 10.144210  0.00242468   38.5825    6.5460    7.0721       NaN       NaN       NaN       NaN    6.7544
NGC1672     interarm     531  1.000000  1.000000  9.252849  9.063805  0.00424574   51.4604   10.6156   11.9487       NaN       NaN       NaN       NaN   10.7430
NGC1672     interarm     532  1.000000  1.000000  8.194509  8.012509  0.00502344   59.2854   10.7759   12.6235       NaN       NaN       NaN       NaN   10.9806
NGC1672     interarm     533  1.000000  1.000000  7.177021  7.050811  0.00446037   62.9883    8.7714   10.6774       NaN       NaN       NaN       NaN    9.6603
NGC1672     interarm     534  1.000000  1.000000  6.220467  7.119450  0.00316592   67.9700    6.4566    8.1485       NaN       NaN       NaN       NaN    5.5460
NGC1672     interarm     535  1.000000  1.000000  5.357582  5.384835  0.00496758   85.2994    9.9884   13.0229       NaN       NaN       NaN       NaN   10.4428
NGC1672     interarm     536  1.000000  1.000000  4.640912  5.037020  0.00442131   98.1723    8.8542   11.8606       NaN       NaN       NaN       NaN    8.8519
NGC1672     interarm     537  1.000000  1.000000  4.146969  4.332335  0.00554730  106.7803    6.2268    8.4980       NaN       NaN       NaN       NaN    5.5499
NGC1672     interarm     538  1.000000  1.000000  3.959994  4.107920  0.00540362  104.2354    6.4877    8.9168       NaN       NaN       NaN       NaN    6.5071
NGC1672     interarm     539  1.000000  1.000000  4.121973  4.184422  0.00351695   94.2532    9.7261   13.2862       NaN       NaN       NaN       NaN   10.1368
NGC1672     interarm     540  1.000000  1.000000  4.596159  4.612947  0.00411567   88.7876    5.6670    7.6040       NaN       NaN       NaN       NaN    5.0778
NGC1672     interarm     541  1.000000  1.000000  5.299396  5.550474  0.00483108   83.0199    2.8857    3.7706       NaN       NaN       NaN       NaN    2.3540
NGC1672     interarm     542  1.000000  1.000000  6.153651  6.178982  0.00493282   69.0450    4.5231    5.7228       NaN       NaN       NaN       NaN    4.3297
NGC1672     interarm     543  1.000000  1.000000  7.104658  7.228087  0.00262269   47.7812    3.9074    4.7694       NaN       NaN       NaN       NaN    3.6103
NGC1672     interarm     544  1.000000  1.000000  8.118485  7.958674  0.00141442   32.4882    3.6657    4.3065       NaN       NaN       NaN       NaN    3.8324
NGC1672     interarm     545  1.000000  1.000000  9.174331  9.334282  0.00173881   24.3323    4.6448    5.2436       NaN       NaN       NaN       NaN    3.5210
NGC1672     interarm     546  1.000000  1.000000 10.259230  9.993104  0.00136594   18.3904    1.8792    2.0364       NaN       NaN       NaN       NaN    1.3107
NGC1672     interarm     547  1.000000  1.000000 11.364866 11.419001  0.00117294   15.9965    5.1951    5.3996       NaN       NaN       NaN       NaN    2.5864
NGC1672     interarm     548  1.000000  1.000000 12.485730 12.594517  0.00099523   14.4610    7.0235    6.9977       NaN       NaN       NaN       NaN    3.9464
NGC1672     interarm     549      -NaN  1.000000 13.618063      -NaN  0.00053858   13.5259    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     550      -NaN  1.000000 14.759225      -NaN  0.00086009   12.9416    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     551      -NaN  1.000000 15.907316      -NaN  0.00093473   11.6125    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     552      -NaN  1.000000 17.060938      -NaN  0.00057377    8.4461    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     553      -NaN  1.000000 18.219040      -NaN  0.00064817    6.0943    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     579      -NaN  1.000000 13.831545      -NaN  0.00127162   20.9917    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     582  1.000000  1.000000 10.315493 10.438225  0.00462712   49.1453   13.4527   14.5470       NaN       NaN       NaN       NaN   13.7365
NGC1672     interarm     583  1.000000  1.000000  9.151965  8.931744  0.01570006   86.2865   17.2196   19.4561       NaN       NaN       NaN       NaN   17.3049
NGC1672     interarm     584  1.000000  1.000000  7.995776  8.176930  0.01986207  112.0820   17.1086   20.1927       NaN       NaN       NaN       NaN   16.6012
NGC1672     interarm     585  1.000000  1.000000  6.850644  6.868644  0.00808813  111.8928   11.2644   13.8821       NaN       NaN       NaN       NaN   10.1935
NGC1672     interarm     597  1.000000  1.000000  7.953658  7.773172  0.00953518   88.3303    9.1317   10.7950       NaN       NaN       NaN       NaN    9.0118
NGC1672     interarm     598  1.000000  1.000000  9.109520  9.321735  0.00463106   50.7533    5.4204    6.1342       NaN       NaN       NaN       NaN    5.2980
NGC1672     interarm     599  1.000000  1.000000 10.272825 10.185464  0.00217300   28.7053    5.0408    5.4596       NaN       NaN       NaN       NaN    3.3846
NGC1672     interarm     600  1.000000  1.000000 11.441304 10.041165  0.00110664   18.5850    1.2742    1.3206       NaN       NaN       NaN       NaN    0.9998
NGC1672     interarm     601  1.000000  1.000000 12.613518 13.245975  0.00132611   15.6276   -0.5206   -0.5162       NaN       NaN       NaN       NaN    0.5212
NGC1672     interarm     602  1.000000  1.000000 13.788515 13.270189  0.00102713   14.6652    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     603      -NaN  1.000000 14.965639      -NaN  0.00112594   14.6022    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     604      -NaN  1.000000 16.144426      -NaN  0.00081939   12.8640    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     605      -NaN  1.000000 17.324535      -NaN  0.00080301    9.8055    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     606      -NaN  1.000000 18.505714      -NaN  0.00066903    6.5798    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     632  1.000000  1.000000 13.073136 12.661332  0.00153811   22.0773    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     633  1.001903  0.998504 11.884670 11.969399  0.00330635   38.5138    2.6996    2.7514       NaN       NaN       NaN       NaN    4.3951
NGC1672     interarm     651  0.998818  0.991185  9.507736  9.411190  0.01760246  114.0864   19.7329   21.9986       NaN       NaN       NaN       NaN   19.5552
NGC1672     interarm     652  1.000000  1.000000 10.696203 10.816621  0.01041535   71.9913   10.4546   11.1438       NaN       NaN       NaN       NaN    9.9790
NGC1672     interarm     653  1.000000  1.000000 11.884670 11.863550  0.00620184   41.9201    5.3150    5.4170       NaN       NaN       NaN       NaN    5.7789
NGC1672     interarm     654  1.000000  1.000000 13.073136 13.362844  0.00196089   25.4776    2.5496    2.4846       NaN       NaN       NaN       NaN    0.9034
NGC1672     interarm     655  1.000000  1.000000 14.261603 13.650673  0.00183579   19.0763    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     656      -NaN  1.000000 15.450070      -NaN  0.00207021   16.9508    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     657      -NaN  1.000000 16.638537      -NaN  0.00223770   15.7980    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     658      -NaN  1.000000 17.827004      -NaN  0.00138966   10.4869    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     685  1.000000  1.000000 12.613518 12.239405  0.00114622   16.7401    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     686  1.000000  1.000000 11.441304 11.647574  0.00151224   24.4170    3.3469    3.4686       NaN       NaN       NaN       NaN    2.4998
NGC1672     interarm     687  1.000000  1.000000 10.272825 10.371869  0.00283689   42.0668    6.8594    7.4294       NaN       NaN       NaN       NaN    5.9365
NGC1672     interarm     701  1.000000  1.000000  6.850644  6.623642  0.00692920  103.8537    8.4828   10.4540       NaN       NaN       NaN       NaN    9.1382
NGC1672     interarm     702  1.000000  1.000000  7.995776  8.057070  0.00667291   83.1478    4.8646    5.7415       NaN       NaN       NaN       NaN    5.1284
NGC1672     interarm     705  0.871000  0.855529 11.484130 11.267285  0.01902525  102.5309   15.8858   16.4370       NaN       NaN       NaN       NaN   15.5173
NGC1672     interarm     706  1.000000  1.000000 12.656460 14.345245  0.00615903   49.3776    5.9672    5.9071       NaN       NaN       NaN       NaN    3.3182
NGC1672     interarm     707  1.000000  1.000000 13.831545 13.717083  0.00289778   31.6563    8.1366    7.7053       NaN       NaN       NaN       NaN    6.8461
NGC1672     interarm     708      -NaN  1.000000 15.008738      -NaN  0.00159383   19.5019    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     709      -NaN  1.000000 16.187578      -NaN  0.00080817   11.7146    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     710      -NaN  1.000000 17.367730      -NaN  0.00047251    7.5881    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     711      -NaN  1.000000 18.548944      -NaN  0.00011352    5.8203    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     735      -NaN  1.000000 15.907316      -NaN  0.00102518    9.0286    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     736      -NaN  1.000000 14.759225      -NaN  0.00096560    9.9526    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     738  1.000000  1.000000 12.485730 12.258859  0.00165666   17.1868    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     739  1.000000  1.000000 11.364866 11.434165  0.00250064   21.8007    5.1815    5.3855       NaN       NaN       NaN       NaN    5.6021
NGC1672     interarm     740  1.000000  1.000000 10.259230 10.027304  0.00198925   25.8955    2.9486    3.1952       NaN       NaN       NaN       NaN    3.1143
NGC1672     interarm     741  1.000000  1.000000  9.174331  8.989540  0.00447163   43.8357    7.1223    8.0405       NaN       NaN       NaN       NaN    6.6540
NGC1672     interarm     742  0.918726  0.927875  8.118485  8.208268  0.00732602   68.6685   10.5909   12.4423       NaN       NaN       NaN       NaN   10.4905
NGC1672     interarm     751  1.000000  1.000000  5.357582  5.396088  0.00528492   83.0790    5.5930    7.2921       NaN       NaN       NaN       NaN    6.1242
NGC1672     interarm     752  1.000000  1.000000  6.220467  6.280179  0.01464466   94.3558   11.1581   14.0820       NaN       NaN       NaN       NaN   12.0003
NGC1672     interarm     753  1.000000  1.000000  7.177021  6.701703  0.01454140   81.5446    9.5203   11.5890       NaN       NaN       NaN       NaN    9.9764
NGC1672     interarm     754  1.000000  1.000000  8.194509  8.465072  0.00665645   56.3059    4.1091    4.8136       NaN       NaN       NaN       NaN    3.3562
NGC1672     interarm     755  1.000000  1.000000  9.252849  9.223808  0.00412481   46.6914    6.0653    6.8270       NaN       NaN       NaN       NaN    6.0653
NGC1672     interarm     756  1.000000  1.000000 10.339505 10.088386  0.00351653   49.0549    8.6780    9.3754       NaN       NaN       NaN       NaN    8.8684
NGC1672     interarm     759  1.000000  1.000000 13.701287 13.800506  0.00790150   55.0486    7.3009    6.9479       NaN       NaN       NaN       NaN    7.0536
NGC1672     interarm     760  1.000000  1.000000 14.843014 14.232579  0.00227517   30.9870    5.3423    4.8696       NaN       NaN       NaN       NaN    2.5689
NGC1672     interarm     761      -NaN  1.000000 15.991552      -NaN  0.00097337   15.3040    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     762      -NaN  1.000000 17.145534      -NaN  0.00047282    8.2875    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     763      -NaN  1.000000 18.303930      -NaN  0.00046737    5.5900    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     787      -NaN  1.000000 17.047299      -NaN  0.00111700    8.3219    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     788      -NaN  1.000000 15.938683      -NaN  0.00126850   10.8475    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     789      -NaN  1.000000 14.842431      -NaN  0.00075651   11.5634    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     791  1.000000  1.000000 12.699793 12.324602  0.00247790   19.8167    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     792  1.000000  1.000000 11.662572 11.714460  0.00242336   22.7081    3.9872    4.0979       NaN       NaN       NaN       NaN    3.5203
NGC1672     interarm     793  1.000000  1.000000 10.656986 10.653630  0.00127106   20.0752    3.1030    3.3125       NaN       NaN       NaN       NaN    2.7797
NGC1672     interarm     794  1.000000  1.000000  9.692885  9.560612  0.00132549   21.3875    3.4011    3.7652       NaN       NaN       NaN       NaN    3.4111
NGC1672     interarm     795  1.000000  1.000000  8.783940  8.777691  0.00143191   27.3045    3.1029    3.5550       NaN       NaN       NaN       NaN    3.6005
NGC1672     interarm     796  1.000000  1.000000  7.949094  8.029189  0.00185206   31.3610    2.0310    2.4013       NaN       NaN       NaN       NaN    2.0008
NGC1672     interarm     797  1.000000  1.000000  7.214117  7.450620  0.00290972   38.8602    5.2132    6.3372       NaN       NaN       NaN       NaN    4.5457
NGC1672     interarm     798  1.000000  1.000000  6.612396  7.250228  0.00401596   43.8760    4.3111    5.3609       NaN       NaN       NaN       NaN    5.1590
NGC1672     interarm     799  1.000000  1.000000  6.182959  6.038863  0.00596990   50.8554    4.8794    6.1667       NaN       NaN       NaN       NaN    5.0422
NGC1672     interarm     800  0.911652  0.982626  5.963145  5.795236  0.00641229   52.7438    9.1207   11.6230       NaN       NaN       NaN       NaN    9.5856
NGC1672     interarm     801  0.940100  0.982552  5.976129  5.852236  0.00510943   49.5705    5.1290    6.5329       NaN       NaN       NaN       NaN    5.0649
NGC1672     interarm     802  1.000000  1.000000  6.220454  5.740803  0.00314505   51.8299    2.8546    3.6026       NaN       NaN       NaN       NaN    2.2867
NGC1672     interarm     803  1.000000  1.000000  6.670749  6.797205  0.00367538   51.3018    4.4863    5.5665       NaN       NaN       NaN       NaN    5.5326
NGC1672     interarm     804  1.000000  1.000000  7.288939  7.068811  0.00668904   46.6091    6.6243    8.0298       NaN       NaN       NaN       NaN    6.8087
NGC1672     interarm     805  1.000000  1.000000  8.036372  8.127516  0.01399270   57.4539    9.4337   11.1173       NaN       NaN       NaN       NaN    9.9708
NGC1672     interarm     806  1.000000  1.000000  8.880475  8.823089  0.01115720   47.7231    7.3526    8.3931       NaN       NaN       NaN       NaN    7.5501
NGC1672     interarm     807  1.000000  1.000000  9.796290  9.949248  0.00427183   38.2738    6.4009    7.0585       NaN       NaN       NaN       NaN    6.2954
NGC1672     interarm     808  1.000000  1.000000 10.765532 10.702227  0.00404637   42.9491    8.1741    8.6902       NaN       NaN       NaN       NaN    8.0022
NGC1672     interarm     809  0.938555  0.898322 11.775014 12.234350  0.00330837   47.8159    5.7917    5.9273       NaN       NaN       NaN       NaN    5.7354
NGC1672     interarm     811  0.822047  0.948439 13.879274 13.556409  0.02138418   94.0942   22.8819   21.6299       NaN       NaN       NaN       NaN   21.9431
NGC1672     interarm     812  1.000000  1.000000 14.962060 14.711465  0.00668377   48.2399    3.8375    3.4823       NaN       NaN       NaN       NaN    4.3767
NGC1672     interarm     813  1.000000  1.000000 16.059799 15.341090  0.00126085   23.3802    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     814      -NaN  1.000000 17.169624      -NaN  0.00052290   10.5525    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     815      -NaN  1.000000 18.289333      -NaN  0.00062878    6.3994    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     841      -NaN  1.000000 15.210505      -NaN  0.00087035   11.4194    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     842      -NaN  1.000000 14.209315      -NaN  0.00146075   14.4041    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     843      -NaN  1.000000 13.239136      -NaN  0.00212706   19.1417    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     844      -NaN  1.000000 12.307302      -NaN  0.00558542   34.7652    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     845      -NaN  1.000000 11.423204      -NaN  0.00911842   42.1470    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     846      -NaN  1.000000 10.598791      -NaN  0.00295345   29.0861    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     847      -NaN  1.000000  9.849065      -NaN  0.00163194   24.9451    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     848      -NaN  1.000000  9.192317      -NaN  0.00200852   25.5568    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     849  1.000000  1.000000  8.649752  8.211697  0.00173148   23.4855    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     850  1.000000  1.000000  8.243946  7.843596  0.00117975   21.9819    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     851  1.000000  1.000000  7.995747  7.602114  0.00139187   23.1813    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     852  1.000000  1.000000  7.919988  7.596244  0.00119426   26.9664    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     854  1.000000  1.000000  8.293939  8.199365  0.00196259   25.0988    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     855  1.000000  1.000000  8.721146  8.381580  0.00184422   25.8387    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     856  1.000000  1.000000  9.281824  8.682116  0.00153223   27.6698    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     857  1.000000  1.000000  9.953443 10.197961  0.00179710   28.2195    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     858  1.000000  1.000000 10.715163 10.346096  0.00169144   28.7988    1.0144    1.0805       NaN       NaN       NaN       NaN    0.8158
NGC1672     interarm     859  1.000000  1.000000 11.549169 11.493929  0.00199101   33.1513    4.6301    4.7790       NaN       NaN       NaN       NaN    4.6470
NGC1672     interarm     862  1.000000  1.000000 14.354043 14.115762  0.00353670   48.1824    1.0810    1.0037       NaN       NaN       NaN       NaN    1.9279
NGC1672     interarm     863  1.000000  1.000000 15.359257 14.771705  0.00299648   41.7110    0.4643    0.4150       NaN       NaN       NaN       NaN    0.1562
NGC1672     interarm     864      -NaN  1.000000 16.389017      -NaN  0.00189701   25.7070    4.2635    3.6661       NaN       NaN       NaN       NaN    2.3759
NGC1672     interarm     865      -NaN  1.000000 17.438977      -NaN  0.00079573   14.1503    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     866      -NaN  1.000000 18.505698      -NaN  0.00061595    7.6003    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     890      -NaN  1.000000 17.761644      -NaN  0.00062675    5.8506    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     892      -NaN  1.000000 15.843606      -NaN  0.00081278    9.7932    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     893      -NaN  1.000000 14.934161      -NaN  0.00093842   11.9919    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     894      -NaN  1.000000 14.066391      -NaN  0.00132353   15.8225    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     895      -NaN  1.000000 13.248489      -NaN  0.00277189   24.6381    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     896      -NaN  1.000000 12.490256      -NaN  0.00588340   35.8264    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     897      -NaN  1.000000 11.803195      -NaN  0.00416571   32.9623    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     898      -NaN  1.000000 11.200412      -NaN  0.00210383   28.1334    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     899      -NaN  1.000000 10.696167      -NaN  0.00202296   26.2461    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     900      -NaN  1.000000 10.304932      -NaN  0.00183521   24.8880    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     901      -NaN  1.000000 10.039929      -NaN  0.00158808   24.4810    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     902      -NaN  1.000000  9.911289      -NaN  0.00144673   23.9048    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     903      -NaN  1.000000  9.924314      -NaN  0.00184778   25.9041    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     904      -NaN  1.000000 10.078457      -NaN  0.00167870   25.1184    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     905      -NaN  1.000000 10.367424      -NaN  0.00163647   23.4161    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     906      -NaN  1.000000 10.780379      -NaN  0.00139399   22.6477    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     907      -NaN  1.000000 11.303741      -NaN  0.00127107   22.3968    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     908      -NaN  1.000000 11.922981      -NaN  0.00118257   22.2085    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     909      -NaN  1.000000 12.623996      -NaN  0.00103948   23.1232    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     910      -NaN  0.944056 13.393954      -NaN  0.00129902   27.4731    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     912      -NaN  0.883018 15.097621      -NaN  0.00242000   32.4410    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     913      -NaN  1.000000 16.013919      -NaN  0.00248809   30.4045    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     914      -NaN  1.000000 16.964019      -NaN  0.00209629   24.9287    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     915      -NaN  1.000000 17.942553      -NaN  0.00135678   14.2183    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     945      -NaN  1.000000 14.428233      -NaN  0.00140494   16.5965    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     946      -NaN  1.000000 13.788476      -NaN  0.00200170   19.1935    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     947      -NaN  1.000000 13.224792      -NaN  0.00220141   23.8960    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     948      -NaN  1.000000 12.747277      -NaN  0.00284863   28.7261    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     949      -NaN  1.000000 12.365919      -NaN  0.00279100   31.3317    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     950      -NaN  1.000000 12.089819      -NaN  0.00217660   30.8281    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     952      -NaN  1.000000 11.879983      -NaN  0.00182016   27.0338    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     953      -NaN  1.000000 11.952258      -NaN  0.00232175   27.9792    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     954      -NaN  1.000000 12.141000      -NaN  0.00151251   24.2598    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     955      -NaN  1.000000 12.440908      -NaN  0.00113551   22.4876    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     958      -NaN  1.000000 13.922736      -NaN  0.00102333   19.9590    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     962      -NaN  1.000000 16.896147      -NaN  0.00160910   23.7867    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     963      -NaN  1.000000 17.760950      -NaN  0.00190973   20.0602    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     992      -NaN  1.000000 16.396240      -NaN  0.00034878    7.6356    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     996      -NaN  1.000000 14.426905      -NaN  0.00826272   18.3578    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     997      -NaN  1.000000 14.142934      -NaN  0.00287639   18.0907    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     998      -NaN  1.000000 13.954730      -NaN  0.00180286   20.7781    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm     999      -NaN  1.000000 13.866192      -NaN  0.00176246   21.2448    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1000      -NaN  1.000000 13.879229      -NaN  0.00165151   20.8167    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1001      -NaN  1.000000 13.993557      -NaN  0.00202425   21.7631    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1002      -NaN  1.000000 14.206730      -NaN  0.00209382   24.8107    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1003      -NaN  1.000000 14.514393      -NaN  0.00186231   24.6886    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1005      -NaN  1.000000 15.388801      -NaN  0.00279377   25.0313    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1008      -NaN  0.872172 17.240168      -NaN  0.00308667   21.9104    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1009      -NaN  1.000000 17.972459      -NaN  0.00173635   18.4393    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1038      -NaN  1.000000 17.810709      -NaN  0.00043781    5.5480    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1039      -NaN  1.000000 17.299504      -NaN  0.00091842    7.7020    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1045      -NaN  1.000000 15.839977      -NaN  0.00151364   15.3387    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
