logMmol dlogMmol logSFR dlogSFR
6.323997856461576 0.47347090798217667 -20.0 -20.0
7.354190192118116 0.17055863959698356 -2.133719356440341 0.08878183200758075
7.1064158216568245 0.261211606129374 -2.6406969413274926 0.16187190014417732
6.7116367515219695 0.4245331230643616 -3.806399059345335 0.40640874737163635
7.770149199538475 0.07966816519018452 -2.161159607177199 0.10591253239502874
7.666938694847747 0.09576230759211019 -2.162377238339677 0.09630058666482355
7.498043653855253 0.13722213841151462 -2.0089144800283023 0.0739211807623171
7.598387205351126 0.10409759977746826 -2.0459616150631565 0.08465643473229917
6.575517676496901 0.47397995071838134 -4.059443307314933 0.4285679593720799
7.222543790209504 0.21983398432307272 -2.7459263107983576 0.17259032870236796
6.668139399545137 0.4224908198256735 -2.8710841247706216 0.2063340427442025
7.3406980589287985 0.15893925980564408 -2.484483150974501 0.13942367530616082
7.532822107690966 0.12220491277627483 -2.446855053785292 0.14389112733015477
7.568919935972794 0.10946407625686094 -2.326503063126767 0.13852806479597016
6.893646357285189 0.2797123965321849 -2.582834564119096 0.15468213272822767
7.359813109469446 0.13835942824773187 -1.5449225421787995 0.051287387109909696
7.6149471963261455 0.099057780208235 -1.632833311953076 0.05190331347220201
7.711937580852824 0.08717006073888534 -2.1241172907067947 0.11353223307573207
6.97042833519754 0.28440101456842953 -3.155202224583541 0.3206076214493092
6.593225419520448 0.3242158631763195 -3.2369438981898386 0.3034792857877649
6.93303806687855 0.2488411134085854 -2.505342603007389 0.13421056009408508
6.695716935488969 0.37726662871595973 -2.3739089613208035 0.12245030317084189
7.929333609680919 0.06044477641662104 -1.3368592056624489 0.04267911839603319
7.861065715760534 0.06828835849463108 -1.184741998985535 0.03083968569508044
7.767371676332195 0.07769097513398693 -1.510782799914798 0.04760997145980817
7.652241703328148 0.1003037971310151 -1.7441097140810635 0.0617920293170413
6.703999425744558 0.3504839068150577 -2.5696228540921675 0.13472689238397922
7.364231145718083 0.16876360959429218 -1.7805149865771723 0.05262865333169238
7.6527683293703355 0.09973856493079623 -1.6767960431995843 0.05378510494175176
7.984838642560914 0.06119230293136218 -1.5179682635806602 0.05151114400820686
8.602890168449727 0.017454103209747936 -0.7970006920148637 0.024757745046112806
8.148568350269574 0.041572608408059986 -1.076850339590803 0.02871868351964049
7.401458668850338 0.1716724380513846 -1.6339457862089937 0.048766097711582544
7.0801337276967296 0.25349834725166176 -2.7163187627002254 0.21642086378971984
7.427777410086532 0.15396837870302343 -1.911012148589801 0.06773958332990673
7.799596870230268 0.07888254358858604 -1.733759611274733 0.061933261596123015
7.502362213026978 0.13611762500821079 -1.683701348538604 0.055121598683689946
7.850205585346119 0.07178464761892661 -1.5629824957178282 0.05395583939897266
7.595247911461447 0.111187468833521 -1.5902013583618972 0.052637924887501394
7.5842125991785805 0.10741046416144916 -1.3676081008298582 0.042077415198232215
7.344609327346877 0.16927145855675538 -1.7854321860111655 0.054402439327010034
7.771884778596679 0.07827716175256248 -1.5718878779144205 0.04670758990253443
7.7829382265236715 0.07341243800499642 -1.6110483390832102 0.04788583386271437
7.517719274325325 0.11897201767382322 -1.7679828535154474 0.05770446450082199
7.021499077580888 0.2611551944450609 -2.1301012528001726 0.09850805006706947
7.503739983145622 0.12657086917272822 -2.0189129477653007 0.0962577849238588
7.110080736589743 0.22691226818879456 -2.3588357633852115 0.11089159605284696
7.387918665278825 0.17691465416930935 -2.052729545804518 0.07943012247481158
7.760399426721373 0.08163280754685023 -1.799087301442039 0.07116340222512689
7.669269650509943 0.08837945954435326 -1.8531860886619866 0.08171103266556452
7.360914480143247 0.16467375771355375 -2.0214046539074495 0.10292687663147344
7.058559658100886 0.26206776307234264 -2.1405770442195595 0.09669034382076742
7.368987498486613 0.16439110325565723 -1.875128547817802 0.06756784352102999
7.654366101024716 0.10172858239792738 -1.9764898298961298 0.0781302112943347
7.16938565388766 0.24852245797225475 -2.0326658354417706 0.0743154448222653
6.746723615251269 0.3954720418916225 -2.7116356977632323 0.17565494126730924
7.4054881145148705 0.12175356100605181 -1.8043949390230885 0.06632483809794736
6.459064156928071 0.21554718710203355 -2.706455098191991 0.21171883171834513
7.164307194062975 0.15626556416317386 -2.453384272460654 0.18715451045457987
6.374753372807286 0.22061937720183417 -2.652575524261352 0.2148403028264904
6.7663360599207785 0.23550106902432885 -2.984109024619723 0.38952290553204477
6.737053680095625 0.2475517119545437 -3.1989411559661862 0.4636427125715314
6.594837705216049 0.23488491375968304 -2.1800093796461164 0.09151406081003399
6.531529004245655 0.3519672288764308 -3.3507065813017944 0.3590054824198886
7.118326051039977 0.18736356019744885 -2.2303139825400926 0.12393495311412979
6.522914686176012 0.41093225642876613 -20.0 -20.0
6.596453589412566 0.30741867250356514 -20.0 -20.0
6.773857625543822 0.22247660506826986 -20.0 -20.0
6.9663611380944745 0.2708334438958298 -2.153099615020032 0.09564478514495284
7.57914305248873 0.09130904136575424 -1.974765681850618 0.12278185851673262
7.078425194186914 0.2004230010690775 -3.125304239313066 0.3877273556397628
7.143406819141547 0.2041549928028358 -2.547255112971864 0.16938045487348993
7.003244724577014 0.2511265246003873 -2.562197978962605 0.1728185515335615
6.657451415564582 0.38690327388315604 -2.3938615517843385 0.12287147594812424
7.584340335385939 0.090146246212313 -2.2685744554772898 0.15776084841396998
6.726722652984618 0.32227251886537317 -2.2075967899267948 0.0991707350814057
7.674960031316706 0.07800795554417954 -1.946688806421263 0.0993833155199571
6.888176903783233 0.23544961561070268 -20.0 -20.0
6.775009107504588 0.23006729060717432 -3.0138793032347726 0.2855362142782071
7.312673591378224 0.13310635268736404 -1.9963827506460228 0.08532329468681463
6.9376488145146675 0.2663360963337805 -2.4208197475010893 0.1545770979008152
7.630792656018893 0.07868743416790255 -2.645971144808045 0.21344958686676593
