,CATID,RA,DEC,logMstar,logSEDSFR,O_H_R_RE,log_AGE_RE_lw_ppxf,MET_RE_lw_ppxf,log_AGE_RE_mw_ppxf,MET_RE_mw_ppxf,Zgas
137,218713,140.01001000000002,0.8442069999999999,10.062999999999999,0.008,8.683981053347749,-999.0,-999.0,-999.0,-999.0,-0.10944483725600307
138,348048,140.09045,2.30743,10.356,0.5529999999999999,8.70972242820825,-999.0,-999.0,-999.0,-999.0,-0.0713527507374323
139,388476,140.24065,2.534354,10.610999999999999,-0.606,8.723796375952263,9.740905994308774,-0.07028961683347297,9.998460105951072,0.0698815590282819,-0.05052612286584157
140,514212,140.43013,2.690861,9.636000000000001,-0.154,8.623866188191371,8.86760947641132,-0.6996825200573602,9.992259237733156,-0.4294059122457341,-0.19840281471440946
141,419549,140.4825,2.769657,10.539000000000001,0.18,8.645445578334366,-999.0,-999.0,-999.0,-999.0,-0.16646963318080665
142,383259,140.67041,2.111543,10.738,1.07,8.706424109769209,9.171285871201805,-0.3642884781410081,9.994839099552724,-0.1639561176569609,-0.07623360236352461
143,383283,140.8051,2.060102,9.248,-0.9590000000000001,8.54378206488196,9.336906947227382,-0.6979580746900881,9.9908462888596,-0.9781394113927859,-0.3169113003876767
144,383318,140.95009,2.112748,10.115,0.024,8.566266015353436,8.93507733278926,-0.6556118784223441,9.97660724112691,-0.6254304043313874,-0.283639550479986
145,198817,140.97499,-0.6826270000000001,10.413,0.27899999999999997,8.657369728382946,9.537521373866689,-0.5671473397925374,9.998400647509762,-0.37083060624715497,-0.14882427593891734
146,325536,140.98396,1.834424,10.655999999999999,0.239,8.749045507313307,9.599446303515952,-0.4319091048796573,9.999965960798443,-0.3744924475009557,-0.013162458277768962
147,136238,174.23138,-1.749089,10.954,-0.16399999999999998,8.793722359385036,9.911622983929961,-0.3261950406882899,10.004465080880363,-0.19921081323288034,0.05295034741797622
148,396607,174.34763,1.5616459999999999,10.482999999999999,-0.11900000000000001,8.72515068035692,9.609865217603996,-0.2431285168416424,10.000105405003794,-0.1533101378959326,-0.0485220232078305
149,534654,174.35287,-0.963817,10.376,0.131,8.603907083848583,9.356363153262912,-0.344448375497624,9.991363741175524,-0.4062711689390258,-0.22793829732086834
