# FIREbox (Feldmann et al., 2022)
# Fig. 5 right, all galaxies
# Extracted using WebPlotDigitizer
# log10(Mstar/Msun)	log10(SFR/Msun yr^-1)
8.048	-0.8804034582132565
8.356	-0.6268011527377522
8.648	-0.32132564841498557
8.94	-0.050432276657060626
9.24	0.1685878962536025
9.527999999999999	0.46253602305475505
9.824	0.8314121037463977
10.132	1.021613832853026
10.416	1.5403458213256482
10.783999999999999	1.7190201729106627
