# cosmic star formation rate density from Gruppioni et al. (2020)
#   based on [CII] observations from the ALPINE-ALMA survey
#   cosmology is H0=70, OmegaM=0.3, OmegaL=0.7
#   Uses a Chabrier IMF
#   zmin   zmax   sfrd (Msol/yr/Mpc^3)   sfrd_min   sfrd_max
0.5	1.5	7.93e-2	5.19e-2	1.42e-1
1.5	2.5	9.96e-2	5.64e-2	1.94e-1
2.5	3.5	1.23e-1	8.57e-2	1.88e-1
3.5	4.5	6.06e-2	3.82e-2	1.00e-1
4.5	6.0	5.57e-2	2.49e-2	1.51e-1
