# sfr density from Cucciati et al 2011 AA, astroph1109.1005
# based on VVDS UV flux
# h0=70 and Salpeter IMF.
#    z       log(sfrd)     err-       err+
0.126	-1.645	-0.181	0.181
0.298	-1.443	-0.118	0.125
0.502	-1.345	-0.098	0.105
0.703	-1.150	-0.091	0.091
0.905	-0.913	-0.084	0.091
1.101	-0.850	-0.091	0.098
1.456	-0.843	-0.091	0.146
2.103	-0.620	-0.084	0.495
3.002	-0.864	-0.153	0.265
4.006	-1.366	-0.321	0.223
