# mass-metallicity data from Gallazzi et al. 2021
# The columns P_xx correspond to the xx percentile of the
# distribution of metallicity of galaxies in that mass
# bin.
#
#
# log10(Mstar/Msun h_70^-2) alpha/Fe(P_50) P_16 P_84
9.10	0.02	-0.30	0.28
9.35	0.10	-0.15	0.35
9.65	0.11	-0.13	0.30
9.85	0.13	-0.07	0.32
10.10	0.15	-0.04	0.34
10.35	0.18	0.00	0.35
10.65	0.20	0.03	0.37
10.85	0.22	0.05	0.40
11.10	0.25	0.07	0.44
11.35	0.31	0.11	0.49
11.65	0.37	0.18	0.53
11.85	0.39	0.22	0.56

